Volare (Nel Blu Dipinto Di Blu)
All I Have To Do Is Dream
Claudette
Don't
I Beg Of You
Witch Doctor
Patricia
Sail Along Silvery Moon
Raunchy
Catch A Falling Star
Magic Moments
Tequila
It's All In The Game
Return To Me
It's Only Make Believe
The Purple People Eater
Bird Dog 
Devoted To You
Get A Job
Little Star
Stood Up
Waitin' In School
He's Got The Whole World In His Hands
Twilight Time
Secretly
At The Hop
Yakety Yak
Wear My Ring Around Your Neck
Doncha' Think It's Time
Poor Little Fool
Wonderful Time Up There
It's Too Soon To Know
Just A Dream
Sugartime
Rockin Robbin
Over And Over
Tom Dooley
Sweet Little Sixteen
Topsy II
Topsy I
Looking Back
Do I Like It
Book Of Love
Tea For Two Cha Cha
Tears On My Pillow
Short Shorts
Great Balls Of Fire
Lollipop
Splish Splash
Who's Sorry Now
My True Love
Leroy
Endles Sleep
Do You Want To Dance?
When
To Know Him Is To Love Him
April Love
Rebel-'Rouser
Oh Julie
The Stroll
Hard-Headed Woman
Don't Ask Me Why
Peggy Sue
Oh Lonesome Me
Chantilly Lace
Lonesome Town
All the Way
One Night
Susie Darlin'
26 Miles
The End
Kisses Sweeter Than Wine
Beep Beep (The Little Nash Rambler)
March From the River Kwai and Colonel Bogey March
Problems
Queen of the Hop
Liechtensteiner Polka
I Got Stung
Are You Sincere
I Got a Feeling
Born Too Late
Willie and the Hand Jive
Big Man
Oh Boy
What Am I Living For
Johnny B Goode
Summertime Blues
Near You
Fever
For Your Love
You Are My Destiny
Chanson D'Amour
Lazy Mary
Ballad of a Teenage Queen
It's Too Soon to Know
The Walk
Kewpie Doll
Why Don't They Understand
Dede Dinah
Sugar Moon
Devoted to You
Maybe
Billy
Guess Things Happen That Way
Western Movies
Don't Let Go
Buzz-Buzz-Buzz
Breathless
Jennie Lee
Poor Boy
The Story of My Life
I'll Wait For You
Ginger Bread
The Battle Of New Orleans
Mack The Knife
Personality
Venus
Lonely Boy
Dream Lover
The Three Bells
Come Softly To Me
Kansas City
Mr. Blue
Sleep Walk
Put Your Head On My Shoulder
Stagger Lee
Donna
Pink Shoelaces
Smoke Gets In Your Eyes
Charlie Brown
Quiet Village
My Heart Is An Open Book
('Til) I Kissed You
Sea Of Love
The Happy Organ
I'm Gonna Get Married
Sorry (I Ran All The Way Home)
A Teenager In Love
16 Candles
It's Just A Matter Of Time
Lipstick On Your Collar
There Goes My Baby
A Big Hunk O' Love
Red River Rock
Waterloo
Lavender Blue (Dilly Dilly)
(Now And Then There's) A Fool Such As I
Guitar Boogie Shuffle
Teen Beat
Kookie Kookie (Lend Me Your Comb)
Tragedy
My Happiness
Talahassee Lassie
Tiger
Never Be Anyone Else But You
Don't You Know
I Need Your Love Tonight
What A Diff'rence A Day Makes
The All American Boy
Primrose Lane
Alvin's Harmonica
Lonely Street
What'd I Say
Broken-hearted Melody
Only You
Gotta Travel On
Poison Ivy
Turn Me Loose
Lonely Teardrops
Hawaiian Wedding Song
Forty Miles Of Bad Road
Just Ask Your Heart
Tell Him No
Frankie
I've Had It
I Cried A Tear
Enchanted
Since I Don't Have You
Peter Gunn Theme
The Chipmunk Song
I Want To Walk You Home
So Fine
Bobby Sox To Stockings
Deck Of Cards
A Lover's Question
I Only Have Eyes For You
It's Late
Petite Fleur
Tall Paul
The Tijuana Jail
Just A Little Too Much
Goodbye Baby
Along Came Jones
Three Stars
A Boy Without A Girl
Sweeter Than You
It Was I
"Goodbye, Jimmy, Goodbye"
Manhattan Spiritual
Endlessly
Heartaches By The Number
Sea Cruise
That's Why
You're So Fine
Kissin' Time
My Wish Came True
Morgen
Baby Talk
Bongo Rock
Take A Message To Mary
Battle Hymn Of The Republic
In The Mood
(Seven Little Girls) Sitting In The Back Seat
"Theme From ""A Summer Place"""
He'll Have To Go
Cathy's Clown
Running Bear
Teen Angel
I'm Sorry
It's Now Or Never
Handy Man
Stuck On You
The Twist
Everybody's Somebody's Fool
Wild One
Greenfields
What In The World's Come Over You
El Paso
Alley Oop
My Heart Has A Mind Of Its Own
Sweet Nothin's
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini
Only The Lonely
Where Or When
Sixteen Reasons
Puppy Love
Why
"Walk, Dont Run"
Save The Last Dance For Me
Baby (You Got What It Takes)
Sink The Bismark
Chain Gang
Let It Be Me
Good Timin'
Beyond The Sea
Go Jimmy Go
Night
Burning Bridges
The Big Hurt
Because They're Young
Lonely Blue Boy
Pretty Blue Eyes
Way Down Yonder In New Orleans
Paper Roses
Mr. Custer
I Want To Be Wanted
Mule Skinner Blues
Cradle Of Love
You've Got What It Takes
"Please Help Me, I'm Falling"
Love You So
Finger Poppin' Time
Harbor Lights
Let The Little Girl Dance
He'll Have To Stay
Theme From The Apartment
Volare (Nel Blu Dipinto Di Blu)
A Million To One
The Village Of St. Bernadette
The Old Lamplighter
White Silver Sands
Devil Or Angel
Down By The Station
Forever
Image Of A Girl
Kiddio
Mission Bell
I Love The Way You Love
It's Time To Cry
Tell Laura I Love Her
Mama
Footsteps
So Sad
That's All You Gotta Do
Walking To New Orleans
Among My Souvenirs
Swingin' School
A Rockin' Good Way
Stairway To Heaven
My Home Town
Georgia On My Mind
Cherry Pie
Wonderful World
Tracy's Theme
Lady Luck
Step By Step
Happy-Go-Lucky Me
Young Emotions
Dreamin'
Poetry In Motion
O Dio Mio
You Talk Too Much
Beatnik Fly
When Will I Be Loved
Let's Think About Livin'
Heartaches By The Number
In My Little Corner Of The World
Doggin' Around
Little Bitty Girl
Money
Stay
Lonely Weekends
Sandy
Tossin' And Turnin'
I Fall To Pieces
Michael
Cryin'
Runaway
My True Story
Pony Time
Wheels
Raindrops
Wooden Heart (Muss I Denn)
Calcutta
Take Good Care Of My Baby
