Year,Position,Artist,Song Title
1993,1,Whitney Houston,I Will Always Love You
1993,2,Tag Team,Whoomp! (There It Is)
1993,3,UB40,Can't Help Falling In Love
1993,4,Janet Jackson,That's The Way Love Goes
1993,5,Silk,Freak Me
1993,6,SWV,Weak
1993,7,Shai,If I Ever Fall In Love
1993,8,Mariah Carey,Dreamlover
1993,9,Wreckx-N-Effect,Rump Shaker
1993,10,Snow,Informer
1993,11,Dr. Dre,"Nuthin' But A ""G"" Thang"
1993,12,Boyz II Men,In The Still Of The Nite
1993,13,Jade,Don't Walk Away
1993,14,H-Town,Knockin' Da Boots
1993,15,Jodeci,Lately
1993,16,Duice,Dazzey Duks
1993,17,Robin S.,Show Me Love
1993,18,Peabo Bryson and Regina Belle,A Whole New World
1993,19,Janet Jackson,If
1993,20,SWV,I'm So Into You
1993,21,Vanessa Willlams and Brian Mcknight,Love Is
1993,22,Soul Asylum,Runaway Train
1993,23,Expose,I'll Never Get Over You (Getting Over Me)
1993,24,Paperboy,Ditty
1993,25,Snap,Rhythm Is A Dancer
1993,26,Billy Joel,The River Of Dreams
1993,27,Proclaimers,I'm Gonna Be (500 Miles)
1993,28,Spin Doctors,Two Princes
1993,29,SWV,Right Here (Human Nature)-Downtown
1993,30,Whitney Houston,I Have Nothing
1993,31,Arrested Development,Mr. Wendal
1993,32,Rod Stewart,Have I Told You Lately
1993,33,Shanice,Saving Forever For You
1993,34,Duran Duran,Ordinary World
1993,35,Tony! Toni! Tone!,If I Had No Loot
1993,36,Meat Loaf,I'd Do Anything For Love (But I Won't Do That)
1993,37,Onyx,Slam
1993,38,P.M. Dawn,Looking Through Patient Eyes
1993,39,Whitney Houston,I'm Every Woman
1993,40,Shai,Baby I'm Yours
1993,41,Duran Duran,Come Undone
1993,42,Tina Turner,I Don't Wanna Fight
1993,43,P.M. Dawn,I'd Die Without You
1993,44,95 South,"Whoot, There It Is"
1993,45,Naughty By Nature,Hip Hop Hooray
1993,46,Toni Braxton,Another Sad Love Song
1993,47,Michael Jackson,Will You Be There
1993,48,Shil,Comforter
1993,49,Bobby Brown,Good Enough
1993,50,4 Non Blondes,What's Up
1993,51,Ace Of Base,All That She Wants
1993,52,Prince and The New Power Generation,7
1993,53,Dr. Dre,Dre Day
1993,54,Brian McKnight,One Last Cry
1993,55,Xscape,Just Kickin' It
1993,56,2Pac,I Get Around
1993,57,Bon Jovi,Bed Of Roses
1993,58,Mary J. Blige,Real Love
1993,59,Portrait,Here We Go Again!
1993,60,Aerosmith,Cryin'
1993,61,Ugly Kid Joe,Cats In The Cradle
1993,62,TLC,What About Your Friends
1993,63,Positive K,I Got A Man
1993,64,Zhane,Hey Mr. D.J.
1993,65,Cypress Hill,Insane In The Brain
1993,66,Madonna,Deeper And Deeper
1993,67,Madonna,Rain
1993,68,Jeremy Jordan,The Right Kind Of Love
1993,69,Inner Circle,Bad Boys
1993,70,Boy Krazy,That's What Love Can Do
1993,71,Jon Secada,Do You Believe In Us
1993,72,Jon Secada,Angel
1993,73,Kenny G,Forever In Love
1993,74,Janet Jackson,Again
1993,75,Jazzy Jeff and Fresh Prince,Boom! Shake The Room
1993,76,Restless Heart,When She Cries
1993,77,Inner Circle,Sweat (A La La La La Long)
1993,78,Ice Cube,It Was A Good Day
1993,79,Captain Hollywood Project,More And More
1993,80,Heights,How Do You Talk To An Angel
1993,81,Digable Planets,Rebirth Of Slick (Cool Like Dat)
1993,82,Haddaway,What Is Love
1993,83,Michael Bolton,To Love Somebody
1993,84,En Vogue,"Give It Up, Turn It Loose"
1993,85,Kris Kross,Alright
1993,86,Ice Cube,Check Yo Self
1993,87,Sting,Fields Of Gold
1993,88,Dino,Ooh Child
1993,89,Go West,Faithful
1993,90,Rod Stewart,Reason To Believe
1993,91,Tears For Fears,Break It Down Again
1993,92,Joey Lawrence,Nothin' My Love Can't Fix
1993,93,Green Jelly,Three Little Pigs
1993,94,Aerosmith,Livin' On The Edge
1993,95,Gin Blossoms,Hey Jealousy
1993,96,Sting,If I Ever Lose My Faith In You
1993,97,Tony! Toni! Tone!,Anniversary
1993,98,Jade,One Woman
1993,99,Taylor Dayne,Can't Get Enough Of Your Love
1993,100,Def Leppard,Two Steps Behind
