Year,Position,Artist,Song Title
1988,1,George Michael,Faith
1988,2,INXS,Need You Tonight
1988,3,George Harrison,Got My Mind Set On You
1988,4,Rick Astley,Never Gonna Give You Up
1988,5,Guns N' Roses,Sweet Child O' Mine
1988,6,Whitney Houston,So Emotional
1988,7,Belinda Carlisle,Heaven Is A Place On Earth
1988,8,Tiffany,Could've Been
1988,9,Breathe,Hands To Heaven
1988,10,Steve Winwood,Roll With It
1988,11,George Michael,One More Try
1988,12,Terence Trent d'Arby,Wishing Well
1988,13,Gloria Estefan and Miami Sound Machine,Anything For You
1988,14,Cheap Trick,The Flame
1988,15,Billy Ocean,"Get Outta My Dreams, Get Into My Car"
1988,16,Expose,Seasons Change
1988,17,Whitesnake,Is This Love
1988,18,Escape Club,"Wild, Wild West"
1988,19,Def Leppard,Pour Some Sugar On Me
1988,20,Taylor Dayne,I'll Always Love You
1988,21,Michael Jackson,Man In The Mirror
1988,22,Debbie Gibson,Shake Your Love
1988,23,Robert Palmer,Simply Irresistible
1988,24,Richard Marx,Hold On To The Nights
1988,25,Eric Carnen,Hungry Eyes
1988,26,Johnny Hates Jazz,Shattered Dreams
1988,27,George Michael,Father Figure
1988,28,Samantha Fox,Naughty Girls (Need Love Too)
1988,29,Phil Collins,A Groovy Kind Of Love
1988,30,Def Leppard,Love Bites
1988,31,Richard Marx,Endless Summer Nights
1988,32,Debbie Gibson,Foolish Beat
1988,33,Whitney Houston,Where Do Broken Hearts Go
1988,34,Aerosmith,Angel
1988,35,Bangles,Hazy Shade Of Winter
1988,36,Michael Jackson,The Way You Make Me Feel
1988,37,Bobby McFerrin,"Don't Worry, Be Happy"
1988,38,Eric Carnen,Make Me Lose Control
1988,39,UB40,Red Red Wine
1988,40,Patric Swayze,She's Like The Wind
1988,41,Bon Jovi,Bad Medicine
1988,42,Beach Boys,Kokomo
1988,43,Elton John,I Don't Wanna Go On With You Like That
1988,44,Rick Astley,Together Forever
1988,45,George Michael,Monkey
1988,46,INXS,Devil Inside
1988,47,Richard Marx,Should've Known Better
1988,48,Chicago,I Don't Wanna Live Without Your Love
1988,49,Kylie Minogue,The Loco-Motion
1988,50,Pet Shop Boys and Dusty Springfield,What Have I Done To Deserve This?
1988,51,Jets,Make It Real
1988,52,Information Society,What's On Your Mind
1988,53,Taylor Dayne,Tell It To My Heart
1988,54,Debbie Gibson,Out Of The Blue
1988,55,Jody Watley,Don't You Want Me
1988,56,U2,Desire
1988,57,Belinda Carlisle,I Get Weak
1988,58,Terence Trent d'Arby,Sign Your Name
1988,59,Roger,I Want To Be Your Man
1988,60,Pebbles,Girlfriend
1988,61,Michael Jackson,Dirty Diana
1988,62,Gloria Estefan and Miami Sound Machine,1-2-3
1988,63,Pebbles,Mercedes Boy
1988,64,Huey Lewis and The News,Perfect World
1988,65,INXS,New Sensation
1988,66,Pretty Poison,Catch Me (I'm Falling)
1988,67,New Edition,If It Isn't Love
1988,68,Jets,Rocket 2 U
1988,69,Peter Cetera,One Good Woman
1988,70,Cheap Trick,Don't Be Cruel
1988,71,Elton John,Candle In The Wind
1988,72,Daryl Hall and John Oates,Everything Your Heart Desires
1988,73,Foreigner,Say You Will
1988,74,Keith Sweat,I Want Her
1988,75,Natalie Cole,Pink Cadillac
1988,76,Tracy Chapman,Fast Car
1988,77,Icehouse,Electric Blue
1988,78,Bruce Hornsby and The Range,The Valley Road
1988,79,Bobby Brown,Don't Be Cruel
1988,80,Pet Shop Boys,Always On My Mind
1988,81,Brenda Russell feat. Joe Esposito,Piano In The Dark
1988,82,Van Halen,When It's Love
1988,83,Paul Carrack,Don't Shed A Tear
1988,84,Sting,We'll Be Together
1988,85,Joan Jett and The Blackhearts,I Hate Myself For Loving You
1988,86,Foreigner,I Don't Want To Live Without You
1988,87,Al B. Sure!,Nite And Day
1988,88,Steve Winwood,Don't You Know What The Night Can Do
1988,89,Whitney Houston,One Moment In Time
1988,90,Gloria Estefan and Miami Sound Machine,Can't Stay Away From You
1988,91,George Michael,Kissing A Fool
1988,92,John Cougar Mellancamp,Cherry Bomb
1988,93,Brenda K. Starr,I Still Believe
1988,94,Cher,I Found Someone
1988,95,INXS,Never Tear Us Apart
1988,96,Steve Winwood,Valerie
1988,97,David Lee Roth,Just Like Paradise
1988,98,Poison,Nothin' But A Good Time
1988,99,White Lion,Wait
1988,100,Taylor Dayne,Prove Your Love
