Year,Position,Artist,Song Title
1981,1,Kim Carnes,Bette Davis Eyes
1981,2,Diana Ross and Lionel Richie,Endless Love
1981,3,Kenny Rogers,Lady
1981,4,John Lennon,(Just Like) Starting Over
1981,5,Rick Springfield,Jessie's Girl
1981,6,Kool and The Gang,Celebration
1981,7,Daryl Hall and John Oates,Kiss On My List
1981,8,Eddie Rabbitt,I Love A Rainy Night
1981,9,Dolly Parton,9 To 5
1981,10,REO Speedwagon,Keep On Loving You
1981,11,Joey Scarbury,"Theme From ""Greatest American Hero"" (Believe It Or Not)"
1981,12,Sheena Easton,Morning Train (Nine To Five)
1981,13,Smokey Robinson,Being With You
1981,14,Juice Newton,Queen Of Hearts
1981,15,Blondie,Rapture
1981,16,Ray Parker Jr. and Raydio,A Woman Needs Love
1981,17,Blondie,The Tide Is High
1981,18,Grover Washington Jr.,Just The Two Of Us
1981,19,Pointer Sisters,Slow Hand
1981,20,Climax Blues Band,I Love You
1981,21,John Lennon,Woman
1981,22,A Taste Of Honey,Sukiyaki
1981,23,ABBA,The Winner Takes It All
1981,24,Stars On 45,Medley
1981,25,Juice Newton,Angel Of The Morning
1981,26,Neil Diamond,Love On The Rocks
1981,27,Air Supply,Every Woman In The World
1981,28,Air Supply,The One That You Love
1981,29,Barbra Streisand and Barry Gibb,Guilty
1981,30,Styx,The Best Of Times
1981,31,Oak Ridge Boys,Elvira
1981,32,REO Speedwagon,Take It On The Run
1981,33,Ronnie Milsap,No Gettin' Over Me
1981,34,Gino Vannelli,Living Inside Myself
1981,35,Barbra Streisand,Woman In Love
1981,36,Manhattan Transfer,Boy From New York City
1981,37,Foreigner,Urgent
1981,38,Rod Stewart,Passion
1981,39,Commodores,Lady (You Bring Me Up)
1981,40,Don Mclean,Crying
1981,41,Marty Balin,Hearts
1981,42,Diana Ross,It's My Turn
1981,43,Daryl Hall and John Oates,You Make My Dreams
1981,44,Kenny Rogers,I Don't Need You
1981,45,Champaign,How 'Bout Us
1981,46,Pat Benatar,Hit Me With Your Best Shot
1981,47,Greg Kihn Band,The Breakup Song
1981,48,Alan Parsons Project,Time
1981,49,Bruce Springsteen,Hungry Heart
1981,50,Franke and The Knockouts,Sweetheart
1981,51,Terri Gibbs,Someone's Knockin'
1981,52,Leo Sayer,More Than I Can Say
1981,53,Tierra,Together
1981,54,Styx,Too Much Time On My Hands
1981,55,Dottie West,What Are We Doin' In Love
1981,56,Journey,Who's Crying Now
1981,57,Police,"De Do Do Do, De Da Da"
1981,58,Gary U.S. Bonds,This Little Girl
1981,59,Stevie Nicks With Tom Petty and The Heartbreakers,Stop Draggin' My Heart Around
1981,60,Delbert McClinton,Giving It Up For Your Love
1981,61,Cliff Richard,A Little In Love
1981,62,Neil Diamond,America
1981,63,John Cougar,Ain't Even Done With The Night
1981,64,Christopher Cross,Arthur's Theme
1981,65,Queen,Another One Bites The Dust
1981,66,Alan Parsons Project,Games People Play
1981,67,Eric Clapton,I Can't Stand It
1981,68,Steve Winwood,While You See A Chance
1981,69,Stevie Wonder,Master Blaster
1981,70,Neil Diamond,Hello Again
1981,71,Police,Don't Stand So Close To Me
1981,72,Steely Dan,Hey Nineteen
1981,73,Stevie Wonder,I Ain't Gonna Stand For It
1981,74,George Harrison,All Those Years Ago
1981,75,Eddie Rabbitt,Step By Step
1981,76,Billy Squier,The Stroke
1981,77,Alabama,Feels So Right
1981,78,Stanley Clarke and George Duke,Sweet Baby
1981,79,Dan Fogelberg,Same Old Lang Syne
1981,80,Pablo Cruise,Cool Love
1981,81,ELO,Hold On Tight
1981,82,John Schneider,It's Now Or Never
1981,83,Pat Benatar,Treat Me Right
1981,84,Santana,Winning
1981,85,Barbra Streisand and Barry Gibb,What Kind Of Fool
1981,86,John Lennon,Watching The Wheels
1981,87,Heart,Tell It Like It Is
1981,88,Ronnie Milsap,Smoky Mountain Rain
1981,89,Barry Manilow,I Made It Through The Rain
1981,90,Daryl Hall and John Oates,You've Lost That Lovin' Feelin'
1981,91,Olivia Newton-John and Cliff Richard,Suddenly
1981,92,Sheena Easton,For Your Eyes Only
1981,93,Beach Boys,The Beach Boys Medley
1981,94,Devo,Whip It
1981,95,Sheena Easton,Modern Girl
1981,96,Gary Wright,Really Wanna Know You
1981,97,Rosanne Cash,Seven Year Ache
1981,98,Diana Ross,I'm Coming Out
1981,99,Boz Scaggs,Miss Sun
1981,100,Andy Gibb,Time Is Time
