Year,Position,Artist,Song Title
1985,1,Wham!,Careless Whisper
1985,2,Madonna,Like A Virgin
1985,3,Wham!,Wake Me Up Before You Go-Go
1985,4,Foreigner,I Want To Know What Love Is
1985,5,Chaka Khan,I Feel For You
1985,6,Daryl Hall and John Oates,Out Of Touch
1985,7,Tears For Fears,Everybody Wants To Rule The World
1985,8,Dire Straits,Money For Nothing
1985,9,Madonna,Crazy For You
1985,10,a-ha,Take On Me
1985,11,Paul Young,Everytime You Go Away
1985,12,Philip Bailey and Phil Collins,Easy Lover
1985,13,REO Speedwagon,Can't Fight This Feeling
1985,14,Starship,We Built This City
1985,15,Huey Lewis and The News,The Power Of Love
1985,16,Simple Minds,Don't You (Forget About Me)
1985,17,Kool and The Gang,Cherish
1985,18,John Parr,St. Elmo's Fire (Man In Motion)
1985,19,Glenn Frey,The Heat Is On
1985,20,U.S.A. For Africa,We Are The World
1985,21,Tears For Fears,Shout
1985,22,Stevie Wonder,Part-Time Lover
1985,23,Whitney Houston,Saving All My Love For You
1985,24,Bryan Adams,Heaven
1985,25,Wham!,Everything She Wants
1985,26,New Edition,Cool It Now
1985,27,Jan Hammer,Miami Vice Theme
1985,28,Billy Ocean,Loverboy
1985,29,Teena Marie,Lover Girl
1985,30,Glenn Frey,You Belong To The City
1985,31,Ready For The World,Oh Sheila
1985,32,Debarge,Rhythm Of The Night
1985,33,Phil Collins,One More Night
1985,34,Honeydrippers,Sea Of Love
1985,35,Duran Duran,A View To A Kill
1985,36,Duran Duran,The Wild Boys
1985,37,Chicago,You're The Inspiration
1985,38,Pointer Sisters,Neutron Dance
1985,39,Pat Benatar,We Belong
1985,40,Commodores,Nightshift
1985,41,Howard Jones,Things Can Only Get Better
1985,42,Jack Wagner,All I Need
1985,43,Aretha Franklin,Freeway Of Love
1985,44,Corey Hart,Never Surrender
1985,45,Phil Collins,Sussudio
1985,46,Sheena Easton,Strut
1985,47,Whitney Houston,You Give Good Love
1985,48,Survivor,The Search Is Over
1985,49,Diana Ross,Missing You
1985,50,Phil Collins and Marilyn Martin,Separate Lives
1985,51,Prince and The Revolution,Raspberry Beret
1985,52,Billy Ocean,Suddenly
1985,53,Don Henley,The Boys Of Summer
1985,54,Murray Head,One Night In Bangkok
1985,55,Sting,If You Love Somebody Set Them Free
1985,56,Animotion,Obsession
1985,57,Tina Turner,We Don't Need Another Hero
1985,58,Madonna,Material Girl
1985,59,Tina Turner,Better Be Good To Me
1985,60,Tears For Fears,Head Over Heels
1985,61,Harold Faltermeyer,Axel F
1985,62,Sade,Smooth Operator
1985,63,Mary Jane Girls,In My House
1985,64,Phil Collins,Don't Lose My Number
1985,65,Cyndi Lauper,All Through The Night
1985,66,Bryan Adams,Run To You
1985,67,Bruce Springsteen,Glory Days
1985,68,'Til Tuesday,Voices Carry
1985,69,Kool and The Gang,Misled
1985,70,Eurythmics,Would I Lie To You?
1985,71,ABC,Be Near Me
1985,72,Paul McCartney,No More Lonely Nights
1985,73,Survivor,I Can't Hold Back
1985,74,Bryan Adams,Summer Of '69
1985,75,Katrina and The Waves,Walking On Sunshine
1985,76,Wham!,Freedom
1985,77,Julian Lennon,Too Late For Goodbyes
1985,78,Julian Lennon,Valotte
1985,79,Power Station,Some Like It Hot
1985,80,Ashford and Simpson,Solid
1985,81,Madonna,Angel
1985,82,Bruce Springsteen,I'm On Fire
1985,83,Daryl Hall and John Oates,Method Of Modern Love
1985,84,Thompson Twins,Lay Your Hands On Me
1985,85,Debarge,Who's Holding Donna Now
1985,86,John Cougar Mellencamp,Lonely Ol' Night
1985,87,Heart,What About Love
1985,88,David Lee Roth,California Girls
1985,89,Kool and The Gang,Fresh
1985,90,Jermaine Jackson,Do What You Do
1985,91,Time,Jungle Love
1985,92,Bruce Springsteen,Born In The USA
1985,93,Tina Turner,Private Dancer
1985,94,Aretha Franklin,Who's Zoomin' Who
1985,95,Sting,Fortress Around Your Heart
1985,96,Lionel Richie,Penny Lover
1985,97,Don Henley,All She Wants To Do Is Dance
1985,98,Madonna,Dress You Up
1985,99,Night Ranger,Sentimental Street
1985,100,Sheena Easton,Sugar Walls
