Year,Position,Artist,Song Title
1968,1,Beatles,Hey Jude
1968,2,Paul Mauriat,Love Is Blue
1968,3,Bobby Goldsboro,Honey
1968,4,Otis Redding,(Sittin' On) The Dock Of The Bay
1968,5,Rascals,People Got To Be Free
1968,6,Cream,Sunshine Of Your Love
1968,7,Herb Alpert,This Guy's In Love With You
1968,8,Hugo Montenegro,"The Good, The Bad And The Ugly"
1968,9,Simon and Garfunkel,Mrs. Robinson
1968,10,Archie Bell and The Drells,Tighten Up
1968,11,Jeannie C. Riley,Harper Valley P.T.A.
1968,12,O.C. Smith,Little Green Apples
1968,13,Tommy James and The Shondells,"Mony, Mony"
1968,14,Doors,"Hello, I Love You"
1968,15,Gary Puckett and The Union Gap,Young Girl
1968,16,Box Tops,Cry Like A Baby
1968,17,Fifth Dimension,Stoned Soul Picnic
1968,18,Hugh Masekela,Grazing In The Grass
1968,19,Grass Roots,Midnight Confessions
1968,20,Sly and The Family Stone,Dance To The Music
1968,21,Cliff Nobles and Co.,The Horse
1968,22,Temptations,I Wish It Would Rain
1968,23,Delfonics,La-La Means I Love You
1968,24,Vogues,"Turn Around, Look At Me"
1968,25,John Fred and His Playboy Band,Judy In Disguise (With Glasses)
1968,26,Classics IV,Spooky
1968,27,Diana Ross and The Supremes,Love Child
1968,28,Merrilee Rush,Angel Of The Morning
1968,29,Georgie Fame,The Ballad Of Bonnie And Clyde
1968,30,Mary Hopkin,Those Were The Days
1968,31,Steppenwolf,Born To Be Wild
1968,32,Intruders,Cowboys To Girls
1968,33,1910 Fruitgum Company,Simon Says
1968,34,Gary Puckett and The Union Gap,Lady Willpower
1968,35,Rascals,A Beautiful Morning
1968,36,Sergio Mendes and Brasil '66,The Look Of Love
1968,37,Johnny Nash,Hold Me Tight
1968,38,Ohio Express,"Yummy, Yummy, Yummy"
1968,39,Crazy World Of Arthur Brown,Fire
1968,40,Troggs,Love Is All Around
1968,41,Gene and Debbe,Playboy
1968,42,Dionne Warwick,(Theme From) Valley Of The Dolls
1968,43,Mason Williams,Classical Gas
1968,44,Clarence Carter,Slip Away
1968,45,O'Kaysions,Girl Watcher
1968,46,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone
1968,47,Lemon Pipers,Green Tambourine
1968,48,1910 Fruitgum Company,"1, 2, 3, Red Light"
1968,49,Friend and Lover,Reach Out Of The Darkness
1968,50,Rolling Stones,Jumpin' Jack Flash
1968,51,Richard Harris,MacArthur Park
1968,52,Jose Feliciano,Light My Fire
1968,53,People,I Love You
1968,54,Percy Sledge,Take Time To Know Her
1968,55,Status Quo,Pictures Of Matchstick Men
1968,56,Blue Cheer,Summertime Blues
1968,57,Marvin Gaye and Tammi Terrell,Ain't Nothing Like The Real Thing
1968,58,James Brown and The Famous Flames,I Got The Feelin'
1968,59,Bee Gees,I've Gotta Get A Message To You
1968,60,Beatles,Lady Madonna
1968,61,Donovan,Hurdy Gurdy Man
1968,62,Steppenwolf,Magic Carpet Ride
1968,63,Fireballs,Bottle Of Wine
1968,64,Dells,Stay In My Corner
1968,65,Willie Mitchell,Soul Serenade
1968,66,Tom Jones,Delilah
1968,67,Human Beinz,Nobody But Me
1968,68,Sam and Dave,I Thank You
1968,69,Sergio Mendes and Brasil '66,The Fool On The Hill
1968,70,Eric Burdon and The Animals,Sky Pilot
1968,71,Cowsills,Indian Lake
1968,72,Tommy Boyce and Bobby Hart,I Wonder What She's Doing Tonight
1968,73,Gary Puckett and The Union Gap,Over You
1968,74,Lettermen,Goin' Out Of My Head / Can't Take My Eyes Off You
1968,75,Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day
1968,76,Irish Rovers,The Unicorn
1968,77,Vanilla Fudge,(You Keep Me) Hangin' On
1968,78,Beatles,Revolution
1968,79,Gary Puckett and The Union Gap,"Woman, Woman"
1968,80,Turtles,Elenore
1968,81,Cream,White Room
1968,82,Marvin Gaye and Tammi Terrell,You're All I Need To Get By
1968,83,Foundations,"Baby, Now That I've Found You"
1968,84,Sweet Inspirations,Sweet Inspiration
1968,85,Smokey Robinson and The Miracles,If You Can Want
1968,86,Mills Brothers,Cab Driver
1968,87,Chambers Brothers,Time Has Come Today
1968,88,Dionne Warwick,Do You Know The Way To San Jose
1968,89,Simon and Garfunkel,Scarborough Fair / Canticle
1968,90,James Brown and The Famous Flames,Say It Loud I'm Black And I'm Proud
1968,91,Manfred Mann,The Mighty Quinn
1968,92,Shorty Long,Here Comes The Judge
1968,93,Aretha Franklin,I Say A Little Prayer
1968,94,Aretha Franklin,Think
1968,95,Gary Lewis and The Playboys,Sealed With A Kiss
1968,96,Big Brother and The Holding Company,Piece Of My Heart
1968,97,Creedence Clearwater Revival,Suzie Q.
1968,98,American Breed,Bend Me Shape Me
1968,99,Jerry Butler,"Hey, Western Union Man"
1968,100,Jerry Butler,Never Give You Up
