Year,Position,Artist,Song Title
1983,1,Police,Every Breath You Take
1983,2,Michael Jackson,Billie Jean
1983,3,Irene Cara,Flashdance... What A Feeling
1983,4,Men At Work,Down Under
1983,5,Michael Jackson,Beat It
1983,6,Bonnie Tyler,Total Eclipse Of The Heart
1983,7,Daryl Hall and John Oates,Maneater
1983,8,Patti Austin and James Ingram,Baby Come To Me
1983,9,Michael Sembello,Maniac
1983,10,Eurythmics,Sweet Dreams (Are Made Of This)
1983,11,Culture Club,Do You Really Want To Hurt Me
1983,12,Eddie Rabbitt and Crystal Gayle,You And I
1983,13,Dexy's Midnight Runners,Come On Eileen
1983,14,Bob Seger and The Silver Bullet Band,Shame On The Moon
1983,15,Donna Summer,She Works Hard For The Money
1983,16,Sergio Mendes,Never Gonna Let You Go
1983,17,Duran Duran,Hungry Like The Wolf
1983,18,David Bowie,Let's Dance
1983,19,Golden Earring,Twilight Zone
1983,20,Frida,I Know There's Something Going On
1983,21,Greg Kihn Band,Jeopardy
1983,22,Eddy Grant,Electric Avenue
1983,23,Thomas Dolby,She Blinded Me With Science
1983,24,Toto,Africa
1983,25,Prince,Little Red Corvette
1983,26,Pretenders,Back On The Chain Gang
1983,27,Joe Cocker and Jennifer Warnes,Up Where We Belong
1983,28,Styx,Mr. Roboto
1983,29,Lionel Richie,You Are
1983,30,After The Fire,Der Kommissar
1983,31,Taco,Puttin' On The Ritz
1983,32,Marvin Gaye,Sexual Healing
1983,33,Human League,(Keep Feeling) Fascination
1983,34,Culture Club,Time (Clock Of The Heart)
1983,35,Men Without Hats,The Safety Dance
1983,36,Toni Basil,Mickey
1983,37,Phil Collins,You Can't Hurry Love
1983,38,Journey,Separate Ways
1983,39,Daryl Hall and John Oates,One On One
1983,40,Kenny Rogers and Sheena Easton,We've Got Tonight
1983,41,Prince,1999
1983,42,Stray Cats,Stray Cat Strut
1983,43,Billy Joel,Allentown
1983,44,Stevie Nicks,Stand Back
1983,45,Billy Joel,Tell Her About It
1983,46,Naked Eyes,Always Somethmg There To Remind Me
1983,47,Lionel Richie,Truly
1983,48,Don Henley,Dirty Laundry
1983,49,Michael Jackson and Paul McCartney,The Girl Is Mine
1983,50,Kajagoogoo,Too Shy
1983,51,Adam Ant,Goody Two Shoes
1983,52,Clash,Rock The Casbah
1983,53,Madness,Our House
1983,54,Men At Work,Overkill
1983,55,Duran Duran,Is There Something I Should Know
1983,56,Laura Branigan,Gloria
1983,57,Rick Springfield,Affair Of The Heart
1983,58,Tubes,She's A Beauty
1983,59,Laura Branigan,Solitaire
1983,60,Styx,Don't Let It End
1983,61,Laura Branigan,How Am I Supposed To Live Without You
1983,62,David Bowie,China Girl
1983,63,Kinks,Come Dancing
1983,64,Naked Eyes,"Promises, Promises"
1983,65,Little River Band,The Other Guy
1983,66,Air Supply,Making Love Out Of Nothing At All
1983,67,Daryl Hall and John Oates,Family Man
1983,68,Michael Jackson,Wanna Be Startin' Somethin'
1983,69,Toto,I Won't Hold You Back
1983,70,Christopher Cross,All Right
1983,71,Bryan Adams,Straight From The Heart
1983,72,Kenny Loggins,Heart To Heart
1983,73,Lionel Richie,My Love
1983,74,Elton John,I'm Still Standing
1983,75,Loverboy,Hot Girls In Love
1983,76,Men At Work,It's A Mistake
1983,77,Culture Club,I'll Tumble 4 Ya
1983,78,Debarge,All This Love
1983,79,Sammy Hagar,Your Love Is Driving Me Crazy
1983,80,Dionne Warwick,Heartbreaker
1983,81,Journey,Faithfully
1983,82,Joe Jackson,Steppin' Out
1983,83,Quarterflash,Take Me To Heart
1983,84,Stray Cats,(She's) Sexy + 17
1983,85,Champaign,Try Again
1983,86,Shalamar,Dead Giveaway
1983,87,Jackson Browne,Lawyers In Love
1983,88,Moving Pictures,What About Me
1983,89,Michael Jackson,Human Nature
1983,90,Def Leppard,Photograph
1983,91,Musical Youth,Pass The Dutchie
1983,92,Spandau Ballet,True
1983,93,Frank Stallone,Far From Over
1983,94,Eric Clapton,I've Got A Rock 'N' Roll Heart
1983,95,Stephen Bishop,It Might Be You
1983,96,Peabo Bryson and Roberta Flack,Tonight I Celebrate My Love
1983,97,Tom Petty and The Heartbreakers,You Got Lucky
1983,98,Asia,Don't Cry
1983,99,Joe Jackson,Breaking Us In Two
1983,100,"Earth, Wind and Fire",Fall In Love With Me
