Year,Position,Artist,Song Title
1978,1,Andy Gibb,Shadow Dancing
1978,2,Bee Gees,Night Fever
1978,3,Debby Boone,You Light Up My Life
1978,4,Bee Gees,Stayin' Alive
1978,5,Exile,Kiss You All Over
1978,6,Bee Gees,How Deep Is Your Love
1978,7,Player,Baby Come Back
1978,8,Andy Gibb,(Love Is) Thicker Than Water
1978,9,A Taste Of Honey,Boogie Oogie Oogie
1978,10,Commodores,Three Times A Lady
1978,11,Frankie Valli,Grease
1978,12,Paul Davis,I Go Crazy
1978,13,John Travolta and Olivia Newton-John,You're The One That I Want
1978,14,Samantha Sang,Emotion
1978,15,Eric Clapton,Lay Down Sally
1978,16,Rolling Stones,Miss You
1978,17,Billy Joel,Just The Way You Are
1978,18,Wings,With A Little Luck
1978,19,Yvonne Elliman,If I Can't Have You
1978,20,Chic,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)"
1978,21,Chuck Mangione,Feels So Good
1978,22,Nick Gilder,Hot Child In The City
1978,23,Sweet,Love Is Like Oxygen
1978,24,Bonnie Tyler,It's A Heartache
1978,25,Queen,We Will Rock You / We Are The Champions
1978,26,Gerry Rafferty,Baker Street
1978,27,Barry Manilow,Can't Smile Without You
1978,28,Johnny Mathis and Deniece Williams,"Too Much, Too Little, Too Late"
1978,29,Peter Brown,Dance With Me
1978,30,Meat Loaf,Two Out Of Three Ain't Bad
1978,31,Raydio,Jack And Jill
1978,32,ABBA,Take A Chance On Me
1978,33,Dan Hill,Sometimes When We Touch
1978,34,Donna Summer,Last Dance
1978,35,Olivia Newton-John,Hopelessly Devoted To You
1978,36,Foreigner,Hot Blooded
1978,37,Rod Stewart,You're In My Heart
1978,38,Roberta Flack and Donny Hathaway,The Closer I Get To You
1978,39,Kansas,Dust In The Wind
1978,40,Walter Egan,Magnet And Steel
1978,41,Randy Newman,Short People
1978,42,O'Jays,Use Ta Be My Girl
1978,43,Natalie Cole,Our Love
1978,44,Pablo Cruise,Love Will Find A Way
1978,45,Andy Gibb,An Everlasting Love
1978,46,John Paul Young,Love Is In The Air
1978,47,David Gates,Goodbye Girl
1978,48,Paul Simon,Slip Slidin' Away
1978,49,Heatwave,The Groove Line
1978,50,Jay Ferguson,Thunder Island
1978,51,Atlanta Rhythm Section,Imaginary Lover
1978,52,Bob Seger and The Silver Bullet Band,Still The Same
1978,53,Toby Beau,My Angel Baby
1978,54,Trammps,Disco Inferno
1978,55,George Benson,On Broadway
1978,56,Styx,Come Sail Away
1978,57,L.T.D.,Back In Love Again
1978,58,Player,This Time I'm In It For Love
1978,59,Carly Simon,You Belong To Me
1978,60,Dolly Parton,Here You Come Again
1978,61,Linda Ronstadt,Blue Bayou
1978,62,Steely Dan,Peg
1978,63,Anne Murray,You Needed Me
1978,64,"Evelyn ""Champagne"" King",Shame
1978,65,Little River Band,Reminiscing
1978,66,Jefferson Starship,Count On Me
1978,67,Eddie Money,Baby Hold On
1978,68,Shaun Cassidy,Hey Deanie
1978,69,John Travolta and Olivia Newton-john,Summer Nights
1978,70,Lynyrd Skynyrd,What's Your Name
1978,71,Crystal Gayle,Don't It Make My Brown Eyes Blue
1978,72,Patti Smith,Because The Night
1978,73,Robert Palmer,Every Kinda People
1978,74,Barry Manilow,Copacabana
1978,75,Heatwave,Always And Forever
1978,76,Rick James,You And I
1978,77,"Earth, Wind and Fire",Serpentine Fire
1978,78,Bob Welch,Sentimental Lady
1978,79,LeBlanc and Carr,Falling
1978,80,Santa Esmeralda,Dont Let Me Be Misunderstood
1978,81,Michael Johnson,Bluer Than Blue
1978,82,Jackson Browne,Running On Empty
1978,83,Kenny Loggins,"Whenever I Call You ""Friend"""
1978,84,Chris Rea,Fool (If You Think It's Over)
1978,85,Foxy,Get Off
1978,86,Electric Light Orchestra,Sweet Talking Woman
1978,87,Joe Walsh,Life's Been Good
1978,88,Alicia Bridges,I Love The Night Life
1978,89,High Inergy,You Can't Turn Me Off (In The Middle Of Turning Me On)
1978,90,Linda Ronstadt,It's So Easy
1978,91,Odyssey,Native New Yorker
1978,92,Parliament,Flashlight
1978,93,Boston,Don't Look Back
1978,94,Electric Light Orchestra,Turn To Stone
1978,95,Eruption,I Can't Stand The Rain
1978,96,Bob Welch,Ebony Eyes
1978,97,ABBA,The Name Of The Game
1978,98,Rita Coolidge,We're All Alone
1978,99,Bob Seger and The Silver Bullet Band,Hollywood Nights
1978,100,Steely Dan,Deacon Blues
