Year,Position,Artist,Song Title
1994,1,Ace Of Base,The Sign
1994,2,All-4-One,I Swear
1994,3,Boyz II Men,I'll Make Love To You
1994,4,Celine Dion,The Power Of Love
1994,5,Mariah Carey,Hero
1994,6,Lisa Loeb and Nine Stories,Stay (I Missed You)
1994,7,Toni Braxton,Breathe Again
1994,8,"Bryan Adams, Rod Stewart and Sting",All For Love
1994,9,Ace Of Base,All That She Wants
1994,10,Ace Of Base,Don't Turn Around
1994,11,R. Kelly,Bump N' Grind
1994,12,Janet Jackson,Again
1994,13,Madonna,I'll Remember
1994,14,Salt-N-Pepa,Whatta Man
1994,15,John Mellencamp and Me'shell Ndegeocello,Wild Night
1994,16,Mariah Carey,Without You / Never Forget You
1994,17,Toni Braxton,You Mean The World To Me
1994,18,Elton John,Can You Feel The Love Tonight
1994,19,Artist Formerly Known As Prince,The Most Beautiful Girl In The World
1994,20,Coolio,Fantastic Voyage
1994,21,Big Mountain,Baby I Love Your Way
1994,22,Warren G and Nate Dogg,Regulate
1994,23,Jon Secada,If You Go
1994,24,Aaliyah,Back and Forth
1994,25,Richard Marx,Now And Forever
1994,26,Babyface,When Can I See You
1994,27,Bryan Adams,Please Forgive Me
1994,28,All-4-One,So Much In Love
1994,29,Salt-N-Pepa,Shoop
1994,30,Janet Jackson,"Any Time, Any Place / And On And On"
1994,31,Collective Soul,Shine
1994,32,Michael Bolton,Said I Loved You...But I Lied
1994,33,Enigma,Return To Innocence
1994,34,Sheryl Crow,All I Wanna Do
1994,35,Crash Test Dummies,Mmm Mmm Mmm Mmm
1994,36,Tevin Campbell,Can We Talk
1994,37,Da Brat,Funkdafied
1994,38,Meat Loaf,I'd Do Anything For Love (But I Won't Do That)
1994,39,Drs,Gangsta Lean
1994,40,"10,000 Maniacs",Because The Night
1994,41,US3,Cantaloop
1994,42,Tag Team,Whoomp! (There It Is)
1994,43,Melissa Etheridge,Come To My Window
1994,44,Changing Faces,Stroke You Up
1994,45,Tevin Campbell,I'm Ready
1994,46,Crystal Waters,100% Pure Love
1994,47,Mariah Carey,Anytime You Need A Friend
1994,48,Janet Jackson,Because Of Love
1994,49,Cranberries,Linger
1994,50,Beck,Loser
1994,51,Gin Blossoms,Found Out About You
1994,52,Snoop Doggy Dogg,Gin And Juice
1994,53,Immature,Never Lie
1994,54,Bruce Springsteen,Streets Of Philadelphia
1994,55,Domino,Getto Jam
1994,56,Luther Vandross and Mariah Carey,Endless Love
1994,57,Aaron Hall,I Miss You
1994,58,Xscape,Understanding
1994,59,Warren G,This D.J.
1994,60,Jodeci,Cry For You
1994,61,2Pac,Keep Ya Head Up
1994,62,Snoop Doggy Dogg,Who Am I (What's My Name?)
1994,63,Real McCoy,Another Night
1994,64,R. Kelly,Your Body's Callin'
1994,65,69 Boyz,Tootsee Roll
1994,66,Jimmy Cliff,I Can See Clearly Now
1994,67,Babyface,Never Keeping Secrets
1994,68,Aerosmith,Crazy
1994,69,Xscape,Just Kickin' It
1994,70,Aaliyah,At Your Best (You Are Love)
1994,71,Meat Loaf,Rock And Roll Dreams Come Through
1994,72,Aerosmith,Amazing
1994,73,Erasure,Always
1994,74,Zhane,Groove Thang
1994,75,Gabrielle,Dreams
1994,76,Culture Beat,Mr. Vain
1994,77,Tom Petty and The Heartbreakers,Mary Jane's Last Dance
1994,78,SWV,Anything
1994,79,Joshua Kadison,Beautiful In My Eyes
1994,80,Eternal,Stay
1994,81,Craig Mack,Flava In Ya Ear
1994,82,Queen Latifah,U.N.I.T.Y.
1994,83,Seal,Prayer For The Dying
1994,84,Madonna,Secret
1994,85,Ini Kamoze,Here Comes The Hotstepper
1994,86,Phil Collins,Everyday
1994,87,Tim McGraw,Don't Take The Girl
1994,88,Heavy D and The Boyz,Got Me Waiting
1994,89,Four Seasons,"December 1963 (Oh, What A Night)"
1994,90,Tim McGraw,Indian Outlaw
1994,91,Bon Jovi,Always
1994,92,Melissa Etheridge,I'm The Only One
1994,93,Ahmad,Back In The Day
1994,94,Bonnie Raitt,Love Sneakin' Up On You
1994,95,General Public,I'll Take You There
1994,96,Tevin Campbell,Always In My Heart
1994,97,Haddaway,What Is Love
1994,98,Babyface,And Our Feelings
1994,99,Ice Cube,Bop Gun (One Nation)
1994,100,Brandy,I Wanna Be Down
