Year,Position,Artist,Song Title
1961,1,Bobby Lewis,Tossin' And Turnin'
1961,2,Patsy Cline,I Fall To Pieces
1961,3,Highwaymen,Michael
1961,4,Roy Orbison,Cryin'
1961,5,Del Shannon,Runaway
1961,6,Jive Five,My True Story
1961,7,Chubby Checker,Pony Time
1961,8,String-a-longs,Wheels
1961,9,Dee Clark,Raindrops
1961,10,Joe Dowell,Wooden Heart (Muss I Denn)
1961,11,Lawrence Welk,Calcutta
1961,12,Bobby Vee,Take Good Care Of My Baby
1961,13,Roy Orbison,Running Scared
1961,14,Shirelles,Dedicated To The One I Love
1961,15,Mar-Keys,Last Night
1961,16,Shirelles,Will You Love Me Tomorrow
1961,17,Ferrante and Teicher,Exodus
1961,18,Connie Francis,Where The Boys Are
1961,19,Ray Charles,Hit The Road Jack
1961,20,Sue Thompson,Sad Movies (Make Me Cry)
1961,21,Ernie K-Doe,Mother-In-Law
1961,22,Dovells,Bristol Stomp
1961,23,Ricky Nelson,Travelin' Man
1961,24,Miracles,Shop Around
1961,25,Brook Benton,The Boll Weevil Song
1961,26,Gene Mcdaniels,A Hundred Pounds Of Clay
1961,27,Dick and Deedee,The Mountain's High
1961,28,Marty Robbins,Don't Worry
1961,29,Floyd Cramer,On The Rebound
1961,30,Steve Lawrence,Portrait Of My Love
1961,31,"Gary ""U.S."" Bonds",Quarter To Three
1961,32,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)"
1961,33,Neil Sedaka,Calendar Girl
1961,34,Chris Kenner,I Like It Like That
1961,35,Jorgen Ingmann,Apache
1961,36,Linda Scott,Don't Bet Money Honey
1961,37,Johnny Tillotson,Without You
1961,38,Ferlin Husky,Wings Of A Dove
1961,39,Elvis Presley,Little Sister
1961,40,Marcels,Blue Moon
1961,41,Shep and The Limelites,Daddy's Home
1961,42,Troy Shondell,This Time
1961,43,"Clarence ""Frog Man"" Henry",I Don't Know Why But I Do
1961,44,Kokomo,Asia Minor
1961,45,Faron Young,Hello Walls
1961,46,Dion,Runaround Sue
1961,47,Arthur Lyman,Yellow Bird
1961,48,Timi Yuro,Hurt
1961,49,Ricky Nelson,Hello Mary Lou
1961,50,Capris,There's A Moon Out Tonight
1961,51,Elvis Presley,Surrender
1961,52,Paris Sisters,I Love How You Love Me
1961,53,Lee Dorsey,Ya Ya
1961,54,"Gary ""U.S."" Bonds",School Is Out
1961,55,Bob Moore,Mexico
1961,56,Ral Donner,You Don't Know What You've Got (Until You Lose It)
1961,57,Everly Brothers,Walk Right Back
1961,58,Lettermen,The Way You Look Tonight
1961,59,Pat Boone,Moody River
1961,60,Ray Charles,One Mint Julep
1961,61,Adam Wade,Take Good Care Of Her
1961,62,Carla Thomas,Gee Whiz (Look At His Eyes)
1961,63,Ben E. King,Stand By Me
1961,64,Ben E. King,Spanish Harlem
1961,65,Ike and Tina Turner,It's Gonna Work Out Fine
1961,66,Echoes,Baby Blue
1961,67,Buzz Clifford,Baby Sittin' Boogie
1961,68,Del Shannon,Hats Off To Larry
1961,69,Caesar and The Romans,Those Oldies But Goodies
1961,70,Chubby Checker,The Fly
1961,71,Elvis Presley,(Marie's The Name) His Latest Flame
1961,72,Bert Kaempfert and His Orch.,Wonderland By Night
1961,73,Tony Orlando,Bless You
1961,74,Linda Scott,I've Told Every Little Star
1961,75,Bobby Lewis,One Track Mind
1961,76,Rosie and The Originals,Angel Baby
1961,77,Curtis Lee,Pretty Little Angel Eyes
1961,78,Brook Benton,Think Twice
1961,79,Lonnie Donegan,Does Your Chewing Gum Lose Its Flavor (On The Bedpost Overnight)
1961,80,Connie Francis,Breakin' In A Brand New Broken Heart
1961,81,Shirelles,Mama Said
1961,82,Fats Domino,Let The Four Winds Blow
1961,83,Adam Wade,The Writing On The Wall
1961,84,Matt Monroe,My Kind Of Girl
1961,85,Paul Anka,"Tonight My Love, Tonight"
1961,86,Jimmy Dean,Big Bad John
1961,87,Bobby Rydell,Good Time Baby
1961,88,Floyd Cramer,San Antonio Rose
1961,89,Bobby Vee,Rubber Ball
1961,90,Ray Peterson,Missing You
1961,91,Brenda Lee,Dum Dum
1961,92,Eddie Hodges,I'm Gonna Knock On Your Door
1961,93,Brenda Lee,You Can Depend On Me
1961,94,Chubby Checker,Let's Twist Again
1961,95,Dave Brubeck,Take Five
1961,96,Elvis Presley,Are You Lonesome Tonight
1961,97,Don Gibson,Sea Of Heartbreak
1961,98,Four Preps,More Money For You And Me Medley
1961,99,Bobby Darin,You Must Have Been A Beautiful Baby
1961,100,Drifters,Please Stay
