Year,Position,Artist,Song Title
1967,1,Lulu,To Sir With Love
1967,2,Box Tops,The Letter
1967,3,Bobby Gentry,Ode To Billie Joe
1967,4,Association,Windy
1967,5,Monkees,I'm A Believer
1967,6,Doors,Light My Fire
1967,7,Nancy Sinatra and Frank Sinatra,Somethin' Stupid
1967,8,Turtles,Happy Together
1967,9,Young Rascals,Groovin'
1967,10,Frankie Valli,Can't Take My Eyes Off You
1967,11,Music Explosion,Little Bit O' Soul
1967,12,Tommy James and The Shondells,I Think We're Alone Now
1967,13,Aretha Franklin,Respect
1967,14,Stevie Wonder,I Was Made To Love Her
1967,15,Bobby Vee and The Strangers,Come Back When You Grow Up
1967,16,Buckinghams,Kind Of A Drag
1967,17,Arthur Conley,Sweet Soul Music
1967,18,Soul Survivors,Expressway To Your Heart
1967,19,Sam and Dave,Soul Man
1967,20,Association,Never My Love
1967,21,Jay and The Techniques,"Apples, Peaches, Pumpkin Pie"
1967,22,Every Mothers' Son,Come On Down To My Boat
1967,23,Strawberry Alarm Clock,Incense And Peppermints
1967,24,Rolling Stones,Ruby Tuesday
1967,25,Vicki Carr,It Must Be Him
1967,26,Brenton Wood,Gimme Little Sign
1967,27,Buffalo Springfield,For What It's Worth
1967,28,Supremes,Love Is Here And Now You're Gone
1967,29,Supremes,The Happening
1967,30,Beatles,All You Need Is Love
1967,31,Engelbert Humperdinck,Release Me (And Let Me Love Again)
1967,32,Marvin Gaye and Tammi Terrell,Your Precious Love
1967,33,Jefferson Airplane,Somebody To Love
1967,34,Esquires,Get On Up
1967,35,Van Morrison,Brown Eyed Girl
1967,36,Martha and The Vandella,Jimmy Mack
1967,37,Happenings,I Got Rhythm
1967,38,Procol Harum,A Whiter Shade Of Pale
1967,39,Buckinghams,Don't You Care
1967,40,Casinos,Then You Can Tell Me Goodbye
1967,41,Diana Ross and The Supremes,Reflections
1967,42,Hollies,On A Carousel
1967,43,Bobby Vinton,Please Love Me Forever
1967,44,Dionne Warwick,Alfie
1967,45,Tremeloes,Silence Is Golden
1967,46,Ed Ames,My Cup Runneth Over
1967,47,Fifth Dimension,"Up, Up And Away"
1967,48,Scott Mckenzie,San Francisco
1967,49,Cowsills,"The Rain, The Park And Other Things"
1967,50,Herman's Hermits,There's A Kind Of Hush
1967,51,Buckinghams,"Mercy, Mercy, Mercy"
1967,52,Petula Clark,This Is My Song
1967,53,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher
1967,54,Young Rascals,I've Been Lonely Too Long
1967,55,Beatles,Penny Lane
1967,56,Temptations,You're My Everything
1967,57,Seekers,Georgy Girl
1967,58,Five Americans,Western Union
1967,59,Aretha Franklin,Baby I Love You
1967,60,Monkees,"A Little Bit You, A Little Bit Me"
1967,61,Lesley Gore,California Nights
1967,62,Mama's and The Papa's,Dedicated To The One I Love
1967,63,Young Rascals,How Can I Be Sure
1967,64,Hollies,Carrie Ann
1967,65,Blue Magoos,(We Ain't Got) Nothin' Yet
1967,66,Easy Beats,Friday On My Mind
1967,67,Bar-Kays,Soul Finger
1967,68,Spencer Davis Group,Gimme Some Lovin'
1967,69,Hombres,Let It Out (Let It All Hang Out)
1967,70,Grass Roots,Let's Live For Today
1967,71,Peaches and Herb,Close Your Eyes
1967,72,Booker T and The MG's,Groovin'
1967,73,Wilson Pickett,Funky Broadway
1967,74,Monkees,Pleasant Valley Sunday
1967,75,Aretha Franklin,I Never Loved A Man (The Way I Love You)
1967,76,Aaron Neville,Tell It Like It Is
1967,77,James Brown and The Famous Flames,Cold Sweat
1967,78,Turtles,She'd Rather Be With Me
1967,79,Keith,98.6
1967,80,Ray Charles,Here We Go Again
1967,81,Jefferson Airplane,White Rabbit
1967,82,Four Tops,Bernadette
1967,83,Sonny and Cher,The Beat Goes On
1967,84,Royal Guardsmen,Snoopy Vs. The Red Baron
1967,85,Janis Ian,Society's Child
1967,86,Neil Diamond,"Girl, You'll Be A Woman Soon"
1967,87,Marvin Gaye and Tammi Terrell,Ain't No Mountain High Enough
1967,88,Sandy Posey,I Take It Back
1967,89,Tremeloes,Here Comes My Baby
1967,90,Robert Knight,Everlasting Love
1967,91,"Peter, Paul and Mary",I Dig Rock And Roll Music
1967,92,Bill Cosby,Little Ole Man (Uptight-Everything's Alright)
1967,93,Electric Prunes,I Had Too Much To Dream Last Night
1967,94,Monkees,Daydream Believer
1967,95,Johnny Rivers,Baby I Need Your Lovin'
1967,96,Who,I Can See For Miles
1967,97,Tommy James and The Shondells,Mirage
1967,98,Tom Jones,"Green, Green Grass Of Home"
1967,99,Petula Clark,Don't Sleep In The Subway
1967,100,Neil Diamond,Thank The Lord For The Night Time
