Year,Position,Artist,Song Title
1989,1,Chicago,Look Away
1989,2,Bobby Brown,My Prerogative
1989,3,Poison,Every Rose Has Its Thorn
1989,4,Paula Abdul,Straight Up
1989,5,Janet Jackson,Miss You Much
1989,6,Paula Abdul,Cold Hearted
1989,7,Bette Midler,Wind Beneath My Wings
1989,8,Milli Vanilli,Girl You Know It's True
1989,9,Will To Power,"Baby, I Love Your Way-Freebird"
1989,10,Anita Baker,Giving You The Best That I Got
1989,11,Richard Marx,Right Here Waiting
1989,12,Boy Meets Girl,Waiting For A Star To Fall
1989,13,Debbie Gibson,Lost In Your Eyes
1989,14,Gloria Estefan,Don't Wanna Lose You
1989,15,Warrant,Heaven
1989,16,Milli Vanilli,Girl I'm Gonna Miss You
1989,17,Roxette,The Look
1989,18,Fine Young Cannibals,She Drives Me Crazy
1989,19,Bobby Brown,On Our Own
1989,20,Phil Collins,Two Hearts
1989,21,Milli Vanilli,Blame It On The Rain
1989,22,Roxette,Listen To Your Heart
1989,23,Bon Jovi,I'll Be There For You
1989,24,Simply Red,If You Don't Know Be By Now
1989,25,Madonna,Like A Prayer
1989,26,New Kids On The Block,I'll Be Loving You (Forever)
1989,27,Breathe,How Can I Fall?
1989,28,Milli Vanilli,Baby Don't Forget My Number
1989,29,Martika,Toy Soliders
1989,30,Paula Abdul,Forever Your Girl
1989,31,Mike and The Mechanics,The Living Years
1989,32,Bangles,Eternal Flame
1989,33,Tone Loc,Wild Thing
1989,34,Bad English,When I See You Smile
1989,35,Cher,If I Could Turn Back Time
1989,36,Neneh Cherry,Buffalo Stance
1989,37,Sheriff,When I'm With You
1989,38,Taylor Dayne,Don't Rush Me
1989,39,Bon Jovi,Born To Be My Baby
1989,40,Fine Young Cannibals,Good Thing
1989,41,Sheena Easton,The Lover In Me
1989,42,Young M.C.,Bust A Move
1989,43,Great White,"Once Bitten, Twice Shy"
1989,44,Prince,Batdance
1989,45,Michael Damian,Rock On
1989,46,Jody Watley,Real Love
1989,47,B-52's,Love Shack
1989,48,Bobby Brown,Every Little Step
1989,49,New Kids On The Block,Hangin' Tough
1989,50,Rod Stewart,My Heart Can't Tell You No
1989,51,Love and Rockets,So Alive
1989,52,New Kids On The Block,You Got It (The Right Stuff)
1989,53,Def Leppard,Armageddon It
1989,54,Richard Marx,Satisfied
1989,55,Madonna,Express Yourself
1989,56,Dino,I Like It
1989,57,Donny Osmond,Soldier Of Love
1989,58,Tears For Fears,Sowing The Seeds Of Love
1989,59,Madonna,Cherish
1989,60,White Lion,When The Children Cry
1989,61,Skid Row,18 And Life
1989,62,Duran Duran,I Don't Want Your Love
1989,63,.38 Special,Second Chances
1989,64,Karyn White,The Way You Love Me
1989,65,Tone Loc,Funky Cold Medina
1989,66,Bangles,In Your Room
1989,67,Natalie Cole,Miss You Like Crazy
1989,68,Cure,Love Song
1989,69,Karyn White,Secret Rendesvous
1989,70,Jeff Healey Band,Angel Eyes
1989,71,Guns N' Roses,Patience
1989,72,Eddie Money,Walk On Water
1989,73,New Kids On The Block,Cover Girl
1989,74,Guns N' Roses,Welcome To The Jungle
1989,75,Surface,Shower Me With Your Love
1989,76,R.E.M.,Stand
1989,77,Lita Ford,Close My Eyes Forever
1989,78,Tiffany,All This Time
1989,79,Cher and Peter Cetera,After All
1989,80,Bobby Brown,Roni
1989,81,Aerosmith,Love In An Elevator
1989,82,Bon Jovi,Lay Your Hands On Me
1989,83,When In Rome,This Promise
1989,84,Edie Brickell and The New Bohemians,What I Am
1989,85,Boys Club,I Remember Holding You
1989,86,Guns N' Roses,Paradise City
1989,87,Samantha Fox,Iwanna Have Some Fun
1989,88,Rick Astley,She Wants To Dance With Me
1989,89,Vanessa Williams,Dreamin'
1989,90,Babyface,It's No Crime
1989,91,Alice Cooper,Poison
1989,92,Donna Summer,This Time I Know It's For Real
1989,93,Michael Jackson,Smooth Criminal
1989,94,Deon Estus,Heavan Help Me
1989,95,Bobby Brown,Rock Wit'cha
1989,96,Sa-fire,Thinking Of You
1989,97,Expose,What You Don't Know
1989,98,Ann Wilson and Robin Zander,Surrender To Me
1989,99,Don Henley,The End Of The Innocence
1989,100,Soul II Soul,Keep On Movin'
