Year,Position,Artist,Song Title
1972,1,Roberta Flack,The First Time Ever I Saw Your Face
1972,2,Gilbert O'Sullivan,Alone Again (Naturally)
1972,3,Don McLean,American Pie
1972,4,Nilsson,Without You
1972,5,Sammy Davis Jr.,Candy Man
1972,6,Joe Tex,I Gotcha
1972,7,Bill Withers,Lean On Me
1972,8,Mac Davis,Baby Don't Get Hooked On Me
1972,9,Melanie,Brand New Key
1972,10,Wayne Newton,Daddy Don't You Walk So Fast
1972,11,Al Green,Let's Stay Together
1972,12,Looking Glass,Brandy (You're A Fine Girl)
1972,13,Chi-Lites,Oh Girl
1972,14,Gallery,Nice To Be With You
1972,15,Chuck Berry,My Ding-A-Ling
1972,16,Luther Ingram,If Loving You Is Wrong I Don't Want To Be Right
1972,17,Neil Young,Heart Of Gold
1972,18,Stylistics,"Betcha By Golly, Wow"
1972,19,Staple Singers,I'll Take You There
1972,20,Michael Jackson,Ben
1972,21,Robert John,The Lion Sleeps Tonight
1972,22,Billy Preston,Outa-Space
1972,23,War,Slippin' Into Darkness
1972,24,Hollies,Long Cool Woman (In A Black Dress)
1972,25,Mouth and MacNeal,How Do You Do
1972,26,Neil Diamond,Song Sung Blue
1972,27,America,A Horse With No Name
1972,28,Hot Butter,Popcorn
1972,29,Main Ingredient,Everybody Plays The Fool
1972,30,Climax,Precious And Few
1972,31,5th Dimension,Last Night I Didn't Get To Sleep At All
1972,32,Moody Blues,Nights In White Satin
1972,33,Raspberries,Go All The Way
1972,34,Cornelius Brothers and Sister Rose,Too Late To Turn Back Now
1972,35,O'Jays,Back Stabbers
1972,36,Osmonds,Down By The Lazy River
1972,37,Jonathan Edwards,Sunshine
1972,38,Mel and Tim,Starting All Over Again
1972,39,Badfinger,Day Atter Day
1972,40,Elton John,Rocket Man
1972,41,Michael Jackson,Rockin' Robin
1972,42,Daniel Boone,Beautiful Sunday
1972,43,Dennis Coffey and The Detroit Guitar Band,Scorpio
1972,44,Cat Stevens,Morning Has Broken
1972,45,Arlo Guthrie,The City Of New Orleans
1972,46,Rick Nelson,Garden Party
1972,47,Johnny Nash,I Can See Clearly Now
1972,48,Elvis Presley,Burning Love
1972,49,Betty Wright,Clean Up Woman
1972,50,Argent,Hold Your Head Up
1972,51,Chakachas,Jungle Fever
1972,52,Bread,Everything I Own
1972,53,Dramatics,In The Rain
1972,54,Al Green,Look What You Done For Me
1972,55,Donna Fargo,The Happiest Girl In The Whole U.S.A.
1972,56,T. Rex,Bang A Gong (Get It On)
1972,57,Paul Simon,Mother And Child Reunion
1972,58,Roberta Flack and Donny Hathaway,Where Is The Love
1972,59,Al Green,I'm Still In Love With You
1972,60,Derek and The Dominos,Layla
1972,61,Aretha Franklin,Day Dreaming
1972,62,Cher,The Way Of Love
1972,63,Three Dog Night,Black And White
1972,64,Dr. Hook and The Medicine Show,Sylvia's Mother
1972,65,Carpenters,Hurting Each Other
1972,66,Nilsson,Coconut
1972,67,Donny Osmond,Puppy Love
1972,68,Jim Croce,You Don't Mess Around With Jim
1972,69,Commander Cody and His Lost Planet Airmen,Hot Rod Lincoln
1972,70,Sonny and Cher,A Cowboy's Work Is Never Done
1972,71,Apollo 100,Joy
1972,72,Carly Simon,Anticipation
1972,73,Three Dog Night,Never Been To Spain
1972,74,Charlie Pride,Kiss An Angel Good Morning
1972,75,Alice Cooper,School's Out
1972,76,Chicago,Saturday In The Park
1972,77,Joe Simon,Drowning In The Sea Of Love
1972,78,Bill Withers,Use Me
1972,79,Sly and The Family Stone,Family Affair
1972,80,Jimmy Castor Bunch,Troglodyte
1972,81,Redbone,The Witch Queen Of New Orleans
1972,82,Curtis Mayfield,Freddie's Dead
1972,83,Joe Simon,Power Of Love
1972,84,Jerry Butler and Brenda Lee Eager,Ain't Understanding Mellow
1972,85,Harry Chapin,Taxi
1972,86,Beverly Bremers,Don't Say You Don't Rememeer
1972,87,Bobby Vinton,Sealed With A Kiss
1972,88,Todd Rundgren,I Saw The Light
1972,89,Sailcat,Motorcycle Mama
1972,90,Godspell,Day By Day
1972,91,Yes,Roundabout
1972,92,Jackson Browne,Doctor My Eyes
1972,93,New Seekers,I'd Like To Teach The World To Sing
1972,94,Don Mclean,Vincent / Castles In The Air
1972,95,Detroit Emeralds,Baby Let Me Take You (In My Arms)
1972,96,Rick Springfield,Speak To The Sky
1972,97,Hillside Singers,I'd Like To Teach The World To Sing
1972,98,Love Unlimited,Walking In The Rain With The One I Love
1972,99,James Brown,"Good Foot, Pt. 1"
1972,100,Isley Bros.,Pop That Thang
