Year,Position,Artist,Song Title
1979,1,Knack,My Sharona
1979,2,Donna Summer,Bad Girls
1979,3,Chic,Le Freak
1979,4,Rod Stewart,Da Ya Think I'm Sexy
1979,5,Peaches and Herb,Reunited
1979,6,Gloria Gaynor,I Will Survive
1979,7,Donna Summer,Hot Stuff
1979,8,Village People,Y.M.C.A.
1979,9,Anita Ward,Ring My Bell
1979,10,Robert John,Sad Eyes
1979,11,Bee Gees,Too Much Heaven
1979,12,Donna Summer,MacArthur Park
1979,13,Dr. Hook,When You're In Love With A Beautiful Woman
1979,14,David Naughton,Makin' It
1979,15,Pointer Sisters,Fire
1979,16,Bee Gees,Tragedy
1979,17,Olivia Newton-John,A Little More Love
1979,18,Blondie,Heart Of Glass
1979,19,Doobie Brothers,What A Fool Believes
1979,20,Chic,Good Times
1979,21,Barbra Streisand and Neil Diamond,You Don't Bring Me Flowers
1979,22,Amii Stewart,Knock On Wood
1979,23,Suzi Quatro and Chris Norman,Stumblin' In
1979,24,Maxine Nightingale,Lead Me On
1979,25,Jacksons,Shake Your Body
1979,26,Melissa Manchester,Don't Cry Out Loud
1979,27,Supertramp,The Logical Song
1979,28,Billy Joel,My Life
1979,29,Randy Vanwarmer,Just When I Needed You Most
1979,30,Raydio,You Can't Change That
1979,31,Peaches and Herb,Shake Your Groove Thing
1979,32,Dionne Warwick,I'll Never Love This Way Again
1979,33,Bee Gees,Love You Inside Out
1979,34,Cheap Trick,I Want You To Want Me
1979,35,Barbra Streisand,The Main Event (Fight)
1979,36,Elton John,Mama Can't Buy You Love
1979,37,Leif Garrett,I Was Made For Dancin'
1979,38,"Earth, Wind and Fire",After The Love Has Gone
1979,39,Donna Summer and Brooklyn Dreams,Heaven Knows
1979,40,Kenny Rogers,The Gambler
1979,41,Nicolette Larson,Lotta Love
1979,42,Little River Band,Lady
1979,43,Bonnie Pointer,Heaven Must Have Sent You
1979,44,Toto,Hold The Line
1979,45,Sister Sledge,He's The Greatest Dancer
1979,46,Dr. Hook,Sharing The Night Together
1979,47,Kenny Rogers,She Believes In Me
1979,48,Village People,In The Navy
1979,49,Frank Mills,Music Box Dancer
1979,50,Charlie Daniels Band,The Devil Went Down To Georgia
1979,51,John Stewart,Gold
1979,52,Wings,Goodnight Tonight
1979,53,Sister Sledge,We Are Family
1979,54,Bad Company,Rock 'N' Roll Fantasy
1979,55,Hot Chocolate,Every 1's A Winner
1979,56,Cher,Take Me Home
1979,57,"Earth, Wind and Fire",Boogie Wonderland
1979,58,Andy Gibb,(Our Love) Don't Throw It All Away
1979,59,Bobby Caldwell,What You Won't Do For Love
1979,60,Ace Frehley,New York Groove
1979,61,Dire Straits,Sultans Of Swing
1979,62,Chic,I Want Your Love
1979,63,Rickie Lee Jones,Chuck E's In Love
1979,64,Alicia Bridges,I Love The Night Life
1979,65,McFadden and Whitehead,Ain't No Stoppin' Us Now
1979,66,Little River Band,Lonesome Loser
1979,67,Styx,Renegade
1979,68,England Dan and John Ford Coley,Love Is The Answer
1979,69,Cheryl Lynn,Got To Be Real
1979,70,Patrick Hernandez,Born To Be Alive
1979,71,Electric Light Orchestra,Shine A Little Love
1979,72,Anne Murray,I Just Fall In Love Again
1979,73,Ian Matthews,Shake It
1979,74,Kiss,I Was Made For Lovin' You
1979,75,Gino Vannelli,I Just Wanna Stop
1979,76,G.Q.,Disco Nights
1979,77,Linda Ronstadt,Ooh Baby Baby
1979,78,"Earth, Wind and Fire",September
1979,79,Al Stewart,Time Passages
1979,80,Herb Alpert,Rise
1979,81,Electric Light Orchestra,Don't Bring Me Down
1979,82,Eric Clapton,Promises
1979,83,Roger Voudouris,Get Used To It
1979,84,Ambrosia,How Much I Feel
1979,85,Eddie Rabbitt,Suspicions
1979,86,Rex Smith,You Take My Breath Away
1979,87,Alice Cooper,How You Gonna See Me Now
1979,88,Foreigner,Double Vision
1979,89,Babys,Every Time I Think Of You
1979,90,Instant Funk,I Got My Mind Made Up
1979,91,Michael Jackson,Don't Stop 'Til You Get Enough
1979,92,Robert Palmer,Bad Case Of Lovin' You
1979,93,Barry Manilow,Somewhere In The Night
1979,94,Bob Seger and The Silver Bullet Band,We've Got Tonight
1979,95,Van Halen,Dance The Night Away
1979,96,Nigel Olsson,Dancing Shoes
1979,97,Diana Ross,The Boss
1979,98,Commodores,Sail On
1979,99,G.Q.,I Do Love You
1979,100,Firefall,Strange Way
