Year,Position,Artist,Song Title
1992,1,Boyz II Men,End Of The Road
1992,2,Sir Mix-a-Lot,Baby Got Back
1992,3,Kris Kross,Jump
1992,4,Vanessa Williams,Save The Best For Last
1992,5,TLC,Baby-Baby-Baby
1992,6,Eric Clapton,Tears In Heaven
1992,7,En Vogue,My Lovin' (You're Never Gonna Get It)
1992,8,Red Hot Chili Peppers,Under The Bridge
1992,9,Color Me Badd,All 4 Love
1992,10,Jon Secada,Just Another Day
1992,11,Shanice,I Love Your Smile
1992,12,Mr. Big,To Be With You
1992,13,Right Said Fred,I'm Too Sexy
1992,14,Michael Jackson,Black Or White
1992,15,Billy Ray Cyrus,Achy Breaky Heart
1992,16,Mariah Carey,I'll Be There
1992,17,Guns N' Roses,November Rain
1992,18,Tom Cochrane,Life Is A Highway
1992,19,Michael Jackson,Remember The Time
1992,20,CeCe Peniston,Finally
1992,21,Madonna,This Used To Be My Playground
1992,22,Patty Smyth and Don Henley,Sometimes Love Just Ain't Enough
1992,23,Mariah Carey,Can't Let Go
1992,24,House Of Pain,Jump Around
1992,25,Prince and The N.P.G.,Diamonds And Pearls
1992,26,George Michael and Elton John,Don't Let The Sun Go Down On Me
1992,27,Atlantic Starr,Masterpiece
1992,28,Celine Dion,If You Asked Me To
1992,29,En Vogue,Giving Him Something He Can Feel
1992,30,Joe Public,Live And Learn
1992,31,Jodeci,Come and Talk To Me
1992,32,Nirvana,Smells Like Teen Spirit
1992,33,Bobby Brown,Humpin' Around
1992,34,Sophie B. Hawkins,Damn I Wish I Was Your Lover
1992,35,Teven Campbell,Tell Me What You Want Me To Do
1992,36,TLC,Ain't 2 Proud 2 Beg
1992,37,Boyz II Men,It's So Hard To Say Goodbye To Yesterday
1992,38,Technotronic,Move This
1992,39,Queen,Bohemian Rhapsody
1992,40,Arrested Development,Tennessee
1992,41,Luther Vandross and Janet Jackson,The Best Things In Life Are Free
1992,42,Mariah Carey,Make It Happen
1992,43,Elton John,The One
1992,44,P.M. Dawn,Set Adrift On Memory Bliss
1992,45,Shakespear's Sister,Stay
1992,46,Hammer,2 Legit 2 Quit
1992,47,K.W.S.,Please Don't Go
1992,48,Mint Condition,Breakin' My Heart (Pretty Brown Eyes)
1992,49,Cover Girls,Wishing On A Star
1992,50,Hi-Five,She's Playing Hard To Get
1992,51,P.M. Dawn,I'd Die Without You
1992,52,Amy Grant,Good For Me
1992,53,Toad The Wet Sprocket,All I Want
1992,54,Michael Bolton,When A Man Loves A Woman
1992,55,Genesis,I Can't Dance
1992,56,Richard Marx,Hazard
1992,57,U2,Mysterious Ways
1992,58,George Michael,Too Funky
1992,59,Heights,How Do You Talk To An Angel
1992,60,U2,One
1992,61,CeCe Peniston,Keep On Walkin'
1992,62,Genesis,Hold On My Heart
1992,63,Karyn White,The Way I Feel About You
1992,64,Calms Dion And Peabo Bryson,Beauty And The Beast
1992,65,Kris Kross,Warm It Up
1992,66,Michael Jackson,In The Closet
1992,67,Arrested Development,People Everyday
1992,68,Genesis,No Son Of Nine
1992,69,Marky Mark And The Funky Bunch,Wildside
1992,70,Bryan Adams,Do I Have To Say The Words?
1992,71,Cure,Friday I'm In Love
1992,72,Ugly Kid Joe,Everything About You
1992,73,Paula Abdul,Blowing Kisses In The Wind
1992,74,Bryan Adams,Thought I'd Died And Gone To Heaven
1992,75,Snap,Rhythm Is A Dancer
1992,76,Hammer,Addams Groove
1992,77,Michael Bolton,Missing You Now
1992,78,N2Deep,Back To The Hotel
1992,79,Kathy Troccoli,Everything Changes
1992,80,Def Leppard,Have You Ever Needed Somone So Bad
1992,81,Richard Marx,Take This Heart
1992,82,Firehouse,When I Look Into Your Eyes
1992,83,Jade,I Wanna Love You
1992,84,Boyz II Men,Uhh Ahh
1992,85,Mary J. Blige,Real Love
1992,86,KLF,Justified And Ancient
1992,87,Color Me Badd,Slow Motion
1992,88,TLC,What About Your Friends
1992,89,Color Me Badd,Thinkin' Back
1992,90,Charles and Eddie,Would I Lie To You?
1992,91,Amy Grant,That's What Love Is For
1992,92,Richard Marx,Keep Coming Back
1992,93,En Vogue,Free Your Mind
1992,94,Keith Sweat,Keep It Comin'
1992,95,Mr. Big,Just Take My Heart
1992,96,Amy Grant,I Will Remember You
1992,97,CeCe Peniston,We Got A Love Thang
1992,98,Def Leppard,Let's Get Rocked
1992,99,Das EFX,They Want EFX
1992,100,Bonnie Raitt,I Can't Make You Love Me
