Year,Position,Artist,Song Title
1963,1,Jimmy Gilmer and The Fireballs,Sugar Shack
1963,2,Beach Boys,Surfin' U.S.A.
1963,3,Skeeter Davis,The End Of The World
1963,4,Cascades,Rhythm Of The Rain
1963,5,Chiffons,He's So Fine
1963,6,Bobby Vinton,Blue Velvet
1963,7,Paul and Paula,Hey Paula
1963,8,Little Stevie Wonder,Fingertips II
1963,9,Village Stompers,Washington Square
1963,10,Impressions,It's All Right
1963,11,Andy Williams,Can't Get Used To Losing You
1963,12,Angels,My Boyfriend's Back
1963,13,Kyu Sakamoto,Sukiyaki
1963,14,Lesley Gore,She's A Fool
1963,15,Tymes,So Much In Love
1963,16,"Peter, Paul and Mary",Puff (The Magic Dragon)
1963,17,"Peter, Paul and Mary",Blowin' In The Wind
1963,18,Dale and Grace,I'm Leaving It Up To You
1963,19,Nino Tempo and April Stevens,Deep Purple
1963,20,Surfaris,Wipe Out
1963,21,Al Martino,I Love You Because
1963,22,Rebels,Wild Weekend
1963,23,Bobby Darin,You're The Reason I'm Living
1963,24,Four Seasons,Walk Like A Man
1963,25,Inez Foxx,Mockingbird
1963,26,Little Peggy March,I Will Follow Him
1963,27,Chantays,Pipeline
1963,28,Jan and Dean,Surf City
1963,29,Lesley Gore,It's My Party
1963,30,Eydie Gorme,Blame It On The Bossa Nova
1963,31,Dovells,You Can't Sit Down
1963,32,Martha and The Vandellas,Heat Wave
1963,33,Randy and The Rainbows,Denise
1963,34,Rooftop Singers,Walk Right In
1963,35,Jimmy Soul,If You Wanna Be Happy
1963,36,Beach Boys,Surfer Girl
1963,37,Trini Lopez,If I Had A Hammer
1963,38,Tommy Roe,Everybody
1963,39,Essex,Easier Said Than Done
1963,40,Dion,Ruby Baby
1963,41,Los Indios Tabajaras,Maria Elena
1963,42,Ruby and The Romantics,Our Day Will Come
1963,43,Skeeter Davis,I Can't Stay Mad At You
1963,44,Barbara Lewis,"Hello, Stranger"
1963,45,Ronettes,Be My Baby
1963,46,Roy Orbison,Mean Woman Blues
1963,47,Orlons,South Street
1963,48,Henry Mancini,Days Of Wine And Roses
1963,49,Major Lance,The Monkey Time
1963,50,Four Seasons,Candy Girl
1963,51,Bill Anderson,Still
1963,52,Bobby Vinton,Blue On Blue
1963,53,Garnet Mimms and The Enchanters,Cry Baby
1963,54,Lou Christie,Two Faces Have I
1963,55,Ray Charles,Busted
1963,56,Crystals,Da Doo Ron Ron
1963,57,Shirelles,Foolish Little Girl
1963,58,Lonnie Mack,Memphis
1963,59,Roy Orbison,In Dreams
1963,60,Kai Winding,More
1963,61,Rick Nelson,Fools Rush In
1963,62,Brenda Lee,Losing You
1963,63,Bill Pursell,Our Winter Love
1963,64,Tony Bennett,I Wanna Be Around
1963,65,Miracles,You've Really Got A Hold On Me
1963,66,Jaynetts,Sally Go 'Round The Roses
1963,67,Sam Cooke,Little Red Rooster
1963,68,Crystals,Then He Kissed Me
1963,69,Elvis Presley,(You're The) Devil In Disguise
1963,70,Nat King Cole,Those Lazy Hazy Crazy Days Of Summer
1963,71,Jackie Wilson,Baby Workout
1963,72,Marvin Gaye,Pride And Joy
1963,73,Rufus Thomas,Walking The Dog
1963,74,Ned Miller,From A Jack To A King
1963,75,Drifters,Up On The Roof
1963,76,Johnny Mathis,What Will My Mary Say
1963,77,Jan Bradley,Mama Didn't Lie
1963,78,Bobby Vee,The Night Has A Thousand Eyes
1963,79,Cookies,Don't Say Nothin' Bad About My Baby
1963,80,Johnny Cash,Ring Of Fire
1963,81,Doris Troy,Just One Look
1963,82,Allan Sherman,"Hello Muddah, Hello Fadduh! (A Letter From Camp)"
1963,83,Lesley Gore,Judy's Turn To Cry
1963,84,Rolf Harris,"Tie Me Kangaroo Down, Sport"
1963,85,Miracles,Mickey's Monkey
1963,86,Dion,"Donna, The Prima Donna"
1963,87,Nat King Cole,"That Sunday, That Summer"
1963,88,Sam Cooke,Another Saturday Night
1963,89,Al Martino,"Painted, Tainted Rose"
1963,90,Dixiebelles With Cornbread and Jerry,(Down At) Papa Joe's
1963,91,Steve Lawrence,Go Away Little Girl
1963,92,Ray Charles,Take These Chains From My Heart
1963,93,Sunny and The Sunglows,Talk To Me
1963,94,Martha and The Vandellas,Come And Get These Memories
1963,95,Elvis Presley,Bossa Nova Baby
1963,96,Dee Dee Sharp,Do The Bird
1963,97,Beach Boys,Shut Down
1963,98,Chiffons,One Fine Day
1963,99,Bobby Bare,500 Miles Away From Home
1963,100,Del Shannon,Little Town Flirt
