Year,Position,Artist,Song Title
1984,1,Prince,When Doves Cry
1984,2,Tina Turner,What's Love Got To Do With It
1984,3,Paul McCartney and Michael Jackson,Say Say Say
1984,4,Kenny Loggins,Footloose
1984,5,Phil Collins,Against All Odds (Take A Look At Me Now)
1984,6,Van Halen,Jump
1984,7,Lionel Richie,Hello
1984,8,Yes,Owner Of A Lonely Heart
1984,9,Ray Parker Jr.,Ghostbusters
1984,10,Culture Club,Karma Chameleon
1984,11,John Waite,Missing You
1984,12,Lionel Richie,All Night Long (All Night)
1984,13,Deniece Williams,Let's Hear It For The Boy
1984,14,Bruce Springsteen,Dancing In The Dark
1984,15,Cyndi Lauper,Girls Just Want To Have Fun
1984,16,Duran Duran,The Reflex
1984,17,Cyndi Lauper,Time After Time
1984,18,Pointer Sisters,Jump (For My Love)
1984,19,Romantics,Talking In Your Sleep
1984,20,Laura Branigan,Self Control
1984,21,Prince and The Revolution,Let's Go Crazy
1984,22,Daryl Hall and John Oates,Say It Isn't So
1984,23,Thompson Twins,Hold Me Now
1984,24,Kool and The Gang,Joanna
1984,25,Stevie Wonder,I Just Called To Say I Love You
1984,26,Rockwell,Somebody's Watching Me
1984,27,Matthew Wilder,Break My Stride
1984,28,Nena,99 Luftballons
1984,29,Dan Hartman,I Can Dream About You
1984,30,Sheila E.,The Glamorous Life
1984,31,Steve Perry,Oh Sherrie
1984,32,Lionel Richie,Stuck On You
1984,33,Elton John,I Guess That's Why They Call It The Blues
1984,34,Cyndi Lauper,She Bop
1984,35,Madonna,Borderline
1984,36,Corey Hart,Sunglasses At Night
1984,37,Billy Idol,Eyes Without A Face
1984,38,Eurythmics,Here Comes The Rain Again
1984,39,Billy Joel,Uptown Girl
1984,40,Night Ranger,Sister Christian
1984,41,Cars,Drive
1984,42,Olivia Newton-John,Twist Of Fate
1984,43,Duran Duran,Union Of The Snake
1984,44,Huey Lewis and The News,The Heart Of Rock 'N' Roll
1984,45,Chicago,Hard Habit To Break
1984,46,Scandal,The Warrior
1984,47,Peabo Bryson,If Ever You're In My Arms Again
1984,48,Pointer Sisters,Automatic
1984,49,Shannon,Let The Music Play
1984,50,Julio Iglesias and Willie Nelson,To All The Girls I've Loved Before
1984,51,Billy Ocean,Caribbean Queen
1984,52,Genesis,That's All
1984,53,Lionel Richie,Running With The Night
1984,54,Elton John,Sad Songs (Say So Much)
1984,55,Huey Lewis and The News,I Want A New Drug
1984,56,Kenny Rogers and Dolly Parton,Islands In The Stream
1984,57,Pat Benatar,Love Is A Battlefield
1984,58,Rod Stewart,Infatuation
1984,59,Mike Reno and Ann Wilson,Almost Paradise
1984,60,ZZ Top,Legs
1984,61,Jacksons,State Of Shock
1984,62,Rick Springfield,Love Somebody
1984,63,Culture Club,Miss Me Blind
1984,64,Huey Lewis and The News,If This Is It
1984,65,Cars,You Might Think
1984,66,Madonna,Lucky Star
1984,67,Bruce Springsteen,Cover Me
1984,68,Quiet Riot,Cum On Feel The Noize
1984,69,Irene Cara,Breakdance
1984,70,Daryl Hall and John Oates,Adult Education
1984,71,Tracy Ullman,They Don't Know
1984,72,Billy Joel,An Innocent Man
1984,73,Bananarama,Cruel Summer
1984,74,Wang Chung,Dance Hall Days
1984,75,K.C.,Give It Up
1984,76,Pointer Sisters,I'm So Excited
1984,77,Ray Parker Jr.,I Still Can't Get Over Loving You
1984,78,Michael Jackson,Thriller
1984,79,Madonna,Holiday
1984,80,Ollie And Jerry,Breakin'... There's No Stopping Us
1984,81,John Lennon,Nobody Told Me
1984,82,Culture Club,Church Of The Poison Mind
1984,83,Christopher Cross,Think Of Laura
1984,84,Debarge,Time Will Reveal
1984,85,Police,Wrapped Around Your Finger
1984,86,John Cougar Mellencamp,Pink Houses
1984,87,Ratt,Round And Round
1984,88,Go-Go's,Head Over Heels
1984,89,Billy Joel,The Longest Time
1984,90,Kool and The Gang,Tonight
1984,91,Christine McVie,Got A Hold On Me
1984,92,Shalamar,Dancing In The Sheets
1984,93,Rolling Stones,Undercover Of The Night
1984,94,John Cafferty and The Beaver Brown Band,On The Dark Side
1984,95,Duran Duran,New Moon On Monday
1984,96,Peter Schilling,Major Tom (Coming Home)
1984,97,Cars,Magic
1984,98,Night Ranger,When You Close Your Eyes
1984,99,Billy Squier,Rock Me Tonite
1984,100,James Ingram and Michael McDonald,Yah Mo B There
