Year,Position,Artist,Song Title
1976,1,Wings,Silly Love Songs
1976,2,Elton John and Kiki Dee,Don't Go Breaking My Heart
1976,3,Johnnie Taylor,Disco Lady
1976,4,Four Seasons,"December, 1963 (Oh, What A Night)"
1976,5,Wild Cherry,Play That Funky Music
1976,6,Manhattans,Kiss And Say Goodbye
1976,7,Miracles,Love Machine (Part 1)
1976,8,Paul Simon,50 Ways To Leave Your Lover
1976,9,Gary Wright,Love Is Alive
1976,10,Walter Murphy and The Big Apple Band,A Fifth Of Beethoven
1976,11,Daryl Hall and John Oates,Sara Smile
1976,12,Starland Vocal Band,Afternoon Delight
1976,13,Barry Manilow,I Write The Songs
1976,14,Silver Convention,"Fly, Robin, Fly"
1976,15,Diana Ross,Love Hangover
1976,16,Seals and Crofts,Get Closer
1976,17,Andrea True Connection,"More, More, More"
1976,18,Queen,Bohemian Rhapsody
1976,19,Dorothy Moore,Misty Blue
1976,20,Sylvers,Boogie Fever
1976,21,England Dan and John Ford Coley,I'd Really Love To See You Tonight
1976,22,Hot Chocolate,You Sexy Thing
1976,23,Nazareth,Love Hurts
1976,24,Silver Convention,Get Up And Boogie
1976,25,Eagles,Take It To The Limit
1976,26,K.C. and The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty"
1976,27,Commodores,Sweet Love
1976,28,Maxine Nightingale,Right Back Where We Started From
1976,29,Rhythm Heritage,"Theme From ""S.W.A.T"""
1976,30,Ohio Players,Love Rollercoaster
1976,31,Bee Gees,You Should Be Dancing
1976,32,Lou Rawls,You'll Never Find Another Love Like Mine
1976,33,David Bowie,Golden Years
1976,34,Starbuck,Moonlight Feels Right
1976,35,Dr. Hook,Only Sixteen
1976,36,Bellamy Brothers,Let Your Love Flow
1976,37,Gary Wright,Dream Weaver
1976,38,Vicki Sue Robinson,Turn The Beat Around
1976,39,Captain and Tennille,Lonely Night (Angel Face)
1976,40,Eric Carmen,All By Myself
1976,41,Donna Summer,Love To Love You Baby
1976,42,Donny and Marie Osmond,Deep Purple
1976,43,Diana Ross,"Theme From ""Mahogany"""
1976,44,Rufus,Sweet Thing
1976,45,K.C. and The Sunshine Band,That's The Way I Like It
1976,46,Dr. Hook,A Little Bit More
1976,47,Henry Gross,Shannon
1976,48,Chicago,If You Leave Me Now
1976,49,Boz Scaggs,Lowdown
1976,50,Peter Frampton,Show Me The Way
1976,51,Aerosmith,Dream On
1976,52,O'Jays,I Love Music (Pt. 1)
1976,53,Fleetwood Mac,Say You Love Me
1976,54,Paul Anka,Times Of Your Life
1976,55,Cliff Richard,Devil Woman
1976,56,Elvin Bishop,Fooled Around And Fell In Love
1976,57,C.W. McCall,Convoy
1976,58,John Sebastian,Welcome Back
1976,59,"Earth, Wind and Fire",Sing A Song
1976,60,Tavares,Heaven Must Be Missing An Angel
1976,61,Brothers Johnson,I'll Be Good To You
1976,62,Captain and Tennille,Shop Around
1976,63,Bay City Rollers,Saturday Night
1976,64,Elton John,Island Girl
1976,65,Staple Singers,Let's Do It Again
1976,66,Wings,Let 'Em In
1976,67,Wing and A Prayer Fife and Drum Corps,Baby Face
1976,68,George Benson,This Masquerade
1976,69,Electric Light Orchestra,Evil Woman
1976,70,Silver,Wham Bam
1976,71,Keith Carradine,I'm Easy
1976,72,Harold Melvin and The Bluenotes,Wake Up Everybody (Pt. 1)
1976,73,War,Summer
1976,74,John Travolta,Let Her In
1976,75,Sweet,Fox On The Run
1976,76,Fleetwood Mac,Rhiannon (Will You Ever Win)
1976,77,Beatles,Got To Get You Into My Life
1976,78,Bee Gees,Fanny (Be Tender With My Love)
1976,79,"Earth, Wind and Fire",Getaway
1976,80,Daryl Hall and John Oates,She's Gone
1976,81,Beach Boys,Rock And Roll Music
1976,82,Orleans,Still The One
1976,83,Queen,You're My Best Friend
1976,84,Jefferson Starship,With Your Love
1976,85,Foghat,Slow Ride
1976,86,Ohio Players,Who'd She Coo
1976,87,David Ruffin,Walk Away From Love
1976,88,Peter Frampton,"Baby, I Love Your Way"
1976,89,Candi Staton,Young Hearts Run Free
1976,90,Neil Sedaka,Breaking Up's Hard To Do
1976,91,Bay City Rollers,Money Honey
1976,92,Parliament,Tear The Roof Off The Sucker
1976,93,Larry Groce,Junk Food Junkie
1976,94,Barry Manilow,Tryin' To Get The Feeling Again
1976,95,Kiss,Rock And Roll All Nite
1976,96,Rick Dees,Disco Duck
1976,97,Thin Lizzy,The Boys Are Back In Town
1976,98,Steve Miller Band,Take The Money And Run
1976,99,Who,Squeeze Box
1976,100,Glen Campbell,Country Boy (You Got Your Feet In L.A.)
