Year,Position,Artist,Song Title
1991,1,Bryan Adams,(Everything I Do) I Do It For You
1991,2,Color Me Badd,I Wanna Sex You Up
1991,3,C+C Music Factory,Gonna Make You Sweat (Everybody Dance Now)
1991,4,Paula Abdul,Rush Rush
1991,5,Timmy T,One More Try
1991,6,EMF,Unbelievable
1991,7,Extreme,More Than Words
1991,8,Hi-Five,I Like The Way (The Kissing Game)
1991,9,Surface,The First Time
1991,10,Amy Grant,"Baby, Baby"
1991,11,Boyz II Men,Motownphilly
1991,12,Stevie B,Because I Love You (The Postman Song)
1991,13,Mariah Carey,Someday
1991,14,Damn Yankees,High Enough
1991,15,Bette Midler,From A Distance
1991,16,Whitney Houston,All The Man That I Need
1991,17,Jesus Jones,"Right Here, Right Now"
1991,18,Color Me Badd,I Adore Mi Amor
1991,19,Janet Jackson,Love Will Never Do (Without You)
1991,20,Marky Mark and The Funky Bunch feat. Loleatta Holloway,Good Vibrations
1991,21,Madonna,Justify My Love
1991,22,Mariah Carey,Emotions
1991,23,Roxette,Joyride
1991,24,Karyn White,Romantic
1991,25,Tara Kemp,Hold You Tight
1991,26,Mariah Carey,I Don't Wanna Cry
1991,27,Wilson Phillips,You're In Love
1991,28,Amy Grant,Every Heartbeat
1991,29,Ralph Tresvant,Sensitivity
1991,30,Cathy Dennis,Touch Me (All Night Long)
1991,31,Londonbeat,I've Been Thinking About You
1991,32,Natural Selection,Do Anything
1991,33,R.E.M.,Losing My Religion
1991,34,Gloria Estefan,Coming Out Of The Dark
1991,35,Lenny Kravitz,It Ain't Over 'Til It's Over
1991,36,C+C Music Factory,Here We Go
1991,37,Celine Dion,Where Does My Heart Beat Now
1991,38,D.J. Jazzy Jeff and The Fresh Prince,Summertime
1991,39,Scorpions,Wind Of Change
1991,40,Rhythm Syndicate,P.A.S.S.I.O.N.
1991,41,Paula Abdul,The Promise Of A New Day
1991,42,Whitney Houston,I'm Your Baby Tonight
1991,43,Firehouse,Love Of A Lifetime
1991,44,Roxette,Fading Like A Flower (Every Time You Leave)
1991,45,Tracie Spencer,This House
1991,46,Extreme,Hole Hearted
1991,47,Luther Vandross,Power Of Love (Love Power)
1991,48,Wilson Phillips,Impulsive
1991,49,Michael Bolton,Love Is A Wonderful Thing
1991,50,Rod Stewart,Rhythm Of My Heart
1991,51,C+C Music Factory,Things That Make You Go Hmmmm...
1991,52,Divinyls,I Touch Myself
1991,53,DMA,Tom's Diner
1991,54,Another Bad Creation,Iesha
1991,55,Bonnie Raitt,Something To Talk About
1991,56,Nelson,After The Rain
1991,57,Vanilla Ice,Play That Funky Music
1991,58,Corina,Temptation
1991,59,Bryan Adams,Can't Stop This Thing We Started
1991,60,Hi-Five,I Can't Wait Another Minute
1991,61,KLF,3 A.M. Eternal
1991,62,Michael Bolton,"Time, Love And Tenderness"
1991,63,Enigrna,Saideness Part I
1991,64,LL Cool J,Around The Way Girl
1991,65,Escape Club,I'll Be There
1991,66,Prince And The N.P.G.,Cream
1991,67,Heavy D. and The Boyz,Now That We Found Love
1991,68,Styx,Show Me The Way
1991,69,Mariah Carey,Love Takes Time
1991,70,Rick Astley,Cry For Help
1991,71,UB40,The Way You Do The Things You Do
1991,72,UB40,Here I Am (Come And Take Me)
1991,73,Tesla,Signs
1991,74,Cathy Dennis,Too Many Walls
1991,75,Seal,Crazy
1991,76,Keith Sweat,I'll Give All My Love To You
1991,77,Michael W. Smith,Place In This World
1991,78,Poison,Something To Believe In
1991,79,Chris Issak,Wicked Game
1991,80,Oleta Adams,Get Here
1991,81,Tevin Campbell,Round And Round
1991,82,Queensryche,Silent Lucidity
1991,83,Will To Power,I'm Not In Love
1991,84,Tara Kemp,Piece Of My Heart
1991,85,Jesus Jones,Real Real Real
1991,86,Cathy Dennis,Just Another Dream
1991,87,Aaron Neville,Everybody Plays The Fool
1991,88,Black Box,Strike It Up
1991,89,Gerardo,Rico Suave
1991,90,INXS,Disappear
1991,91,Deee-Lite,Groove Is In The Heart
1991,92,Sting,All This Time
1991,93,Chesney Hawkes,The One And Only
1991,94,Naughty By Nature,O.P.P.
1991,95,George Michael,Freedom 90
1991,96,Warrant,I Saw Red
1991,97,Winger,Miles Away
1991,98,Salt-N-Pepa,Do You Want Me
1991,99,Rod Stewart,The Motown Song
1991,100,R.E.M.,Shiny Happy People
