Year,Position,Artist,Song Title
1962,1,Mr. Acker Bilk,Stranger On The Shore
1962,2,Ray Charles,I Can't Stop Loving You
1962,3,Dee Dee Sharp,Mashed Potato Time
1962,4,Bobby Vinton,Roses Are Red (My Love)
1962,5,David Rose,The Stripper
1962,6,Shelley Fabares,Johnny Angel
1962,7,Little Eva,The Loco-Motion
1962,8,Sensations,Let Me In
1962,9,Chubby Checker,The Twist
1962,10,Shirelles,Soldier Boy
1962,11,Bruce Channel,Hey! Baby
1962,12,Dion,The Wanderer
1962,13,Gene Chandler,Duke Of Earl
1962,14,Freddy Cannon,Palisades Park
1962,15,Neil Sedaka,Breaking Up Is Hard To Do
1962,16,Claude King,Wolverton Mountain
1962,17,Chubby Checker,Slow Twistin'
1962,18,Johnny Tillotson,It Keeps Right On a-Hurtin'
1962,19,Mary Wells,The One Who Really Loves You
1962,20,Elvis Presley,Good Luck Charm
1962,21,Kenny Ball,Midnight In Moscow
1962,22,Tommy Roe,Sheila
1962,23,Sam Cooke,Twistin' The Night Away
1962,24,Orlons,Wah-Watusi
1962,25,Joey Dee and The Starlighters,Peppermint Twist
1962,26,Brenda Lee,Break It To Me Gently
1962,27,Marvelettes,Playboy
1962,28,Nat King Cole,Ramblin' Rose
1962,29,Brian Hyland,Sealed With A Kiss
1962,30,Jay and The Americans,She Cried
1962,31,Connie Francis,Don't Break The Heart That Loves You
1962,32,Gary U.S. Bonds,Dear Lady Twist
1962,33,Sue Thompson,Norman
1962,34,Ketty Lester,Love Letters
1962,35,Claudine Clark,Party Lights
1962,36,Highwaymen,Cotton Fields
1962,37,Bent Fabric,Alley Cat
1962,38,Isley Brothers,Twist And Shout
1962,39,Richard Chamberlain,Theme From Dr. Kildare
1962,40,Ace Cannon,Tuff
1962,41,Clyde Mcphatter,"Lover, Please"
1962,42,Barbara George,I Know
1962,43,Rick Nelson,Young World
1962,44,Shirelles,Baby It's You
1962,45,Pat Boone,Speedy Gonzales
1962,46,Burl Ives,A Little Bitty Tear
1962,47,Everly Brothers,Crying In The Rain
1962,48,Emillo Pericoli,Al Di La'
1962,49,Ernie Maresca,Shout! Shout! (Knock Yourself Out)
1962,50,Don and Juan,What's Your Name
1962,51,Corsairs,Smoky Places
1962,52,Sam Cooke,Having A Party
1962,53,Booker T and The MG's,Green Onions
1962,54,Ray Charles,You Don't Know Me
1962,55,Four Seasons,Sherry
1962,56,Joanie Sommers,Johnny Get Angry
1962,57,Elvis Presley,Can't Help Falling In Love
1962,58,Joey Dee,Shout
1962,59,"Dave ""Baby"" Cortez",Rinky Dink
1962,60,Henry Mancini,Moon River
1962,61,Ray Stevens,Ahab The Arab
1962,62,Bobby Darin,Things
1962,63,Gene Pitney,The Man Who Shot Liberty Valance
1962,64,Duprees,You Belong To Me
1962,65,Roy Orbison,Dream Baby
1962,66,Joe Henderson,Snap Your Fingers
1962,67,Dion,Lovers Who Wander
1962,68,Chris Montez,Let's Dance
1962,69,Johnny Crawford,Cindy's Birthday
1962,70,Mary Wells,You Beat Me To The Punch
1962,71,Barbara Lynn,You'll Lose A Good Thing
1962,72,Crystals,Uptown
1962,73,Brenda Lee,Everybody Loves Me But You
1962,74,Dickie Lee,Patches
1962,75,Jimmy Clanton,Venus In Blue Jeans
1962,76,Paul Anka,Love Me Warm And Tender
1962,77,Rick Nelson,Teen Age Idol
1962,78,Patsy Cline,She's Got You
1962,79,Larry Finnegan,Dear One
1962,80,James Darren,Her Royal Majesty
1962,81,Walter Brennan,Old Rivers
1962,82,Burl Ives,Funny Way Of Laughin'
1962,83,Billy Vaughn,A Swingin' Safari
1962,84,Dick and Deedee,Tell Me
1962,85,Jimmy Dean,P.T. 109
1962,86,Dion,Little Diane
1962,87,Billy Joe and The Checkmates,Percolator (Twist)
1962,88,Gary U.S. Bonds,"Twist, Twist Senora"
1962,89,Jimmy Soul,Twistin' Matilda
1962,90,Dee Dee Sharp,Gravy
1962,91,Jimmy Smith,Walk On The Wild Side
1962,92,King Curtis,Soul Twist
1962,93,Bobby Rydell,I'll Never Dance Again
1962,94,Ikettes,I'm Blue
1962,95,Kingston Trio,Where Have All The Flowers Gone
1962,96,Eddie Hodges,"(Girls, Girls, Girls) Were Made To Love"
1962,97,Gene Pitney,Town Without Pity
1962,98,"Peter, Paul and Mary",If I Had A Hammer
1962,99,Ronnie and The Hi-lites,I Wish That We Were Married
1962,100,Beach Boys,Surfin' Safari
