Year,Position,Artist,Song Title
1980,1,Blondie,Call Me
1980,2,Pink Floyd,Another Brick In The Wall
1980,3,Olivia Newton-John,Magic
1980,4,Michael Jackson,Rock With You
1980,5,Captain and Tennille,Do That To Me One More Time
1980,6,Queen,Crazy Little Thing Called Love
1980,7,Paul McCartney,Coming Up
1980,8,"Lipps, Inc.",Funkytown
1980,9,Billy Joel,It's Still Rock And Roll To Me
1980,10,Bette Midler,The Rose
1980,11,Rupert Holmes,Escape (The Pina Colada Song)
1980,12,Gary Numan,Cars
1980,13,Smokey Robinson,Cruisin'
1980,14,Spinners,Working My Way Back To You-Forgive Me Girl
1980,15,Air Supply,Lost In Love
1980,16,Elton John,Little Jeannie
1980,17,Christopher Cross,Ride Like The Wind
1980,18,Diana Ross,Upside Down
1980,19,K.C. and The Sunshine Band,Please Don't Go
1980,20,Styx,Babe
1980,21,Billy Preston and Syreeta,With You I'm Born Again
1980,22,Manhattans,Shining Star
1980,23,Commodores,Still
1980,24,Teri De Sario With K.C.,"Yes, I'm Ready"
1980,25,Dr. Hook,Sexy Eyes
1980,26,Robbie Dupree,Steal Away
1980,27,Ambrosia,Biggest Part Of Me
1980,28,Kenny Loggins,This Is It
1980,29,Spinners,Cupid/I've Loved You For A Long Time
1980,30,Jermaine Jackson,Let's Get Serious
1980,31,Kenny Rogers and Kim Carnes,Don't Fall In Love With A Dreamer
1980,32,Christopher Cross,Sailing
1980,33,Dan Fogelberg,Longer
1980,34,Kenny Rogers,Coward Of The County
1980,35,Kool and The Gang,Ladies Night
1980,36,Kool and The Gang,Too Hot
1980,37,S.O.S. Band,Take Your Time
1980,38,Barbra Streisand and Donna Summer,No More Tears (Enough Is Enough)
1980,39,Kim Carnes,More Love
1980,40,M,Pop Muzik
1980,41,Pretenders,Brass In Pocket
1980,42,"Ray, Goodman and Brown",Special Lady
1980,43,Stevie Wonder,Send One Your Love
1980,44,Shalamar,The Second Time Around
1980,45,Cliff Richard,We Don't Talk Anymore
1980,46,Brothers Johnson,Stomp
1980,47,Eagles,Heartache Tonight
1980,48,Rocky Burnette,Tired Of Toein' The Line
1980,49,Dr. Hook,Better Love Next Time
1980,50,Rupert Holmes,Him
1980,51,Bob Seger and The Silver Bullet Band,Against The Wind
1980,52,Donna Summer,On The Radio
1980,53,Rolling Stones,Emotional Rescue
1980,54,Herb Alpert,Rise
1980,55,Air Supply,All Out Of Love
1980,56,Little River Band,Cool Change
1980,57,J.D. Souther,You're Only Lonely
1980,58,Andy Gibb,Desire
1980,59,Pete Townshend,Let My Love Open The Door
1980,60,Steve Forbert,Romeo's Tune
1980,61,Anne Murray,Daydream Believer
1980,62,Eagles,I Can't Tell You Why
1980,63,Isaac Hayes,Don't Let Go
1980,64,Tom Petty and The Heartbreakers,Don't Do Me Like That
1980,65,Michael Jackson,She's Out Of My Life
1980,66,Irene Cara,Fame
1980,67,Bob Seger and The Silver Bullet Band,Fire Lake
1980,68,Linda Ronstadt,How Do I Make You
1980,69,Benny Mardones,Into The Night
1980,70,Pure Prairie League,Let Me Love You Tonight
1980,71,Genesis,Misunderstanding
1980,72,Dirt Band,An American Dream
1980,73,Carole King,One Fine Day
1980,74,Donna Summer,Dim All The Lights
1980,75,Billy Joel,You May Be Right
1980,76,Neil Sedaka and Dara Sedaka,Should've Never Let You Go
1980,77,Charlie Dore,Pilot Of The Airwaves
1980,78,Linda Ronstadt,Hurt So Bad
1980,79,Michael Jackson,Off The Wall
1980,80,Peaches and Herb,I Pledge My Love
1980,81,Eagles,The Long Run
1980,82,Mickey Gilley,Stand By Me
1980,83,Pat Benatar,Heartbreaker
1980,84,Dionne Warwick,Deja Vu
1980,85,Eddie Rabbitt,Drivin' My Life Away
1980,86,Supertramp,Take The Long Way Home
1980,87,Fleetwood Mac,Sara
1980,88,Daryl Hall and John Oates,Wait For Me
1980,89,Boz Scaggs,Jo Jo
1980,90,Neil Diamond,September Morn
1980,91,George Benson,Give Me The Night
1980,92,Anne Murray,Broken Hearted Me
1980,93,Kenny Rogers,You Decorated My Life
1980,94,Fleetwood Mac,Tusk
1980,95,Prince,I Wanna Be Your Lover
1980,96,Charlie Daniels Band,In America
1980,97,Boz Scaggs,Breakdown Dead Ahead
1980,98,Barry Manilow,Ships
1980,99,Joe Walsh,All Night Long
1980,100,Tom Petty and The Heartbreakers,Refugee
