Year,Position,Artist,Song Title
2006,1,Daniel Powter,Bad Day
2006,2,Sean Paul,Temperature
2006,3,Nelly Furtado feat. Timbaland,Promiscuous
2006,4,James Blunt,You're Beautiful
2006,5,Shakira feat. Wyclef Jean,Hips Don't Lie
2006,6,Natasha Bedingfield,Unwritten
2006,7,Gnarls Barkley,Crazy
2006,8,Chamillionaire feat. Krayzie Bone,Ridin'
2006,9,Justin Timberlake,Sexyback
2006,10,Beyonce feat. Slim Thug,Check on It
2006,11,Mary J. Blige,Be Without You
2006,12,"Nelly feat. Paul Wall, Ali and Gipp",Grillz
2006,13,Fray,Over My Head (Cable Car)
2006,14,Cassie,Me and U
2006,15,Pussycat Dolls feat. Snoop Dogg,Buttons
2006,16,Chris Brown,Run It!
2006,17,Ne-Yo,So Sick
2006,18,Yung Joc,It's Goin' Down
2006,19,Rihanna,SOS
2006,20,Panic! At The Disco,I Write Sins not Tragedies
2006,21,All-American Rejects,Move Along
2006,22,Fergie,London Bridge
2006,23,Red Hot Chili Peppers,Dani California
2006,24,Lil Jon feat. E-40 and Sean Paul Of The YoungBloodZ,Snap Yo Fingers
2006,25,Dem Franchize Boyz feat. Lil Peanut and Charlay,"Lean Wit It, Rock Wit It"
2006,26,Rascal Flatts,What Hurts the Most
2006,27,Fray,How to Save a Life
2006,28,Rihanna,Unfaithful
2006,29,Snow Patrol,Chasing Cars
2006,30,Hinder,Lips of an Angel
2006,31,Cascada,Everytime We Touch
2006,32,Christina Aguilera,Ain't no Other Man
2006,33,Fall Out Boy,"Dance, Dance"
2006,34,Kanye West feat. Jamie Foxx,Gold Digger
2006,35,Ludacris feat. Pharrell,Money Maker
2006,36,Bubba Sparxxx feat. Ying Yang Twins and Mr. ColliPark,Ms. New Booty
2006,37,Sean Paul feat. Keyshia Cole,(When You Gonna) Give It Up To Me
2006,38,Nickelback,Photograph
2006,39,Kelly Clarkson,Because Of You
2006,40,Pussycat Dolls,Stickwitu
2006,41,T-Pain feat. Mike Jones,I'm N Luv (Wit a Stripper)
2006,42,Black Eyed Peas,My Humps
2006,43,Fort Minor feat. Holly Brook,Where'd You Go
2006,44,Chris Brown,Yo (Excuse Me Miss)
2006,45,Kelly Clarkson,Walk Away
2006,46,D4L,Laffy Taffy
2006,47,T.I.,What You Know
2006,48,All-American Rejects,Dirty Little Secret
2006,49,Nickelback,Savin' Me
2006,50,Mariah Carey,Don't Forget About Us
2006,51,Ne-Yo,Sexy Love
2006,52,E-40 feat. T-Pain and Kandi Girl,U and Dat
2006,53,Nickelback,Far Away
2006,54,Nick Lachey,What's Left of Me
2006,55,Field Mob feat. Ciara,So What
2006,56,Cherish feat. Sean Paul Of The YoungBloodZ,Do it to It
2006,57,KT Tunstall,Black Horse and the Cherry Tree
2006,58,Juelz Santana,There it Go! (The Whistle Song)
2006,59,Young Dro feat. T.I.,Shoulder Lean!
2006,60,Jamie Foxx feat. Ludacris,Unpredictable
2006,61,Justin Timberlake feat. T.I.,My Love
2006,62,Eminem feat. Nate Dogg,Shake That
2006,63,Chingy feat. Tyrese,Pullin' Me Back
2006,64,Kelis feat. Too $hort,Bossy
2006,65,Jibbs,Chain Hang Low
2006,66,Akon feat. Eminem,Smack That
2006,67,Ray J,One Wish
2006,68,Fall Out Boy,Sugar We're Goin' Down
2006,69,Chris Brown feat. Lil' Wayne,Gimme That
2006,70,Yung Joc feat. Brandy 'Ms. B.' Hambrick,I Know You See It
2006,71,Bon Jovi,Who Says you can't Go Home
2006,72,JoJo,Too Little Too Late
2006,73,Busta Rhymes,Touch It
2006,74,Daddy Yankee,Rompe
2006,75,Beyonce feat. Jay-Z,Deja Vu
2006,76,Rascal Flatts,Life is a Highway
2006,77,Evanescence,Call me When You're Sober
2006,78,Carrie Underwood,"Jesus, take the Wheel"
2006,79,Danity Kane,Show Stopper
2006,80,Ciara feat. Chamillionaire,Get Up
2006,81,Sean Paul,We be Burnin'
2006,82,Blue October,Hate Me
2006,83,Lifehouse,You And Me
2006,84,Pussycat Dolls feat. will.i.am,Beep
2006,85,"Dem Franchize Boyz feat. Jermaine Dupri, Da Brat and Bow Wow",I Think They Like Me
2006,86,Chris Brown,Say Goodbye
2006,87,John Mayer,Waiting on the World to Change
2006,88,Young Jeezy feat. Akon,Soul Survivor
2006,89,Black Eyed Peas,Pump It
2006,90,Eminem,When I'm Gone
2006,91,Madonna,Hung Up
2006,92,Three 6 Mafia feat. Young Buck and Eightball and MJG,Stay Fly
2006,93,Keyshia Cole,Love
2006,94,Ne-Yo,When You're Mad
2006,95,T.I.,Why You Wanna
2006,96,Pink,Stupid Girls
2006,97,Gorillaz,Feel Good Inc
2006,98,T-Pain,I'm Sprung
2006,99,Taylor Hicks,Do I Make you Proud
2006,100,Teddy Geiger,For You I Will (Condience)
