title,spotify_id,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Famous,3KDmFRW19NHtxIeDnxdFBc,Kanye West,83,0.745,6,-3.671,1,0.115,0.064,0,0.116,0.409,174.017,196040,4
No Role Modelz,62vpWI1CHwFy7tMIcSStl8,J. Cole,85,0.521,10,-8.465,0,0.332,0.302,0,0.0565,0.471,100.0,292987,4
Burning House,2zhk0kypGeOPsaaZcjyc14,Cam,74,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.455,140.923,231333,4
Lights Come On,596ShP1KQsIzk7dTpJNXJi,Jason Aldean,75,0.855,6,-3.715,0,0.0727,0.0594,0,0.123,0.908,160.113,194253,4
1999,5yMp0quAWTb2lSEvWbAtqj,Prince,31,0.0862,5,-17.092,1,0.133,0.292,0.617,0.0912,0.647,119.075,168333,4
Out Of The Woods,3P0OaRxvTJk1oWo7CAr4LN,Taylor Swift,31,0.826,1,-7.094,1,0.0395,0.078,0.487,0.103,0.607,91.995,207011,4
Sorry,4k8Kq3yLE7I7umYfN08YCU,Beyonce,33,0.11,11,-17.493,0,0.0482,0.942,0.00106,0.1,0.177,129.935,179435,4
On My Mind,4nS1sut0R2mgmFitKIShVe,Ellie Goulding,76,0.687,2,-6.574,0,0.0537,0.279,5.11e-06,0.0861,0.733,154.921,213445,4
Shut Up And Dance,4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,82,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4
Til It Happens To You,0bCCGLHflR08UVA6oJJc8I,Lady Gaga,58,0.558,0,-4.753,1,0.0347,0.501,0,0.093,0.148,113.666,258093,4
Cheerleader,2XPc8gL9PwxGURQFcFaDJR,OMI,71,0.663,4,-6.117,1,0.0305,0.146,1.52e-05,0.174,0.598,118.016,181827,4
Never Enough,7rdP71W8x4UbJ0KAKBACbo,One Direction,69,0.779,4,-1.829,0,0.0512,0.0379,0,0.385,0.591,164.145,213440,3
Back To Back,5lFDtgWsjRJu8fPOAyJIAK,Drake,81,0.472,8,-3.869,0,0.511,0.00898,0,0.117,0.368,174.008,170638,4
Summer Sixteen,17Q87zeXgsAi9iQQbMu9v0,Drake,83,0.455,1,-7.698,1,0.393,0.00322,3.72e-05,0.154,0.0568,146.316,202451,4
Purple Rain,6syMtbMAZJnAkOeztOxbsH,Prince And The Revolution,37,0.278,10,-13.66,1,0.0282,0.0364,0.00221,0.508,0.178,117.959,262693,4
Watch Out,22DKsoYFV5npPXmnPpXL7i,2 Chainz,77,0.509,8,-6.777,0,0.492,0.842,0,0.0531,0.537,129.924,207813,4
2 Phones,0wdKiSBUT7aZkXUIdJWcwC,Kevin Gates,86,0.681,7,-5.267,0,0.358,0.157,0,0.189,0.547,121.918,240000,4
Little Bit Of You,1lNVii0jj5Sa1leKSYWMNl,Chase Bryant,69,0.863,1,-4.258,1,0.0426,0.0582,0,0.0823,0.634,121.963,186240,4
With Them,0tISnxqgVmxqhVghsTi2Rr,Young Thug,74,0.517,9,-6.794,1,0.184,0.00218,0,0.091,0.269,132.07,197747,4
Daddy Lessons,?,Beyonce,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Love Me,5hRzAbY2AAO258hL6oqsqO,The 1975,66,0.803,10,-3.312,0,0.0382,0.00925,3.75e-05,0.613,0.899,97.027,222040,4
Liquor,2Xm00M3mcMcdSv7QJBhlvr,Chris Brown,65,0.346,5,-8.563,0,0.0456,0.0259,0,0.104,0.396,104.988,227087,4
Thriller,5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,78,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.856,117.046,293827,4
Real Friends,6C4j3qW5h6GjvF5FbcoBvz,Kanye West,75,0.752,6,-6.242,0,0.448,0.262,0.000417,0.138,0.13,80.631,251573,4
All I Want For Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,55,0.625,7,-7.462,1,0.0386,0.164,0,0.0708,0.334,150.277,241107,4
Record Year,5fSPbm5lcwtqwXkeQQswW8,Eric Church,76,0.655,5,-8.151,1,0.12,0.178,0,0.0842,0.571,159.96,179347,4
Dessert,2mqDi8BzmNw54qrVHduyiu,Dawin,73,0.791,6,-3.796,1,0.0504,0.0686,2.21e-06,0.068,0.689,97.001,211240,4
Break Up In A Small Town,7aftSOGSOpSoIlVAQVBb71,Sam Hunt,76,0.789,8,-5.349,1,0.232,0.0713,0,0.229,0.444,136.08,229880,4
Down That Road,3sS03NvxbrVgFNZgvnR26k,Alisan Porter,32,0.578,5,-5.527,1,0.0314,0.521,1.04e-06,0.0993,0.377,143.966,232827,4
Dangerous Woman,7l94dyN2hX9c6wWcZQuOGJ,Ariana Grande,79,0.605,7,-5.353,1,0.0378,0.0499,0,0.357,0.292,134.015,235947,3
Ghost Town,44aN5xKL3kGHvQ5bXVk6B8,Adam Lambert,75,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.273,119.955,208330,4
Gonna,57gS5wJqIH6sbtBIIiioNY,Blake Shelton,69,0.886,4,-5.12,1,0.0387,0.0265,0,0.0759,0.946,146.076,182947,4
Watch Me,5RIVoVdkDLEygELLCniZFr,Silento,74,0.77,8,-8.508,1,0.134,0.265,0,0.334,0.964,139.982,185131,4
Been You,6gcA4zzG6FnMEgPSDKbAMs,Justin Bieber,69,0.794,7,-6.178,0,0.077,0.0255,0,0.322,0.836,113.0,199227,4
Wasted Time,5BIwPoVMFnFIr8RzJunRvf,Keith Urban,74,0.827,7,-5.736,1,0.0478,0.0717,0,0.0764,0.313,100.002,233813,4
Crash And Burn,6bZq9yf23N1xXVmNeyhDsb,Thomas Rhett,67,0.785,5,-5.153,0,0.0311,0.0904,1.31e-06,0.197,0.814,130.02,190747,4
Renegades,0fYVliAYKHuPmECRs1pbRf,X Ambassadors,76,0.868,11,-5.988,0,0.203,0.0112,0.0685,0.27,0.567,180.261,195199,4
Same Old Love,1BZG99C7Co1r6QUC3zaS59,Selena Gomez,77,0.596,11,-4.005,0,0.031,0.0236,0,0.228,0.444,98.025,229080,4
Look At My Dab,20n5AhSbetBMt6Xbrm4fa7,Migos,64,0.611,10,-3.943,1,0.175,0.0568,0,0.47,0.395,137.048,217226,4
In The Night,25KybV9BOUlvcnv7nN3Pyo,The Weeknd,75,0.683,7,-4.989,1,0.134,0.0794,0,0.0465,0.526,167.615,235653,3
Hype,07GilNHSfS5oicUgHgU7VG,Drake,82,0.62,7,-8.278,1,0.195,0.0226,0,0.365,0.258,129.959,209413,4
Nobody To Blame,4WRRCuJYRq7gUKiupxVH9W,Chris Stapleton,70,0.673,9,-9.459,1,0.0337,0.013,0.0583,0.0973,0.598,87.099,244147,4
Wild Things,2ZyuwVvV6Z3XJaXIFbspeE,Alessia Cara,87,0.627,1,-4.816,0,0.0894,0.0183,0,0.0909,0.714,108.016,188493,4
Loving You Easy,69XcvSymPaTke2Qb6f3W6P,Zac Brown Band,70,0.593,1,-3.953,1,0.0269,0.017,1.42e-06,0.067,0.329,98.982,155653,4
Black Magic,33NHr7lu7tCMjK05jUj1v0,Little Mix,75,0.898,4,-4.461,1,0.0581,0.0322,0,0.313,0.856,111.996,211787,4
That Don't Sound Like You,2l1fWY1albInvAG9t8WP2p,Lee Brice,73,0.589,4,-9.496,1,0.0421,0.0236,2.99e-05,0.0798,0.249,129.813,210573,4
Irresistible,3Y3gChJoEUTqrtuqJCIPQk,Fall Out Boy,71,0.897,2,-4.492,1,0.07,0.048,0,0.196,0.335,164.908,205851,4
Might Be,7KLB6Jptw9wyQXkSLiO8qh,DJ Luke Nasty,73,0.782,9,-6.766,0,0.458,0.378,0,0.114,0.699,74.037,210704,4
Sorry,?,Rick Ross Featuring Chris Brown,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Freedom,?,Beyonce Featuring Kendrick Lamar,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Let It Go,13HVjjWUZFaWilh2QUJKsP,James Bay,82,0.293,1,-10.253,1,0.0313,0.804,1.26e-05,0.107,0.252,147.175,260533,4
What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,Justin Bieber,83,0.571,5,-8.273,0,0.0922,0.61,0.000898,0.0849,0.802,125.034,205680,4
Really Really,10I3CmmwT0BkOVhduDy53o,Kevin Gates,81,0.666,0,-6.055,1,0.0916,0.00427,0,0.127,0.273,118.97,232093,4
Digits,4cg1yakyRSIOjxKM2I7J1q,Young Thug,81,0.632,10,-4.228,0,0.0537,0.0325,0,0.116,0.291,131.932,176387,4
When Doves Cry,77GLApi9hqJKMYEe8QybtA,Prince,32,0.102,9,-19.069,0,0.161,0.0958,0.78,0.302,0.643,126.979,143267,4
Plastic Bag,76kyKtPLsFbQkdQ86QrkF4,Drake & Future,70,0.471,1,-6.586,1,0.321,0.0107,0,0.154,0.362,170.986,202085,3
We Went,4kYlMWhSOvrg4U6c0RqgEP,Randy Houser,66,0.882,4,-3.752,0,0.0389,0.0892,0,0.317,0.538,101.972,181987,4
Prisoner,?,The Weeknd Featuring Lana Del Rey,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Like I Would,0WEVf4RhIrcr3S3ULBrt0T,Zayn,87,0.832,10,-5.732,0,0.114,0.0247,0,0.26,0.232,112.827,192133,4
Blase,?,Ty Dolla $ign Featuring Future & Rae Sremmurd,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Earned It (Fifty Shades Of Grey),2PIvq1pGrUjY007X5y1UpM,The Weeknd,76,0.371,2,-5.959,0,0.0306,0.404,0,0.0971,0.449,119.95,252227,3
Light It Up,?,Major Lazer Featuring Nyla,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Controlla,4CpKEkdGbOJV51cSvx7SoG,Drake,86,0.477,10,-11.062,0,0.276,0.0962,0,0.114,0.339,93.44,245227,4
Go Flex,3e7pB02vXiqVYaDTymYY1t,Post Malone,80,0.511,5,-8.229,1,0.105,0.209,0,0.0525,0.126,81.946,182000,4
Church Bells,67citk3uzWs5qbaIVKTeg8,Carrie Underwood,76,0.844,3,-1.772,0,0.0633,0.226,0,0.0538,0.534,87.007,193333,4
Uber Everywhere,7zBPzAjKAqQpcv8F8GCq5s,MadeinTYO,85,0.455,1,-15.025,1,0.28,0.0542,0,0.177,0.176,140.181,153429,4
Change Locations,4gowy3WT6D1yhMLgRBlf9C,Drake & Future,70,0.338,0,-10.112,1,0.384,0.0224,1.05e-06,0.118,0.19,137.848,220862,4
100,?,The Game Featuring Drake,?,?,?,?,?,?,?,?,?,?,?,?,?,?
My Boo,4i90nIw2MouaJjTyaSgfYG,Ghost Town DJ's,15,0.996,6,-8.218,0,0.0769,0.01,0.000305,0.0878,0.427,139.987,281313,4
Jingle Bell Rock,74u8cWJGP8d8xsdD0pFoWg,Bobby Helms,34,0.368,2,-10.538,1,0.0345,0.84,0,0.0632,0.782,118.743,130107,4
Body,?,Dreezy Featuring Jeremih,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Bang My Head,?,David Guetta Featuring Sia & Fetty Wap,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Gotta Lotta,?,2 Chainz Featuring Lil Wayne,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Weston Road Flows,0P7HlSwSY8mJCWIk4yunb0,Drake,77,0.742,1,-6.963,1,0.296,0.0763,0,0.31,0.36,82.884,253533,4
Ginza,4rrkKXxlsrze8bVEzRaTFV,J Balvin,75,0.814,10,-6.475,0,0.0806,0.218,0.000436,0.0781,0.839,102.052,170186,4
Childs Play,0k9RIzZtAo4DTQu0ZM6lNZ,Drake,80,0.47,1,-11.173,1,0.15,0.0163,4.75e-06,0.199,0.299,80.016,241400,4
Don't,3pXF1nA74528Edde4of9CC,Bryson Tiller,85,0.356,11,-5.556,0,0.196,0.222,0,0.0963,0.191,97.001,198293,4
Blackstar,3Vn9oCZbdI1EMO7jxdz2Rc,David Bowie,64,0.695,9,-6.896,0,0.029,0.0466,0.145,0.0854,0.506,129.972,382387,4
My Church,69guyOwpeKji5OY8wMdsDI,Maren Morris,76,0.726,9,-4.332,1,0.0361,0.254,3.01e-06,0.106,0.659,76.981,197947,4
She's Kinda Hot,5fsQSDifYpjfbCqvZKPVBj,5 Seconds Of Summer,62,0.9,4,-4.856,1,0.0317,0.00216,0,0.111,0.882,118.04,216454,4
Be Alright,6f5TuB9WtbA1g49A4DcMQ4,Ariana Grande,74,0.464,1,-7.767,0,0.0599,0.158,0,0.124,0.626,108.817,179293,4
Still Here,4YJmZfvlheSziXem8HBWrj,Drake,80,0.436,0,-9.602,1,0.176,0.0235,0,0.635,0.241,133.942,189853,3
From The Ground Up,0AdjJ2SaOeb5bPJ67nDbsW,Dan + Shay,76,0.586,9,-5.431,1,0.0262,0.356,0,0.121,0.287,101.214,254293,4
Backroad Song,5ix3mPn7JFsKTVoidu6dBw,Granger Smith,75,0.833,11,-6.571,1,0.0437,0.0352,0.0172,0.34,0.73,174.006,236787,4
All Eyes On You,?,Meek Mill Featuring Chris Brown & Nicki Minaj,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Pt. 2,0tCuyg1OikbQ4nIq36n26D,Kanye West,80,0.734,11,-4.139,1,0.362,0.593,0,0.788,0.287,144.926,130293,4
Downtown,5pfJsMwoRYKampPay8amX0,Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz,80,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.724,109.725,292593,4
Lean On,4vS8VaBwJJV5Ry7UFIQuoo,Major Lazer & DJ Snake Featuring M0,83,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.271,98.007,176561,4
Somebody To Love,3RWzLyBUqoBSX4jTAHo4TP,Jordan Smith,44,0.853,8,-3.95,1,0.0481,0.106,0,0.168,0.385,111.019,216213,3
Right Hand,3lSR267IJfT54p0Gfuw7mi,Drake,76,0.292,2,-7.74,1,0.289,0.0978,0,0.0816,0.339,100.54,190595,4
Hold Each Other,?,A Great Big World Featuring FUTURISTIC,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Whisper,6EdSZmWCQJfO8T66x9VCID,Chase Rice,71,0.891,2,-4.89,1,0.0757,0.0138,0,0.063,0.643,128.108,191213,4
Wicked,6BbINUfGabVyiNFJpQXn3x,Future,83,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.215,157.97,173347,4
Cool For The Summer,2zFF6jG5hQArbzcXz3KUWk,Demi Lovato,73,0.614,5,-5.587,0,0.0363,0.00506,9.7e-05,0.0802,0.293,114.075,214740,4
Blessings,2VQc9orzwE6a5qFfy54P6e,Chance The Rapper,71,0.343,10,-7.641,1,0.38,0.723,5.48e-06,0.102,0.388,72.348,221940,4
The Feeling,?,Justin Bieber Featuring Halsey,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Hallelujah,3LLYIitFpZSmXY95rQxw0E,Jordan Smith,43,0.369,2,-6.784,1,0.0272,0.816,0,0.123,0.138,89.822,189093,3
I Took A Pill In Ibiza,1MtUq6Wp1eQ8PC6BbPCj8P,Mike Posner,89,0.725,7,-6.588,0,0.12,0.034,9.17e-06,0.0864,0.697,101.96,197933,4
Alive,05cXQMJcrM9msUYu11mOrs,Sia,73,0.752,6,-4.91,0,0.056,0.289,0.000101,0.102,0.398,98.88,263893,4
Already Callin' You Mine,57SvK3tVLtYTk076o9qwAV,Parmalee,61,0.889,1,-2.642,1,0.0352,0.0431,0,0.112,0.675,120.066,184387,4
Messin' Around,?,Pitbull Featuring Enrique Iglesias,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Bottom Of The Bottle,?,Curren$Y Featuring August Alsina & Lil Wayne,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Random,422lAAWQO9TqL1LxIPdhOn,G-Eazy,74,0.783,9,-6.891,1,0.139,0.0036,0,0.216,0.181,87.026,180333,4
Bake Sale,?,Wiz Khalifa Featuring Travi$ Scott,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Temporary Fix,2Xcvt8NRLw0xbB3ClfW8MI,One Direction,69,0.902,4,-5.143,1,0.0449,9.17e-05,0,0.0888,0.961,145.914,175013,4
Halo,7DThz7qoNx3WWQJgEipP7W,Jordan Smith,42,0.443,6,-5.939,1,0.0281,0.879,2.28e-05,0.133,0.171,147.607,228240,4
Let Me See Ya Girl,3y1t2sEahs8idFz2tiYNPO,Cole Swindell,70,0.834,6,-3.561,1,0.0281,0.254,0,0.393,0.455,92.99,187587,4
Panda,275a9yzwGB6ncAW4SxY7q3,Desiigner,95,0.748,10,-5.522,0,0.393,0.0235,0,0.369,0.245,145.22,247867,4
Uptown Funk!,?,Mark Ronson Featuring Bruno Mars,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Smoke Break,46W2wkCzFerbeQbNz3EIaa,Carrie Underwood,66,0.839,11,-3.702,1,0.0511,0.0513,0,0.348,0.561,160.16,198333,4
See You Again,4JZ9NUioOgDEVjDuBGukRV,Wiz Khalifa Featuring Charlie Puth,29,0.638,10,-7.831,1,0.0592,0.445,1.96e-05,0.0925,0.429,80.001,264000,4
Come Get Her,1Ser4X0TKttOvo8bgdytTP,Rae Sremmurd,77,0.563,2,-6.214,1,0.163,0.184,0,0.0681,0.11,185.056,212947,4
Save It For A Rainy Day,6wfTb2he5ANMQSFnlamnyi,Kenny Chesney,68,0.775,7,-5.48,1,0.0291,0.0053,0,0.0807,0.607,154.889,182213,4
Beautiful Drug,0vcfOQOvTCv8ckiRs8Xc1Z,Zac Brown Band,70,0.857,8,-5.267,0,0.0877,0.0424,2e-06,0.128,0.365,125.838,191600,4
Jersey,2ACys0pX0SjmpQmQWzp7wt,Future,71,0.544,0,-10.746,0,0.269,0.495,0.000419,0.0942,0.307,146.033,188703,4
Antidote,0KaA33vmmUEY77YD6L3KFi,Travi$ Scott,78,0.647,1,-4.008,1,0.0345,0.119,1.38e-05,0.121,0.159,131.04,263817,4
Remedy,7kH8BoXL2bRioVky7DZfJ8,Adele,15,0.0907,8,-21.402,1,0.0453,0.987,0.857,0.121,0.183,145.1,245943,3
Wake Up,6BOtDFg6GJm0rPUDuNmx57,Fetty Wap,79,0.673,5,-5.992,1,0.176,0.172,0,0.223,0.521,179.971,224000,4
Burning House,4hgrcrkcaHtsdKU35RZyn6,Emily Ann Roberts,38,0.312,2,-5.751,1,0.028,0.811,0,0.122,0.443,141.819,186853,4
Jumpman,27GmP9AWRs744SzKcpJsTZ,Drake & Future,87,0.547,1,-7.535,1,0.194,0.0565,0,0.341,0.677,142.065,205879,4
American Country Love Song,3eGH1kOyOjq19khdfYg5R7,Jake Owen,77,0.892,8,-4.59,1,0.0411,0.0725,0,0.0997,0.353,104.009,200640,4
Come And See Me,?,PARTYNEXTDOOR Featuring Drake,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Under Pressure,11IzgLRXV7Cgek3tEgGgjw,Queen & David Bowie,68,0.707,2,-7.643,1,0.0516,0.398,0,0.105,0.468,113.741,248440,4
The Fighter,?,Keith Urban Featuring Carrie Underwood,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Hell Of A Night,30wEpY339lJXMEP7gDTypY,Dustin Lynch,66,0.797,2,-4.845,1,0.0402,0.00472,0,0.297,0.591,85.054,190427,4
Forward,?,Beyonce Featuring James Blake,?,?,?,?,?,?,?,?,?,?,?,?,?,?
House Party,1TwLKNsCnhi1HxbIi4bAW0,Sam Hunt,75,0.854,8,-5.245,1,0.0503,0.129,0,0.0262,0.841,103.952,190240,4
You Don't Own Me,?,Grace Featuring G-Eazy,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Like I'm Gonna Lose You,?,Meghan Trainor Featuring John Legend,?,?,?,?,?,?,?,?,?,?,?,?,?,?
My Way,?,Fetty Wap Featuring Monty,?,?,?,?,?,?,?,?,?,?,?,?,?,?
U With Me?,4MSjMv3kpbLEeyGfIh52qH,Drake,77,0.414,6,-11.448,0,0.132,0.363,1.1e-05,0.141,0.134,79.542,297373,4
Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,Ed Sheeran,88,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.198,107.989,258987,4
Want To Want Me,7oGZAicScQt96OAW4AruYy,Jason Derulo,84,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.636,114.025,207719,4
I'm The Plug,6bqtKURdSWkInAJHDkuaL0,Drake & Future,72,0.527,0,-9.279,1,0.252,0.000416,0.000893,0.131,0.242,160.1,180000,4
Hold My Hand,1i1rNVtxbE7rdFfpHuNq2j,Jess Glynne,77,0.823,0,-5.717,1,0.0289,0.00159,0,0.0776,0.441,122.977,227344,4
Kick The Dust Up,7wVeIwUxcUddK44joZ3bPO,Luke Bryan,71,0.85,1,-2.263,1,0.0497,0.2,0,0.114,0.795,172.106,190600,4
Feedback,1JeXMBdxduaLpQnMxN6ezS,Kanye West,74,0.563,1,-6.027,1,0.526,0.602,0,0.104,0.17,100.071,147240,4
H.O.L.Y.,19PJf5HzeiVW0mdk82Swmn,Florida Georgia Line,82,0.661,7,-3.828,0,0.0333,0.361,0,0.087,0.56,78.132,196960,4
The Hills,7fBv7CLKzipRk6EC6TWHOB,The Weeknd,78,0.561,0,-6.987,0,0.0699,0.0635,0,0.137,0.123,113.295,242253,4
Wildest Dreams,6UHn5UWGlvbbmUfczWSmDX,Taylor Swift,65,0.56,8,-6.858,1,0.0406,0.396,1.37e-06,0.121,0.489,139.979,231845,4
Good For You,?,Selena Gomez Featuring A$AP Rocky,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Raspberry Beret,5v8efbhgUkxwMtv9IJredo,Prince And The Revolution,16,0.542,11,-13.575,0,0.0533,0.0239,0.00565,0.0297,0.961,121.787,216712,4
This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,Rae Sremmurd,76,0.692,5,-5.06,0,0.148,0.275,0,0.118,0.732,142.992,206307,4
Can't Feel My Face,22VdIZQfgXJea34mQxlt81,The Weeknd,77,0.783,9,-5.407,0,0.0423,0.109,0,0.0947,0.617,107.972,213520,4
Ultralight Beam,6aEgrTRLSRQ0FIrvOwcOE6,Kanye West,78,0.398,8,-8.731,1,0.431,0.624,0,0.539,0.35,105.956,320680,4
Mary Did You Know,0Mfbc7b4veAMEiWOffph5q,Jordan Smith,37,0.415,6,-4.961,0,0.0261,0.771,0,0.127,0.454,103.029,199760,4
Team,2bocAPQcUTLUXx8lAOTiK3,Iggy Azalea,77,0.682,9,-4.834,1,0.067,0.0508,1.23e-06,0.501,0.218,100.023,209467,4
Sorry Not Sorry,16bHRxM89ue0TiCKARYbRp,Bryson Tiller,79,0.608,1,-6.093,1,0.214,0.0477,0,0.225,0.265,97.933,200760,4
Kiss,3GLCOm8bTTSZL6JkG6nK00,Prince And The Revolution,23,0.484,4,-11.951,0,0.08,0.167,0.00417,0.0538,0.79,110.388,230150,4
It's You,1dB3Hsi3LfViWtqE8Sj8pr,Zayn,70,0.336,5,-10.839,1,0.0345,0.807,0.0272,0.108,0.151,124.945,230481,4
True Colors,71qR03VPn762lG8esdRmkR,Zedd & Kesha,71,0.792,2,-3.226,0,0.0365,0.35,1.31e-05,0.104,0.456,126.06,224867,4
Me Too,1m4dXbkplvaOO4Wbdjbwxs,Meghan Trainor,80,0.694,11,-5.849,0,0.1,0.0963,1.21e-06,0.479,0.825,123.822,181240,4
Gonna Wanna Tonight,0JCjhCdqvVQ8am5x689TL0,Chase Rice,67,0.783,2,-6.667,1,0.0405,0.0707,0.00014,0.0875,0.606,125.948,213736,4
Scholarships,0B5OTb36fzLayn6XQHg5A1,Drake & Future,72,0.422,0,-9.184,0,0.355,0.0958,8.41e-06,0.102,0.278,108.937,209288,4
Thinking Out Loud,34gCuhDGsG4bRPIf9bb02f,Ed Sheeran,87,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.584,78.998,281560,4
New Level,?,A$AP Ferg Featuring Future,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Digital Dash,0GR7iJLhj80KD5LkA14ZRn,Drake & Future,72,0.542,2,-7.676,1,0.13,0.00323,3.3e-06,0.235,0.31,140.028,231231,4
Comfortable,2BqQQXuBOuhaWeUP7okEx0,K Camp,71,0.417,7,-8.895,0,0.0974,0.72,0,0.125,0.623,109.956,211573,4
Lay It All On Me,?,Rudimental Featuring Ed Sheeran,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Faded,1brwdYwjltrJo7WHpIvbYt,Alan Walker,97,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.161,90.011,212627,4
If It Ain't Love,5YHR8wBR5jXfGtP766NiAT,Jason Derulo,92,0.843,10,-4.991,0,0.316,0.0487,0,0.344,0.774,128.63,203105,4
All The Way Up,61QSuw5VlC0LTS8WMO356g,Fat Joe & Remy Ma Featuring French Montana & Infared,84,0.721,10,-6.44,0,0.386,0.062,0,0.824,0.388,117.139,191942,5
Dark Times,?,The Weeknd Featuring Ed Sheeran,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Top Of The World,4pdoeoOQSu6DNznlfNc5FP,Tim McGraw,66,0.795,8,-5.608,1,0.0391,0.296,0,0.489,0.961,141.208,233973,4
Piece By Piece,2NELtMgQ8HSdrGrYQPLnC3,Kelly Clarkson,68,0.808,1,-6.728,1,0.0408,0.000953,1.53e-06,0.0918,0.598,106.029,257747,4
Real Life,5NUvj4WX2tAQGxOF4CWJ7I,Jake Owen,64,0.749,1,-5.383,0,0.0257,0.00195,0,0.0956,0.78,108.004,169827,4
Anything Goes,6IFPfV8PNSYOmufzQ95hmm,Florida Georgia Line,77,0.873,1,-5.056,1,0.0348,0.101,0.000131,0.176,0.457,104.986,190640,4
Just Like Fire,7K5dzhGda2vRTaAWYI3hrb,P!nk,86,0.701,7,-5.921,1,0.146,0.0114,0,0.108,0.488,162.958,215414,4
My House,6Knv6wdA0luoMUuuoYi2i1,Flo Rida,94,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.731,94.006,192191,4
Send My Love (To Your New Lover),3LGxef3inmn5jMLGDz9lqw,Adele,80,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.561,164.023,223080,4
I Know What You Did Last Summer,1tIUfYWKAeMEeQqL6venu0,Shawn Mendes & Camila Cabello,75,0.754,9,-4.537,0,0.103,0.119,0,0.138,0.737,114.037,223853,4
I Like The Sound Of That,5S5rw0WLVCAux5B5bWCehK,Rascal Flatts,77,0.813,0,-5.599,1,0.0368,0.275,0,0.205,0.54,89.964,209280,4
I Don't Like It, I Love It,?,Flo Rida Featuring Robin Thicke & Verdine White,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Cake By The Ocean,42ftjU4cTN5UTRksyqBKZJ,DNCE,88,0.76,4,-5.459,0,0.0514,0.147,0,0.053,0.891,119.0,218440,4
Get Used To Me,?,Justin Bieber,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Might Not,?,Belly Featuring The Weeknd,?,?,?,?,?,?,?,?,?,?,?,?,?,?
One Dance,?,Drake Featuring WizKid & Kyla,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Diamonds Dancing,2AGottAzfC8bHzF7kEJ3Wa,Drake & Future,74,0.366,1,-10.828,1,0.0469,0.157,3.54e-05,0.111,0.185,136.14,314632,4
Never Be Like You,?,Flume Featuring Kai,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Drunk On Your Love,1jNNHFZmRGXZFHlil5uhei,Brett Eldredge,76,0.831,11,-5.606,1,0.0616,0.414,0,0.204,0.57,182.064,173960,4
9,4uCAKqQQYJaIvyzq4sZkaO,Drake,79,0.71,2,-7.381,1,0.0437,0.000907,0.000783,0.237,0.0387,99.994,255787,4
