title,spotify_id,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Good For You,?,Selena Gomez Featuring A$AP Rocky,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Raspberry Beret,5v8efbhgUkxwMtv9IJredo,Prince And The Revolution,0.542
This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,Rae Sremmurd,0.692
Can't Feel My Face,22VdIZQfgXJea34mQxlt81,The Weeknd,0.783
Ultralight Beam,6aEgrTRLSRQ0FIrvOwcOE6,Kanye West,0.398
Mary Did You Know,0Mfbc7b4veAMEiWOffph5q,Jordan Smith,0.415
Team,2bocAPQcUTLUXx8lAOTiK3,Iggy Azalea,0.682
Sorry Not Sorry,16bHRxM89ue0TiCKARYbRp,Bryson Tiller,0.608
Kiss,3GLCOm8bTTSZL6JkG6nK00,Prince And The Revolution,0.484
It's You,1dB3Hsi3LfViWtqE8Sj8pr,Zayn,0.336
True Colors,71qR03VPn762lG8esdRmkR,Zedd & Kesha,0.792
Me Too,1m4dXbkplvaOO4Wbdjbwxs,Meghan Trainor,0.694
Gonna Wanna Tonight,0JCjhCdqvVQ8am5x689TL0,Chase Rice,0.783
Scholarships,0B5OTb36fzLayn6XQHg5A1,Drake & Future,0.422
Thinking Out Loud,34gCuhDGsG4bRPIf9bb02f,Ed Sheeran,0.445
New Level,?,A$AP Ferg Featuring Future,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Digital Dash,0GR7iJLhj80KD5LkA14ZRn,Drake & Future,0.542
Comfortable,2BqQQXuBOuhaWeUP7okEx0,K Camp,0.417
Lay It All On Me,?,Rudimental Featuring Ed Sheeran,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Faded,1brwdYwjltrJo7WHpIvbYt,Alan Walker,0.651
If It Ain't Love,5YHR8wBR5jXfGtP766NiAT,Jason Derulo,0.843
All The Way Up,61QSuw5VlC0LTS8WMO356g,Fat Joe & Remy Ma Featuring French Montana & Infared,0.721
Dark Times,?,The Weeknd Featuring Ed Sheeran,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Top Of The World,4pdoeoOQSu6DNznlfNc5FP,Tim McGraw,0.795
Piece By Piece,2NELtMgQ8HSdrGrYQPLnC3,Kelly Clarkson,0.808
Real Life,5NUvj4WX2tAQGxOF4CWJ7I,Jake Owen,0.749
Anything Goes,6IFPfV8PNSYOmufzQ95hmm,Florida Georgia Line,0.873
Just Like Fire,7K5dzhGda2vRTaAWYI3hrb,P!nk,0.701
My House,6Knv6wdA0luoMUuuoYi2i1,Flo Rida,0.702
Send My Love (To Your New Lover),3LGxef3inmn5jMLGDz9lqw,Adele,0.524
I Know What You Did Last Summer,1tIUfYWKAeMEeQqL6venu0,Shawn Mendes & Camila Cabello,0.754
I Like The Sound Of That,5S5rw0WLVCAux5B5bWCehK,Rascal Flatts,0.813
I Don't Like It, I Love It,?,Flo Rida Featuring Robin Thicke & Verdine White,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Cake By The Ocean,42ftjU4cTN5UTRksyqBKZJ,DNCE,0.76
Get Used To Me,?,Justin Bieber,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Might Not,?,Belly Featuring The Weeknd,?,?,?,?,?,?,?,?,?,?,?,?,?,?
One Dance,?,Drake Featuring WizKid & Kyla,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Diamonds Dancing,2AGottAzfC8bHzF7kEJ3Wa,Drake & Future,0.366
Never Be Like You,?,Flume Featuring Kai,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Drunk On Your Love,1jNNHFZmRGXZFHlil5uhei,Brett Eldredge,0.831
9,4uCAKqQQYJaIvyzq4sZkaO,Drake,0.71
Lazarus,3Vn9oCZbdI1EMO7jxdz2Rc,David Bowie,0.695
Cecilia And The Satellite,1MSM3Fo2fvnwVqMcz8Jhjq,Andrew McMahon In The Wilderness,0.842
Sugar,?,Robin Schulz Featuring Francesco Yates,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Focus,1cdzfFjEbUbgTm5nv3FgXR,Ariana Grande,0.879
Fly,1ewLdzcpSQkU9wpFdqFauw,Maddie & Tae,0.681
Bad Blood,?,Taylor Swift Featuring Kendrick Lamar,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Heartbeat,05BgC2247XGi8ySwBzOO0o,Carrie Underwood,0.766
Home Alone Tonight,?,Luke Bryan Featuring Karen Fairchild,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Alright,3iVcZ5G6tvkXZkZKlMpIUs,Kendrick Lamar,0.779
Can't Sleep Love,1klGbW5a9qTBFUjFfddbmU,Pentatonix,0.433
6 Inch,?,Beyonce Featuring The Weeknd,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Unsteady,7lGKEWMXVWWTt3X71Bv44I,X Ambassadors,0.673
Adventure Of A Lifetime,69uxyAqqPIsUyTO8txoP2M,Coldplay,0.924
Can't Stop The Feeling!,6JV2JOEocMgcZxYSZelKcc,Justin Timberlake,0.83
Hello,0ENSn4fwAbCGeFGVUbXEU3,Adele,0.451
Stitches,5t4B1kAlCD13YY9poph0Mg,Shawn Mendes,0.745
Mind Reader,1N0j6Gw5lmfI7kipAgYcma,Dustin Lynch,0.8
Fight Song,37f4ITSlgPX81ad2EvmVQr,Rachel Platten,0.714
Confident,0Mn3amMRMoabaoTf1Publ4,Demi Lovato,0.763
Dibs,6FWrlXo99QRmPtOeUSWDjv,Kelsea Ballerini,0.733
Roses,?,The Chainsmokers Featuring Rozes,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Olivia,5dONhl6aXFuN86UBdayF6W,One Direction,0.681
Country Nation,4yL5WpJZmoxAV4udhE55VY,Brad Paisley,0.861
Don't Hurt Yourself,?,Beyonce Featuring Jack White,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Back Up,?,DeJ Loaf Featuring Big Sean,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Oui,0PJIbOdMs3bd5AT8liULMQ,Jeremih,0.703
Should've Been Us,5SUKnxEQaFFeudmI4qYLd9,Tori Kelly,0.75
Traveller,3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,0.369
Views,12VWzyPDBCc8fqeWCAfNwR,Drake,0.617
Needed Me,1Tt4sE4pXi57mTD1GCzsqm,Rihanna,0.325
Think Of You,6W9W8dSswA8KNegvl3W97V,Chris Young Duet With Cassadee Pope,0.893
Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb,Justin Bieber,0.301
oui,0PJIbOdMs3bd5AT8liULMQ,Jeremih,0.703
Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC,Dan + Shay,0.704
Let Me Love You,?,Ariana Grande Featuring Lil Wayne,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Low Life,?,Future Featuring The Weeknd,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Here,1wYZZtamWTQAoj8B812uKQ,Alessia Cara,0.822
This Is What You Came For,?,Calvin Harris Featuring Rihanna,?,?,?,?,?,?,?,?,?,?,?,?,?,?
All The Way Up,61QSuw5VlC0LTS8WMO356g,Fat Joe & Remy Ma Featuring French Montana,0.721
Where Ya At,?,Future Featuring Drake,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Mark My Words,2SnNaoNhMjC1WRMTWD8qTX,Justin Bieber,0.258
Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,Thomas Rhett,0.383
Perfect,3NLnwwAQbbFKcEcV8hDItk,One Direction,0.823
Die A Happy Man,1mExCoXAGKI6abLGXoG7O3,Nelly,0.745
Victorious,6od5hFv9IT5JHc7NEF9HRv,Panic! At The Disco,0.865
Hollow,160hN2OsDXnmgExwtG7cvD,Tori Kelly,0.664
Acquainted,7uJH0YdSZL6psjxI6Xy08b,The Weeknd,0.484
Marvin Gaye,?,Charlie Puth Featuring Meghan Trainor,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Lonesome Broken And Blue,1mx5Q2cmOzUUjEURXbJNOB,Adam Wakefield,0.562
The Christmas Song (Merry Christmas To You),6NMz3Cjvod2qnJjakiRDA8,Nat King Cole,0.141
Work From Home,?,Fifth Harmony Featuring Ty Dolla $ign,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,Ruth B,0.0565
Hymn For The Weekend,3RiPr603aXAoi4GHyXx0uy,Coldplay,0.743
Tell Your Friends,1mhVXWduD8ReDwusfaHNwU,The Weeknd,0.459
Work,?,Rihanna Featuring Drake,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Planes,?,Jeremih Featuring J. Cole,?,?,?,?,?,?,?,?,?,?,?,?,?,?
$ave Dat Money,?,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,Fall Out Boy,0.956
Ex's & Oh's,30KcJZaETkOl3kabw7R7D3,Elle King,0.466
New Americana,6Xs7OKt6i0Ddq8B4M5Dgvr,Halsey,0.694
Flex (Ooh Ooh Ooh),4T0ScSPdQKmGvruK7pavNP,Rich Homie Quan,0.607
Big Rings,7jslhIiELQkgW9IHeYNOWE,Drake & Future,0.676
Stick Talk,20fAoPjfYltmd3K3bO7gbt,Future,0.672
679,?,Fetty Wap Featuring Remy Boyz,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Company,61uyGDPJ06MkxJtHgPmuyO,Justin Bieber,0.8
Father Stretch My Hands Pt. 1,6QO46cJfmFvvCKUgauKOKS,Kanye West,0.563
Hallelujah,0GhuwiwcAuw3zU5QHCmBiP,Lindsey Stirling,0.437
