I'll Be There,Jackson 5,210471
The Love You Save,Jackson 5,210471
ABC,Jackson 5,210471
I Want You Back,Jackson 5,210471
The Rapper,Jaggerz,180
Fire And Rain,James Taylor,223773
The Letter,Joe Cocker,181520
Walk A Mile In My Shoes,Joe South,1495
Instant Karma (We All Shine On),John Lennon,335304
Something's Burning,Kenny Rogers and The First Edition,2931
Lola,Kinks,286659
Arizona,Mark Lindsay,468
Reflections Of My Life,Marmalade,3632
Lay Down (Candles In The Rain),Melanie and The Edwin Hawkins Singers,?
Love On A Two Way Street,Moments,3503
Mississippi Queen,Mountain,90138
In The Summertime,Mungo Jerry,13957
Cracklin' Rose,Neil Diamond,175044
Look What They've Done To My Song Ma,New Seekers,2704
Spirit In The Sky,Norman Greenbaum,9812
The Bells,Originals,4037
Are You Ready?,Pacific Gas and Electric,1302
Gimme Dat Ding,Pipkins,160
Which Way You Goin' Billy?,Poppy Family,634
Indiana Wants Me,R. Dean Taylor,1322
(I Know) I'm Losing You,Rare Earth,9197
Get Ready,Rare Earth,9197
Everything Is Beautiful,Ray Stevens,9129
Lay A Little Lovin' On Me,Robin McNamara,26
(If You Let Me Make Love To You Then) Why Can't I Touch You,Ronnie Dyson,431
Evil Ways,Santana,379072
Venus,Shocking Blue,15823
Bridge Over Troubled Water,Simon and Garfunkel,587707
Cecelia,Simon and Garfunkel,587707
It's A Shame,Spinners,25201
"Signed Sealed, Delivered (I'm Yours)",Stevie Wonder,737156
Green-Eyed Lady,Sugarloaf,1564
Up The Ladder To The Roof,Supremes,117186
Ma Belle Amie,Tee Set,233
Psychedelic Shack,Temptations,222205
Ball Of Confusion (That's What The World Is Today),Temptations,222205
Mama Told Me (Not To Come),Three Dog Night,31828
Without Love (There Is Nothing),Tom Jones,132456
Turn Back The Hands Of Time,Tyrone Davis,10506
Hitchin' A Ride,Vanity Fare,649
My Baby Loves Lovin',White Plains,569
Tired Of Being Alone,Al Green,219556
Love Story (Where Do I Begin),Andy Williams,54150
Bridge Over Troubled Water,Aretha Franklin,362861
Spanish Harlem,Aretha Franklin,362861
How Can You Mend A Broken Heart,Bee Gees,423772
Lonely Days,Bee Gees,423772
Funky Nassau,Beginning Of The End,1248
Stay Awhile,Bells,195271
Ain't No Sunshine,Bill Withers,173113
Watching Scotty Grow,Bobby Goldsboro,4972
If,Bread,67322
Right On The Tip Of My Tongue,Brenda and The Tabulations,113
One Toke Over The Line,Brewer and Shipley,1382
Timothy,Buoys,299
That's The Way I've Always Heard It Should Be,Carly Simon,59634
I Feel The Earth Move,Carole King,102656
It's Too Late,Carole King,102656
Superstar,Carpenters,149472
For All We Know,Carpenters,149472
Rainy Days And Mondays,Carpenters,149472
Wild World,Cat Stevens,314680
Beginnings,Chicago,42599
Color My World,Chicago,42599
Treat Her Like A Lady,Cornelius Brothers and Sister Rose,1026
Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,88
I Hear You Knocking,Dave Edmunds,10206
Knock Three Times,Dawn,21027
Never Ending Song Of Love,Delaney and Bonnie and Friends,?
Trapped By A Thing Called Love,Denise Lasalle,3860
Go Away Little Girl,Donny Osmond,13326
Sweet And Innocent,Donny Osmond,13326
Riders On The Storm,Doors,528482
Love Her Madly,Doors,528482
Whatcha See Is Whatcha Get,Dramatics,12115
One Less Bell To Answer,Fifth Dimension,5611
Signs,Five Man Electrical Band,784
Here Comes That Rainy Day Feeling Again,Fortunes,2738
Bring The Boys Home,Freda Payne,2961
I Love You For All Seasons,Fuzz,20502
Isn't It A Pity,George Harrison,128304
My Sweet Lord,George Harrison,128304
If I Were Your Woman,Gladys Knight and The Pips,41943
If You Could Read My Mind,Gordon Lightfoot,41173
Temptation Eyes,Grass Roots,7589
Don't Pull Your Love,"Hamilton, Joe Frank and Reynolds",1196
I Don't Know How To Love Him,Helen Reddy,6510
Want Ads,Honey Cone,713
Proud Mary,Ike and Tina Turner,29249
"Theme From ""Shaft""",Isaac Hayes,46618
Never Can Say Goodbye,Jackson 5,210469
Mama's Pearl,Jackson 5,210469
You've Got A Friend,James Taylor,223776
Me And Bobby McGee,Janis Joplin,354328
Mr. Big Stuff,Jean Knight,3476
"When You're Hot, You're Hot",Jerry Reed,21751
Amos Moses,Jerry Reed,21751
The Night They Drove Old Dixie Down,Joan Baez,80349
"Take Me Home, Country Roads",John Denver,145568
Amazing Grace,Judy Collins,11708
Groove Me,King Floyd,2251
Do You Know What I Mean,Lee Michaels,1244
Me And You And A Dog Named Boo,Lobo,29181
Rose Garden,Lynn Anderson,10400
Chirpy Chirpy Cheep Cheep,Mac and Katie Kissoon,290
Mercy Mercy Me (The Ecology),Marvin Gaye,548679
What's Going On,Marvin Gaye,548679
Woodstock,Matthews' Southern Comfort,770
I Am..I Said,Neil Diamond,175043
Mr. Bojangles,Nitty Gritty Dirt Band,25214
Put Your Hand In The Hand,Ocean,1359698
If Not For You,Olivia Newton-John,49452
One Bad Apple,Osmonds,5156
Yo-yo,Osmonds,5156
I Woke Up In Love This Morning,Partridge Family,4732
Doesn't Somebody Want To Be Wanted,Partridge Family,4732
"Oh Woman, Oh Why",Paul McCartney,623856
Another Day,Paul McCartney,623856
Wedding Song (There Is Love),Paul Stookey,941
It's Impossible,Perry Como,25662
Indian Reservation,Raiders,57893
I Just Want To Celebrate,Rare Earth,9196
Here Comes The Sun,Richie Havens,14071
It Don't Come Easy,Ringo Starr,44827
Find A) Reason To Believe,Rod Stewart,331221
Maggie May,Rod Stewart,331221
Brown Sugar,Rolling Stones,1600340
Help Me Make It Through The Night,Sammi Smith,1309
Sweet City Woman,Stampeders,639
If You Really Love Me,Stevie Wonder,737157
Just My Imagination (Running Away With Me),Temptations,222204
Liar,Three Dog Night,31827
Joy To The World,Three Dog Night,31827
She's A Lady,Tom Jones,132465
Draggin' The Line,Tommy James,15261
Smiling Faces Sometimes,Undisputed Truth,2377
Sweet Mary,Wadsworth Mansion,46
Won't Get Fooled Again,Who,548634
"Don't Knock My Love, Pt. 1",Wilson Pickett,40751
Last Night I Didn't Get To Sleep At All,5th Dimension,5610
Let's Stay Together,Al Green,219553
I'm Still In Love With You,Al Green,219553
Look What You Done For Me,Al Green,219553
School's Out,Alice Cooper,219189
A Horse With No Name,America,417276
Joy,Apollo 100,413
Day Dreaming,Aretha Franklin,362860
Hold Your Head Up,Argent,4151
The City Of New Orleans,Arlo Guthrie,17753
Clean Up Woman,Betty Wright,23927
Lean On Me,Bill Withers,173116
Use Me,Bill Withers,173116
Outa-Space,Billy Preston,9629
Sealed With A Kiss,Bobby Vinton,14421
Everything I Own,Bread,67323
Anticipation,Carly Simon,59636
Hurting Each Other,Carpenters,149477
Morning Has Broken,Cat Stevens,314679
Jungle Fever,Chakachas,1026
Kiss An Angel Good Morning,Charlie Pride,15175
The Way Of Love,Cher,78514
Saturday In The Park,Chicago,42598
Oh Girl,Chi-Lites,14611
My Ding-A-Ling,Chuck Berry,182182
Precious And Few,Climax,4016
Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,1756
Too Late To Turn Back Now,Cornelius Brothers and Sister Rose,1023
Freddie's Dead,Curtis Mayfield,107811
Beautiful Sunday,Daniel Boone,774
Scorpio,Dennis Coffey and The Detroit Guitar Band,53
Layla,Derek and The Dominos,39126
Baby Let Me Take You (In My Arms),Detroit Emeralds,772
Vincent,Don Mclean,64159
American Pie,Don McLean,64159
Castles In The Air,Don Mclean,64159
The Happiest Girl In The Whole U.S.A.,Donna Fargo,2739
Puppy Love,Donny Osmond,13325
Sylvia's Mother,Dr. Hook and The Medicine Show,51313
In The Rain,Dramatics,12116
Rocket Man,Elton John,707692
Burning Love,Elvis Presley,1088166
Nice To Be With You,Gallery,1541
Alone Again (Naturally),Gilbert O'Sullivan,20340
Day By Day,Godspell,501
Taxi,Harry Chapin,17414
I'd Like To Teach The World To Sing,Hillside Singers,34
Long Cool Woman (In A Black Dress),Hollies,70878
Popcorn,Hot Butter,4213
Doctor My Eyes,Jackson Browne,93196
"Good Foot, Pt. 1",James Brown,316171
You Don't Mess Around With Jim,Jim Croce,76640
Troglodyte,Jimmy Castor Bunch,3223
Drowning In The Sea Of Love,Joe Simon,2337
Power Of Love,Joe Simon,2337
I Gotcha,Joe Tex,2
I Can See Clearly Now,Johnny Nash,11087
Sunshine,Jonathan Edwards,2651
Brandy (You're A Fine Girl),Looking Glass,4303
If Loving You Is Wrong I Don't Want To Be Right,Luther Ingram,2026
Baby Don't Get Hooked On Me,Mac Davis,2519
Everybody Plays The Fool,Main Ingredient,4974
Starting All Over Again,Mel and Tim,541
Brand New Key,Melanie,776048
Ben,Michael Jackson,2580519
Rockin' Robin,Michael Jackson,2580519
Nights In White Satin,Moody Blues,92417
How Do You Do,Mouth and MacNeal,538
Song Sung Blue,Neil Diamond,175043
Heart Of Gold,Neil Young,525291
I'd Like To Teach The World To Sing,New Seekers,2699
Without You,Nilsson,42400
Coconut,Nilsson,42400
Back Stabbers,O'Jays,55656
Down By The Lazy River,Osmonds,5156
Mother And Child Reunion,Paul Simon,315571
Go All The Way,Raspberries,4000
The Witch Queen Of New Orleans,Redbone,12825
Garden Party,Rick Nelson,284
Speak To The Sky,Rick Springfield,34324
The First Time Ever I Saw Your Face,Roberta Flack,43042
Where Is The Love,Roberta Flack and Donny Hathaway,1254
Motorcycle Mama,Sailcat,48
Candy Man,Sammy Davis Jr.,38282
Family Affair,Sly and The Family Stone,75653
A Cowboy's Work Is Never Done,Sonny and Cher,11765
I'll Take You There,Staple Singers,20696
"Betcha By Golly, Wow",Stylistics,33676
Bang A Gong (Get It On),T. Rex,98782
Never Been To Spain,Three Dog Night,31827
Black And White,Three Dog Night,31827
I Saw The Light,Todd Rundgren,25946
Slippin' Into Darkness,War,236863
Daddy Don't You Walk So Fast,Wayne Newton,2846
Roundabout,Yes,158836
Here I Am (Come And Take Me),Al Green,219553
It Never Rains In Southern California,Albert Hammond,38164
Ramblin' Man,Allman Brothers,157702
Danny's Song,Anne Murray,17147
My Maria,B.W. Stevenson,388
I'm Gonna Love You Just A Little More,Barry White,233873
Do You Want To Dance?,Bette Midler,56592
Boogie Woogie Bugle Boy,Bette Midler,56592
Me And Mrs. Jones,Billy Paul,20721
Will It Go Round In Circles,Billy Preston,9629
Natural High,Bloodstone,5769
Monster Mash,"Bobby ""Boris"" Pickett and The Crypt Kickers",91
You're So Vain,Carly Simon,59636
Sing,Carpenters,149477
Yesterday Once More,Carpenters,149477
Behind Closed Doors,Charlie Rich,9366
Half Breed,Cher,78514
Feelin' Stronger Every Day,Chicago,42598
Playground In My Mind,Clint Holmes,133
Superfly,Curtis Mayfield,107811
Space Oddity,David Bowie,1340679
Smoke On The Water,Deep Purple,395127
Also Sprach Zarathustra (2001),Deodato,6038
Touch Me In The Morning,Diana Ross,108163
Drift Away,Dobie Gray,4698
Funny Face,Donna Fargo,2739
The Twelfth Of Never,Donny Osmond,13325
Long Train Running,Doobie Brothers,112821
The Cover Of Rolling Stone,Dr. Hook and The Medicine Show,51313
"Right Place, Wrong Time",Dr. John,55815
Frankenstein,Edgar Winter Group,6373
Free Ride,Edgar Winter Group,6373
Last Song,Edward Bear,236
Daniel,Elton John,707692
Crocodile Rock,Elton John,707692
Hocus Pocus,Focus,10629
Ain't No Woman (Like The One I Got),Four Tops,64042
Give Me Love (Give Me Peace On Earth),George Harrison,128305
Clair,Gilbert O'Sullivan,20341
Get Down,Gilbert O'Sullivan,20341
Midnight Train To Georgia,Gladys Knight and The Pips,41939
Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight and The Pips,41939
We're An American Band,Grand Funk Railroad,36334
Peaceful,Helen Reddy,6512
Delta Dawn,Helen Reddy,6512
"Oh, Babe, What Would You Say?",Hurricane Smith,590
Daddy's Home,Jermaine Jackson,5316
Bad Bad Leroy Brown,Jim Croce,76640
Rocky Mountain High,John Denver,145568
I Believe In You,Johnnie Taylor,14692
Stir It Up,Johnny Nash,11087
Rockin' Pneumonia And The Boogie Woogie Flu,Johnny Rivers,9917
Daisy A Day,Jud Strunk,?
Dancing In The Moonlight,King Harvest,3639
Why Me,Kris Kristofferson,38312
Don't Expect Me To Be Your Friend,Lobo,29181
Your Mama Don't Dance,Loggins and Messina,10846
Let's Get It On,Marvin Gaye,548679
The Morning After,Maureen McGovern,1157
Funky Worm,Ohio Players,25718
Love Train,O'Jays,55656
My Love,Paul McCartney and Wings,?
Loves Me Like A Rock,Paul Simon,315571
Kodachrome,Paul Simon,315571
Money,Pink Floyd,1615444
Yes We Can Can,Pointer Sisters,36320
Killing Me Softly With His Song,Roberta Flack,43042
Angie,Rolling Stones,1600340
Diamond Girl,Seals and Crofts,16312
Wildflower,Skylark,135
If You Want Me To Stay,Sly and The Family Stone,75653
Could It Be I'm Falling In Love,Spinners,25196
One Of A Kind (Love Affair),Spinners,25196
Stuck In The Middle With You,Stealers Wheel,20503
Reelin' In The Years,Steely Dan,154456
Do It Again,Steely Dan,154456
You Are The Sunshine Of My Life,Stevie Wonder,737157
Higher Ground,Stevie Wonder,737157
Superstition,Stevie Wonder,737157
Brother Louie,Stories,7131
Break Up To Make Up,Stylistics,33676
Little Willy,Sweet,42904
Pillow Talk,Sylvia,3488
Masterpiece,Temptations,222204
Papa Was A Rolling Stone,Temptations,222204
Shambala,Three Dog Night,31827
Why Can't We Live Together,Timmy Thomas,2185
"Say, Has Anybody Seen My Sweet Gypsy Rose",Tony Orlando and Dawn,2293
Tie A Yellow Ribbon Round The Ole Oak Tree,Tony Orlando and Dawn,2293
So Very Hard To Go,Tower Of Power,49256
The Night The Lights Went Out In Georgia,Vicki Lawrence,222
The World Is A Ghetto,War,236863
Gypsy Man,War,236863
The Cisco Kid,War,236863
Live And Let Die,Wings,41199
Waterloo,ABBA,555732
Show And Tell,Al Wilson,3619
Rock Me Gently,Andy Kim,999
A Love Song,Anne Murray,17147
You Won't See Me,Anne Murray,17147
Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,362860
Takin' Care Of Business,Bachman-Turner Overdrive,29539
The Way We Were,Barbra Streisand,126878
"Never, Never Gonna Give You Up",Barry White,233873
Nothing From Nothing,Billy Preston,9629
Sideshow,Blue Magic,7158
Hooked On A Feeling,Blue Swede,14081
Billy Don't Be A Hero,Bo Donaldson and The Heywoods,174
Lookin' For A Love,Bobby Womack,94317
Smokin' In The Boy's Room,Brownsville Station,1266
Mockingbird,Carly Simon,59636
Top Of The World,Carpenters,149477
Oh Very Young,Cat Stevens,314679
A Very Special Love Song,Charlie Rich,9366
The Most Beautiful Girl,Charlie Rich,9366
Dark Lady,Cher,78514
(I've Been) Searchin' So Long,Chicago,42598
Call On Me,Chicago,42598
Please Come To Boston,Dave Loggins,1058
Rock On,David Essex,5175
My Mistake Was To Love You,Diana Ross and Marvin Gaye,?
Then Came You,Dionne Warwick and The Spinners,?
I'm Leaving It All Up To You,Donny and Marie Osmond,?
Boogie Down,Eddie Kendricks,5338
Don't Let The Sun Go Down On Me,Elton John,707692
Bennie And The Jets,Elton John,707692
I Shot The Sheriff,Eric Clapton,637915
Wild Thing,Fancy,27559
Beach Baby,First Class,317
Rock Your Baby,George McCrae,4973
Best Thing That Ever Happened To Me,Gladys Knight and The Pips,41939
On And On,Gladys Knight and The Pips,41939
I've Got To Use My Imagination,Gladys Knight and The Pips,41939
Radar Love,Golden Earring,33207
Sundown,Gordon Lightfoot,41171
The Loco-Motion,Grand Funk Railroad,36334
Clap For The Wolfman,Guess Who,31753
You And Me Against The World,Helen Reddy,6512
Leave Me Alone (Ruby Red Dress),Helen Reddy,6512
The Air That I Breathe,Hollies,70878
Rock The Boat,Hues Corporation,1009
Dancing Machine,Jackson 5,210469
Time In A Bottle,Jim Croce,76640
I'll Have To Say I Love You In A Song,Jim Croce,76640
My Girl Bill,Jim Stafford,913
Wildwood Weed,Jim Stafford,913
Spiders And Snakes,Jim Stafford,913
Sunshine On My Shoulders,John Denver,145568
Annie's Song,John Denver,145568
Hang On In There Baby,Johnny Bristol,814
Help Me,Joni Mitchell,166757
Hollywood Swinging,Kool and The Gang,114382
Jungle Boogie,Kool and The Gang,114382
Trying To Hold On To My Woman,Lamont Dozier,1318
Love's Theme,Love Unlimited Orchestra,4611
One Hell Of A Woman,Mac Davis,2519
Just Don't Want To Be Lonely,Main Ingredient,4974
Midnight At The Oasis,Maria Muldaur,2515
The Entertainer,Marvin Hamlisch,1555
TSOP,MFSB,3764
Tubular Bells,Mike Oldfield,120864
Eres Tu (Touch The Wind),Mocedades,35282
Put Your Hands Together,O'Jays,55656
For The Love Of Money,O'Jays,55656
I Honestly Love You,Olivia Newton-John,49452
If You Love Me (Let Me Know),Olivia Newton-John,49452
Let Me Be There,Olivia Newton-John,49452
The Night Chicago Died,Paper Lace,3127
(You're) Having My Baby,Paul Anka,40181
Band On The Run,Paul McCartney and Wings,?
Jet,Paul McCartney and Wings,?
Helen Wheels,Paul McCartney and Wings,?
The Streak,Ray Stevens,9128
Come And Get Your Love,Redbone,12825
Rock And Roll Heaven,Righteous Brothers,44388
You're Sixteen,Ringo Starr,44827
Oh My My,Ringo Starr,44827
Feel Like Makin' Love,Roberta Flack,43042
Tell Me Something Good,Rufus,15021
The Lord's Prayer,Sister Janet Mead,9
Rikki Don't Lose That Number,Steely Dan,154456
The Joker,Steve Miller Band,112490
Living For The City,Stevie Wonder,737157
Don't You Worry 'Bout A Thing,Stevie Wonder,737157
You Make Me Feel Brand New,Stylistics,33676
Rockin' Roll Baby,Stylistics,33676
Seasons In The Sun,Terry Jacks,5257
The Show Must Go On,Three Dog Night,31827
"Hello, It's Me",Todd Rundgren,25946
I Love,Tom T. Hall,8260
Me And Baby Brother,War,236863
Keep On Smilin',Wet Willie,1630
Be Thankful For What You Got,William Devaughn,2138
I'm Not In Love,10cc,55017
How Long,Ace,192538
Sha-La-La (Make Me Happy),Al Green,219553
Only Women Bleed,Alice Cooper,219190
Third Rate Romance,Amazing Rhythm Aces,1158
Lonely People,America,417276
Sister Golden Hair,America,417276
Cut The Cake,Average White Band,22569
Pick Up The Pieces,Average White Band,22569
(Hey Wont You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,8461
Express,B.T. Express,2435
You Aint Seen Nothin' Yet,Bachman-Turner Overdrive,29539
Free Wheelin',Bachman-Turner Overdrive,29539
Feel Like Makin' Love,Bad Company,82418
Could It Be Magic,Barry Manilow,69311
Mandy,Barry Manilow,69311
"You're The First, The Last, My Everything",Barry White,233873
Jive Talkin',Bee Gees,423774
I Can Help,Billy Swan,3636
Walking In Rhythm,Blackbyrds,2905
Love Will Keep Us Together,Captain and Tennille,7854
Kung Fu Fighting,Carl Douglas,5119
Doctor's Orders,Carol Douglas,562
Only Yesterday,Carpenters,149477
Please Mr. Postman,Carpenters,149477
Fame,David Bowie,1340679
Get Dancin',Disco Tex and The Sex-O-lettes,143
Morning Side Of The Mountain,Donny and Marie Osmond,?
Black Water,Doobie Brothers,112821
I'm On Fire,Dwight Twilley Band,1470
Best Of My Love,Eagles,407502
One Of These Nights,Eagles,407502
Lyin' Eyes,Eagles,407502
Shining Star,"Earth, Wind and Fire",362936
Shoeshine Boy,Eddie Kendricks,5338
Can't Get It Out Of My Head,Electric Light Orchestra,271967
Someone Saved My Life Tonight,Elton John,707692
Lucy In The Sky With Diamonds,Elton John,707692
Philadelphia Freedom,Elton John,707692
My Eyes Adored You,Frankie Valli,94578
Swearin' To God,Frankie Valli,94578
Before The Next Teardrop Falls,Freddy Fender,14903
Wasted Days And Wasted Nights,Freddy Fender,14903
The Way We Were,Gladys Knight and The Pips,41939
Rhinestone Cowboy,Glen Campbell,37861
Never Can Say Goodbye,Gloria Gaynor,46166
Some Kind Of Wonderful,Grand Funk,9900
Bad Time,Grand Funk,9900
Fallin' In Love,"Hamilton, Joe Frank and Reynolds",1196
Cat's In The Cradle,Harry Chapin,17415
Angie Baby,Helen Reddy,6510
"Fight The Power, Pt. 1",Isley Brothers,131712
How Sweet It Is (To Be Loved by You),James Taylor,223773
At Seventeen,Janis Ian,11861
I'm Not Lisa,Jessi Colter,1691
Bungle In The Jungle,Jethro Tull,176882
You Are So Beautiful,Joe Cocker,181520
It's A Sin When You Love Somebody,Joe Cocker,181520
"Get Down, Get Down (Get On The Floor)",Joe Simon,2336
I'm Sorry,John Denver,145571
Calypso,John Denver,145571
Thank God I'm A Country Boy,John Denver,145571
Get Down Tonight,K.C. and The Sunshine Band,43002
Lady Marmalade,Labelle,38879
Long Tall Glasses (I Can Dance),Leo Sayer,15648
When Will I Be Loved,Linda Ronstadt,51892
You're No Good,Linda Ronstadt,51892
Love Won't Let Me Wait,Major Harris,1365
Midnight Blue,Melissa Manchester,3531
Wildfire,Michael Murphy,71
The Rockford Files,Mike Post,7
Lovin' You,Minnie Riperton,24612
Feelings,Morris Albert,1120
Bad Blood,Neil Sedaka,24110
Laughter In The Rain,Neil Sedaka,24110
Fire,Ohio Players,25722
Have You Never Been Mellow,Olivia Newton-John,49450
Please Mr Please,Olivia Newton-John,49450
Dance With Me,Orleans,4903
Jackie Blue,Ozark Mountain Daredevil,4200
I Don't Like To Sleep Alone,Paul Anka,40176
Junior's Farm,Paul McCartney and Wings,?
Sally G,Paul McCartney and Wings,?
Poetry Man,Phoebe Snow,4269
Magic,Pilot,1745305
Killer Queen,Queen,2423367
Misty,Ray Stevens,9129
Snookeroo,Ringo Starr,44828
Only You,Ringo Starr,44828
No No Song,Ringo Starr,44828
You Got The Love,Rufus,15022
Chevy Van,Sammy Johns,11414
Boogie On Reggae Woman,Stevie Wonder,737156
Lady,Styx,111805
"Don't Call Us, We'll Call You",Sugarloaf,1564
Ballroom Blitz,Sweet,42901
It Only Takes A Minute,Tavares,13169
When Will I See You Again,Three Degrees,7051
He Don't Love You (Like I Love You),Tony Orlando and Dawn,2295
Why Can't We Be Friends?,War,236860
Listen To What The Man Said,Wings,41198
Dream On,Aerosmith,941461
"More, More, More",Andrea True Connection,1186
Tryin' To Get The Feeling Again,Barry Manilow,69309
I Write The Songs,Barry Manilow,69309
Money Honey,Bay City Rollers,11120
Saturday Night,Bay City Rollers,11120
Rock And Roll Music,Beach Boys,509219
Got To Get You Into My Life,Beatles,2007186
Fanny (Be Tender With My Love),Bee Gees,423772
You Should Be Dancing,Bee Gees,423772
Let Your Love Flow,Bellamy Brothers,15902
Lowdown,Boz Scaggs,32093
I'll Be Good To You,Brothers Johnson,17948
Convoy,C.W. McCall,4863
Young Hearts Run Free,Candi Staton,11895
Lonely Night (Angel Face),Captain and Tennille,7855
Shop Around,Captain and Tennille,7855
If You Leave Me Now,Chicago,42599
Devil Woman,Cliff Richard,41879
Sweet Love,Commodores,85357
Sara Smile,Daryl Hall and John Oates,158630
She's Gone,Daryl Hall and John Oates,158630
Golden Years,David Bowie,1340678
Walk Away From Love,David Ruffin,8356
"Theme From ""Mahogany""",Diana Ross,108164
Love Hangover,Diana Ross,108164
Love To Love You Baby,Donna Summer,123147
Deep Purple,Donny and Marie Osmond,?
Misty Blue,Dorothy Moore,2749
A Little Bit More,Dr. Hook,51312
Only Sixteen,Dr. Hook,51312
Take It To The Limit,Eagles,407501
Getaway,"Earth, Wind and Fire",362935
Sing A Song,"Earth, Wind and Fire",362935
Evil Woman,Electric Light Orchestra,271968
Island Girl,Elton John,707694
Don't Go Breaking My Heart,Elton John and Kiki Dee,?
Fooled Around And Fell In Love,Elvin Bishop,5676
I'd Really Love To See You Tonight,England Dan and John Ford Coley,9947
All By Myself,Eric Carmen,16331
Rhiannon (Will You Ever Win),Fleetwood Mac,800876
Say You Love Me,Fleetwood Mac,800876
Slow Ride,Foghat,32242
"December, 1963 (Oh, What A Night)",Four Seasons,94580
Dream Weaver,Gary Wright,4165
Love Is Alive,Gary Wright,4165
This Masquerade,George Benson,77408
Country Boy (You Got Your Feet In L.A.),Glen Campbell,37857
Shannon,Henry Gross,465
You Sexy Thing,Hot Chocolate,26697
With Your Love,Jefferson Starship,15491
Welcome Back,John Sebastian,2803
Let Her In,John Travolta,30801
Disco Lady,Johnnie Taylor,14686
That's The Way I Like It,K.C. and The Sunshine Band,43002
"(Shake, Shake, Shake) Shake Your Booty",K.C. and The Sunshine Band,43002
I'm Easy,Keith Carradine,262
Rock And Roll All Nite,Kiss,549458
Junk Food Junkie,Larry Groce,2647
You'll Never Find Another Love Like Mine,Lou Rawls,16833
Kiss And Say Goodbye,Manhattans,18260
Right Back Where We Started From,Maxine Nightingale,2328
Love Hurts,Nazareth,66131
Love Rollercoaster,Ohio Players,25722
Who'd She Coo,Ohio Players,25722
I Love Music (Pt. 1),O'Jays,55657
Still The One,Orleans,4903
Tear The Roof Off The Sucker,Parliament,52412
Times Of Your Life,Paul Anka,40176
50 Ways To Leave Your Lover,Paul Simon,315575
"Baby, I Love Your Way",Peter Frampton,54907
Show Me The Way,Peter Frampton,54907
Bohemian Rhapsody,Queen,2423367
You're My Best Friend,Queen,2423367
"Theme From ""S.W.A.T""",Rhythm Heritage,123
Disco Duck,Rick Dees,?
Sweet Thing,Rufus,15022
Get Closer,Seals and Crofts,16312
"Fly, Robin, Fly",Silver Convention,2523
Get Up And Boogie,Silver Convention,2523
Let's Do It Again,Staple Singers,20694
Moonlight Feels Right,Starbuck,952
Afternoon Delight,Starland Vocal Band,2442
Take The Money And Run,Steve Miller Band,112492
Fox On The Run,Sweet,42901
Boogie Fever,Sylvers,1661
Heaven Must Be Missing An Angel,Tavares,13169
The Boys Are Back In Town,Thin Lizzy,149088
Turn The Beat Around,Vicki Sue Robinson,516
Summer,War,236864
Squeeze Box,Who,548639
Play That Funky Music,Wild Cherry,16996
Let 'Em In,Wings,41198
Silly Love Songs,Wings,41198
The Things We Do For Love,10cc,55017
Dancing Queen,ABBA,555728
"Knowing Me, Knowing You",ABBA,555728
Walk This Way,Aerosmith,941461
Year Of The Cat,Al Stewart,17838
Undercover Angel,Alan O'Day,221
You And Me,Alice Cooper,219188
I Never Cry,Alice Cooper,219188
Lonely Boy,Andrew Gold,4772
I Just Want To Be Your Everything,Andy Gibb,12128
So In To You,Atlanta Rhythm Section,8112
Don't Worry Baby,B.J. Thomas,8465
"Love Theme From ""A Star Is Born""",Barbra Streisand,126879
My Heart Belongs To Me,Barbra Streisand,126879
Weekend In New England,Barry Manilow,69309
Looks Like We Made It,Barry Manilow,69309
You Made Me Believe In Magic,Bay City Rollers,11120
Love So Right,Bee Gees,423772
"Theme From ""Rocky"" (Gonna Fly Now)",Bill Conti,15039
Night Moves,Bob Seger and The Silver Bullet Band,19141
Lido Shuffle,Boz Scaggs,32093
Lost Without Your Love,Bread,67322
Dazz,Brick,29442
Strawberry Letter 23,Brothers Johnson,17948
Stand Tall,Burton Cummings,1764
Muskrat Love,Captain and Tennille,7855
Nobody Does It Better,Carly Simon,59634
Couldn't Get It Right,Climax Blues Band,4012
Easy,Commodores,85357
Just A Song Before I Go,"Crosby, Stills and Nash",100655
Rich Girl,Daryl Hall and John Oates,158630
Jeans On,David Dundas,173
Don't Give Up On Us,David Soul,2132
Ariel,Dean Friedman,1371
Hotel California,Eagles,407501
New Kid In Town,Eagles,407501
Telephone Line,Electric Light Orchestra,271968
Livin' Thing,Electric Light Orchestra,271968
Sorry Seems To Be The Hardest Word,Elton John,707694
Way Down,Elvis Presley,1088170
Best Of My Love,Emotions,13763
After The Lovin',Engelbert Humperdinck,36120
Dreams,Fleetwood Mac,800876
Go Your Own Way,Fleetwood Mac,800876
Don't Stop,Fleetwood Mac,800876
Float On,Floaters,3098
Cold As Ice,Foreigner,188513
Feels Like The First Time,Foreigner,188513
Southern Nights,Glen Campbell,37857
Barracuda,Heart,294233
Boogie Nights,Heatwave,16925
You're My World,Helen Reddy,6510
Angel In Your Arms,Hot,2482595
Enjoy Yourself,Jacksons,52944
Handy Man,James Taylor,223773
