song_title,spotify_id,artist,year,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,word_count,reading_ease,polarity,subjectivity,followers,listeners,play_count,is_winner,is_nominee,winner_score,weight
To Know Him Is To Love Him,12UGU3ev7jEYzTG8r25H8J,Teddy Bears,1958,8,oldies,0.262,0.304,2,-9.628,1,0.0298,0.941,2.28E-05,0.0996,0.36,174.852,144840,3,209,101.26,0.433333333,0.541880342,84,5909,18529,0,0,0,{2.23907E-05}
Its All In The Game,01OFUZ8btJxFI6n5igQUqx,Tommy Edwards,1958,33,oldies,0.332,0.148,3,-17.523,1,0.032,0.864,0.0609,0.206,0.628,70.881,156440,4,108,96.18,0.246153846,0.548076923,813,26174,81708,0,0,0,{2.23907E-05}
Liechtensteiner Polka,07EUWSapLpLNWPu5b696XZ,Will Glahe,1958,2,oldies,0.784,0.476,5,-12.054,1,0.0597,0.285,0,0.0427,0.952,123.834,149893,4,193,91.78,0,0,179,423,919,0,0,0,{2.23907E-05}
Hawaiian Wedding Song,6u8Nycj3p4GTB1mNXCVNUc,Andy Williams,1959,25,oldies,0.329,0.0963,10,-19.019,1,0.0326,0.866,0.000377,0.357,0.166,68.61,146286,3,110,99.23,0.38125,0.49375,54150,3754,7471,0,0,0,{2.7348E-05}
Lonely Street,677V1U9ZgCy4MaEvqWLazd,Andy Williams,1959,12,oldies,0.285,0.155,9,-13.249,1,0.0307,0.925,0.0285,0.258,0.247,99.937,162067,3,105,73.85,-0.122222222,0.616666667,54150,5808,12022,0,0,0,{2.7348E-05}
Tall Paul,6bvDO8Tlri00vXUIhJuIQc,Annette,1959,15,oldies,0.377,0.574,0,-8.081,0,0.0433,0.68,1.74E-05,0.405,0.962,202.096,94040,4,162,100.24,0.391628788,0.444545455,21211,979,2201,0,0,0,{2.7348E-05}
Ive Had It,4kj6CdWwrpReAYZjX9Srxq,Bell Notes,1959,22,oldies,0.542,0.781,4,-12.592,1,0.109,0.816,0.0283,0.263,0.933,147.183,162560,4,156,91.78,0.0265625,0.428125,37,2443,6958,0,0,0,{2.7348E-05}
The All American Boy,3U8aRuxVXUp2Wo3mpBTRt3,Bill Parsons,1959,9,oldies,0.389,0.796,4,-9.149,1,0.0627,0.651,0,0.386,0.97,152.034,173124,4,336,97.2,0.092857143,0.385714286,23,1899,4053,0,0,0,{2.7348E-05}
Gotta Travel On,3HynxUWKnm7rtzjVkyXoHu,Billy Grammer,1959,13,oldies,0.568,0.512,3,-12.223,1,0.0764,0.822,1.14E-05,0.0941,0.883,177.144,150493,4,254,96.18,-0.0612,0.393866667,72,1741,4707,0,0,0,{2.7348E-05}
Mack The Knife,0YTgZJfVLmJ0b8XAMZKRKg,Bobby Darin,1959,54,jazz,0.549,0.529,3,-12.291,0,0.108,0.76,0,0.206,0.451,82.755,184333,4,188,98.21,0.013431013,0.216422466,39930,186002,566231,1,1,1,{2.7348E-05}
Dream Lover,1KLpjQFgubHI3GkAICCNH3,Bobby Darin,1959,55,oldies,0.526,0.774,5,-1.692,1,0.0459,0.715,0,0.437,0.71,131.715,150706,4,254,99.23,0.367857143,0.767857143,39930,138422,466747,0,0,0,{2.7348E-05}
Kissin Time,21ZVvnP0MY0EbrOovH0tUp,Bobby Rydell,1959,10,oldies,0.643,0.906,0,-5.368,0,0.0782,0.195,6.92E-06,0.297,0.931,94.88,132373,4,171,71.82,0.156140773,0.407712041,1951,8777,18605,0,0,0,{2.7348E-05}
Its Just A Matter Of Time,0w19YgP4UVaT5bNpONAD6X,Brook Benton,1959,24,soul,0.467,0.359,9,-9.686,1,0.03,0.695,6.14E-06,0.236,0.434,97.846,149760,3,103,99.23,0.232407407,0.500925926,6801,13666,34685,0,0,0,{2.7348E-05}
Endlessly,0SpBF69q2PCAAjAdh86NSk,Brook Benton,1959,19,soul,0.534,0.428,5,-12.217,1,0.0343,0.354,0,0.116,0.784,133.162,142733,4,65,90.77,0.341666667,0.583333333,6801,7685,18913,0,0,0,{2.7348E-05}
The Three Bells,5xghdTMuqQPqtDJ0bn3zkn,Browns,1959,30,oldies,0.455,0.327,7,-10.113,1,0.0328,0.83,0,0.0997,0.327,106.303,173840,4,223,83.32,0.100632184,0.448505747,15468,7615,23470,0,1,0.2,{2.7348E-05}
My Heart Is An Open Book,5EVfZx8oUnUa1SxnhA2aEt,Carl Dobkins Jr.,1959,21,oldies,0.829,0.271,4,-12.675,1,0.0555,0.693,0,0.102,0.821,125.777,130107,4,?,?,?,?,41,3096,9270,0,0,0,{2.7348E-05}
Petite Fleur,5IOrscHhyyr2LqbKu8wEXb,Chris Barbers Jazz Band,1959,33,jazz,0.712,0.165,8,-12.996,0,0.036,0.946,0.753,0.115,0.478,112.342,163077,4,?,?,?,?,34,6597,21228,0,0,0,{2.7348E-05}
A Lovers Question,6HBgCYResmsdmOufyHVoNB,Clyde Mcphatter,1959,34,oldies,0.67,0.436,0,-11.698,1,0.0554,0.887,1.71E-05,0.0609,0.95,83.023,150267,4,184,106.67,0.285714286,0.471428571,2328,19424,53715,0,0,0,{2.7348E-05}
Along Came Jones,4RPiAR1m2eglvjWMHHFu1Y,Coasters,1959,23,oldies,0.771,0.758,9,-6.013,1,0.3,0.504,0,0.109,0.764,104.684,178053,4,293,96.18,-0.033838384,0.372474747,21720,16174,41431,0,0,0,{2.7348E-05}
Charlie Brown,6Q0aBakbTsjQO6iGdxmXlx,Coasters,1959,36,oldies,0.646,0.628,3,-8.794,1,0.243,0.404,5.03E-06,0.00967,0.88,125.705,141667,4,181,100.24,-0.007936508,0.341269841,21720,45799,127750,0,0,0,{2.7348E-05}
Poison Ivy,2JFZV2sfZSW89nOQwFpX98,Coasters,1959,39,oldies,0.75,0.856,2,-4.966,1,0.0304,0.46,0,0.327,0.957,131.534,177880,4,296,91.78,-0.131746032,0.617460317,21720,36544,114982,0,0,0,{2.7348E-05}
My Happiness,5p3nN5hTdIwZuY3VGytk8b,Connie Francis,1959,28,oldies,0.461,0.339,10,-7.121,1,0.0289,0.838,0,0.145,0.317,108.754,148253,4,79,89.75,0.1,0.216666667,26697,20736,57690,0,0,0,{2.7348E-05}
Frankie,7MVis6mLRdMsYTbyxXhy0Q,Connie Francis,1959,24,oldies,0.566,0.484,3,-8.149,1,0.0254,0.814,5.13E-05,0.237,0.698,99.61,151200,3,124,84.68,0.090831391,0.534110334,26697,8300,30246,0,0,0,{2.7348E-05}
Lipstick On Your Collar,4zgYu3FPkTRkJdadp26FdY,Connie Francis,1959,33,oldies,0.531,0.884,7,-7.469,1,0.0462,0.82,0.000279,0.201,0.919,165.818,138933,4,184,94.15,0.132291667,0.180208333,26697,42950,126525,0,0,0,{2.7348E-05}
16 Candles,3Timk4Wy8wnJDCfq6O7YDW,Crests,1959,41,oldies,0.604,0.307,10,-10.832,1,0.0275,0.727,0,0.0932,0.602,114.009,174640,3,241,79.26,0.275983796,0.57962963,2575,1073,3452,0,0,0,{2.7348E-05}
The Happy Organ,2ByaTRkrAnioKrKN07kyMt,Dave Baby Cortez,1959,16,instrumental,0.648,0.867,1,-8.907,1,0.0335,0.466,0.0113,0.0803,0.968,91.356,121973,4,2,?,0,0,401,?,?,0,0,0,{2.7348E-05}
Dont You Know,3yIBU17cLkuB8tKMymOLvX,Della Reese,1959,27,oldies,0.149,0.367,3,-13.011,1,0.0347,0.799,0,0.0996,0.348,170.558,151707,1,92,117.16,0.166666667,0.516666667,2644,8877,20466,0,0,0,{2.7348E-05}
What A Diffrence A Day Makes,3GzdxSyrjurIDRC9mqdSMQ,Dinah Washington,1959,6,jazz,0.303,0.146,0,-17.613,1,0.0385,0.909,0.000137,0.2,0.124,88.784,150493,3,92,91.78,-0.0075,0.48,49188,10059,29260,0,0,0,{2.7348E-05}
A Teenager In Love,6AhHYWJOBMRjEi2z1tWpYa,Dion and The Belmonts,1959,53,oldies,0.549,0.273,1,-13.604,1,0.0381,0.627,0,0.192,0.694,79.136,153867,4,214,41.71,0.004487179,0.651923077,16928,1,5,0,0,0,{2.7348E-05}
There Goes My Baby,3cfN34fxSbtaJ5HmSDrdAX,Drifters,1959,47,oldies,0.715,0.572,6,-8.628,0,0.0527,0.0809,0,0.338,0.878,129.897,137107,4,176,83.32,0.348888889,0.497777778,48618,79425,227522,0,0,0,{2.7348E-05}
Forty Miles Of Bad Road,15YgxX3n6YriNfimb66WZr,Duane Eddy,1959,12,instrumental,0.719,0.685,2,-11.918,1,0.0874,0.0434,0.884,0.102,0.962,126.327,130600,4,1,?,0,0,8477,16025,42636,0,0,0,{2.7348E-05}
My Wish Came True,543SzJd0OFYwTU6AucokHq,Elvis Presley,1959,21,instrumental,0.254,0.177,2,-11.765,1,0.0345,0.958,1.49E-05,0.347,0.243,74.586,154640,4,64,92.8,0.4,0.566666667,1088162,10420,24851,0,0,0,{2.7348E-05}
(Now And Then Theres) A Fool Such As I,53Wf6uVFYa1Ef1pltkA54Q,Elvis Presley,1959,37,oldies,0.622,0.713,0,-8.104,1,0.0709,0.91,0.000179,0.147,0.606,128.751,157533,4,184,103.63,0.055921053,0.573684211,1088162,73165,229172,0,1,0.2,{2.7348E-05}
A Big Hunk O Love,5oV0Z1w1yZePvSY2Q6gtnD,Elvis Presley,1959,37,rock,0.389,0.852,0,-10.264,1,0.0946,0.725,0.0595,0.948,0.814,191.283,128760,4,222,104.64,0.156740196,0.298529412,1088162,118257,387993,0,0,0,{2.7348E-05}
I Need Your Love Tonight,1SoFz4D2PWB98avdJnt0XD,Elvis Presley,1959,32,oldies,0.509,0.8,7,-8.695,1,0.0462,0.863,0.000166,0.475,0.966,180.595,124627,4,216,106.67,0.366133787,0.565328798,1088162,40366,128435,0,0,0,{2.7348E-05}
In The Mood,2CkKIFlKiuIurIbU9V0exv,Ernie Fields Orchestra,1959,0,instrumental,0.442,0.806,1,-14.06,1,0.0348,0.586,0.977,0.328,0.974,162.417,166107,4,2,?,0,0,16,676,1587,0,0,0,{2.7348E-05}
Take A Message To Mary,2ngCefLJL2EmQr6nvs7NTf,Everly Brothers,1959,0,oldies,0.735,0.327,4,-14.646,1,0.0326,0.112,3.41E-06,0.338,0.376,117.916,148591,4,194,96.18,0.042045455,0.581818182,51500,19670,44255,0,0,0,{2.7348E-05}
(Til) I Kissed You,2erTdgDOZmjJNaNhjhWXhJ,Everly Brothers,1959,42,oldies,0.518,0.432,10,-11.689,0,0.0459,0.401,0,0.299,0.685,139.567,146067,4,180,97.2,0.121818182,0.365,51500,20211,55743,0,0,0,{2.7348E-05}
Tiger,2s8ZdwKuMXpEm8nh4Pptw1,Fabian,1959,0,oldies,0.618,0.976,7,-3.341,1,0.0561,0.00993,0.696,0.0683,0.697,127.99,240000,4,285,87.72,0.022429262,0.491752933,48810,8583,22387,0,0,0,{2.7348E-05}
Turn Me Loose,3UAtJlFbOoZOUUwMxUnOdY,Fabian,1959,3,oldies,0.497,0.52,7,-11.97,1,0.0315,0.795,0.000627,0.159,0.772,127.018,147507,3,222,95.17,-0.04577162,0.289289696,48810,4600,11085,0,0,0,{2.7348E-05}
Youre So Fine,2cB3gHGUPqGKC9L2j0YYvY,Falcons,1959,18,soul,0.628,0.253,1,-15.588,1,0.0363,0.923,1.47E-05,0.0926,0.654,115.654,147667,4,123,90.77,0.351041667,0.484375,2100,1378,3211,0,0,0,{2.7348E-05}
I Want To Walk You Home,2irSsbGB2N1M4nB4G26qBf,Fats Domino,1959,34,oldies,0.736,0.404,1,-12.374,1,0.043,0.662,0,0.177,0.795,89.975,141573,4,144,113.1,0.388888889,0.545526696,45428,28179,67437,0,0,0,{2.7348E-05}
So Fine,0TX0SRmxbm5ccRJfenC0Gx,Fiestas,1959,26,oldies,0.469,0.49,3,-10.649,1,0.0506,0.371,0,0.152,0.366,142.134,145947,4,102,94.15,0.328632479,0.467521368,190,9035,26258,0,0,0,{2.7348E-05}
I Only Have Eyes For You,3pHKy8Vmwi52p7V9ADdmTU,Flamingos,1959,45,oldies,0.547,0.319,5,-12.568,1,0.0286,0.854,0.000124,0.143,0.381,87.75,203000,3,95,107.69,0.217777778,0.78962963,59,101856,405085,0,0,0,{2.7348E-05}
Mr. Blue,6bnFjTW3EnMG4BwreDnSHK,Fleetwoods,1959,34,oldies,0.374,0.0889,4,-17.475,1,0.0356,0.931,6.88E-06,0.111,0.211,96.677,145133,4,?,?,?,?,2943,13817,42191,0,0,0,{2.7348E-05}
Come Softly To Me,603N4XGJUTbK760GLCvIIs,Fleetwoods,1959,43,oldies,0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.685,122.975,144933,4,227,100.24,0.168907563,0.384453782,2943,40562,143781,0,0,0,{2.7348E-05}
Only You,468m6fiwMdiu3KdG0ItcXO,Franck Pourcel,1959,17,instrumental,0.205,0.32,3,-10.345,1,0.0332,0.647,0.97,0.156,0.284,82.892,152587,4,122,99.23,0.215873016,0.863095238,6164,3500,8954,0,0,0,{2.7348E-05}
High Hopes,0U5nbtNkT53aslTdEBjpkF,Frank Sinatra ,1959,37,oldies,0.698,0.114,3,-13.71,1,0.0382,0.929,2.28E-06,0.249,0.674,137.99,162427,4,231,100.24,-0.0485,0.465444444,1078273,32209,97853,0,1,0.2,{2.7348E-05}
A Boy Without A Girl,75omAssCGLrA2iJWKO9tXU,Frankie Avalon,1959,2,oldies,0.291,0.136,4,-17.573,1,0.0303,0.851,0.00212,0.108,0.235,58.446,121521,4,124,97.2,0.4125,0.5125,3865,2097,5209,0,0,0,{2.7348E-05}
Bobby Sox To Stockings,5KRiWiKmsbiRXMRaftXgCD,Frankie Avalon,1959,17,oldies,0.614,0.394,7,-12.631,0,0.031,0.769,0,0.316,0.629,117.801,160227,4,172,97.2,0.166071429,0.392857143,3865,6181,15210,0,0,0,{2.7348E-05}
Venus,1odzZRPb3CvbIT2xU5vFma,Frankie Avalon,1959,33,oldies,0.605,0.421,10,-12.92,1,0.0296,0.511,9.68E-06,0.0826,0.807,115.07,143760,4,161,97.2,0.397794118,0.628104575,3865,56129,174919,0,0,0,{2.7348E-05}
Just Ask Your Heart,5AKoXKsUmngrZAFuVymYgk,Frankie Avalon,1959,13,oldies,0.455,0.577,0,-8.466,1,0.0301,0.755,4.03E-06,0.0872,0.943,175.92,150067,4,104,96.18,0.273333333,0.586666667,3865,4369,10381,0,0,0,{2.7348E-05}
Sea Cruise,4NOXBwXkJ7HrDTYIryLgBp,Frankie Ford,1959,15,oldies,0.383,0.839,0,-7.738,1,0.0555,0.652,0,0.672,0.963,151.435,158471,4,252,106.67,0.128571429,0.245238095,494,24169,67744,0,0,0,{2.7348E-05}
Heartaches By The Number,1Ks4guQOte9Ds2ip9M8xSk,Guy Mitchell,1959,24,oldies,0.441,0.682,7,-8.709,1,0.0349,0.848,0,0.14,0.93,82.178,158173,4,122,94.15,0.221212121,0.306060606,2643,21558,70356,0,0,0,{2.7348E-05}
Sorry (I Ran All The Way Home),4ERn2q3YXcayw8nTeYjCIE,Impalas,1959,21,oldies,0.526,0.64,3,-11.479,1,0.0442,0.824,0,0.19,0.785,127.792,148204,4,171,108.7,-0.386904762,0.922619048,231,11036,33338,0,0,0,{2.7348E-05}
Morgen,5n6p1IzTuN0rFwNEk1Mito,Ivo Robic,1959,0,oldies,0.584,0.441,10,-7.598,1,0.0267,0.882,1.29E-06,0.132,0.673,99.698,156800,4,141,90.77,?,?,243,5515,16217,0,0,0,{2.7348E-05}
Goodbye Baby,5rsw9X7x69a5aiTvQqm9Tl,Jack Scott,1959,16,oldies,0.728,0.486,9,-13.772,1,0.0312,0.93,0.236,0.101,0.773,130.648,128973,4,156,91.78,0.05,0.92,1460,12870,30079,0,0,0,{2.7348E-05}
Lonely Teardrops,4xPNaHofsEWeDnD63eIUXp,Jackie Wilson,1959,47,soul,0.591,0.582,7,-4.554,1,0.129,0.596,0,0.784,0.899,137.221,164347,4,129,98.21,-0.114814815,0.633333333,28752,66608,200686,0,0,0,{2.7348E-05}
Thats Why,3H1MWE0muoc90EVzECSGRZ,Jackie Wilson,1959,35,soul,0.727,0.809,0,-5.589,1,0.0457,0.26,0,0.173,0.97,146.984,125200,4,304,107.69,0.343915344,0.545767196,28752,2515,5416,0,0,0,{2.7348E-05}
Baby Talk,7Ayx5bAZTFrEUv4UYJ6qnU,Jan and Dean,1959,17,oldies,0.513,0.624,6,-8.526,0,0.0292,0.668,0,0.27,0.505,105.134,143867,4,441,112.09,0.265384615,0.573076923,4589,13770,31762,0,0,0,{2.7348E-05}
Primrose Lane,4bFHIZcJH8hq1JpYyA2hLw,Jerry Wallace,1959,10,oldies,0.552,0.319,8,-15.533,0,0.0311,0.953,0.523,0.17,0.35,121.145,142960,4,109,79.26,0.085493827,0.420987654,245,3666,8563,0,0,0,{2.7348E-05}
Red River Rock,5k27MrTLVjjPVodRK1aE2Q,Johnny and The Hurricanes,1959,20,instrumental,0.339,0.935,11,-4.802,1,0.103,0.662,0.000749,0.182,0.773,151.348,138240,4,2,?,0,0,1815,42421,131264,0,0,0,{2.7348E-05}
The Battle Of New Orleans,1XRA4Tjb2YrcQU5ThDllCw,Johnny Horton,1959,49,country,0.703,0.753,9,-11.783,1,0.135,0.803,0,0.0997,0.922,177.162,152067,4,414,85.69,0.066680622,0.410382775,15375,42695,124780,0,0,0,{2.7348E-05}
The Tijuana Jail,4adwiDSem8c2jgiy66Bcsv,Kingston Trio,1959,23,folk,0.451,0.263,7,-13.567,1,0.0313,0.795,0,0.108,0.623,155.891,170907,4,221,95.17,0.055681818,0.2,7964,7020,16903,0,0,0,{2.7348E-05}
I Cried A Tear,28dTB69zJBpBIiDH32Jp1M,Lavern Baker,1959,20,blues,0.336,0.361,9,-7.22,1,0.0304,0.903,4.53E-06,0.113,0.496,172.181,155213,3,99,105.66,0.24012987,0.469480519,4394,7468,17800,0,0,0,{2.7348E-05}
Im Gonna Get Married,1jKcwPfDloLOMxC1wMV0ux,Lloyd Price,1959,32,oldies,0.574,0.528,7,-9.322,1,0.034,0.768,0,0.188,0.676,119.463,143000,4,234,90.77,0.126680672,0.439495798,3554,11973,23744,0,0,0,{2.7348E-05}
Stagger Lee,4MUGG9mgDUP8dlaS3AAeg0,Lloyd Price,1959,33,oldies,0.361,0.618,3,-8.1,1,0.0328,0.74,0,0.0948,0.778,70.932,144960,4,168,99.23,-0.284963474,0.525568182,3554,69394,183789,0,0,0,{2.7348E-05}
Personality,5vjigjfoXuJEttqLB3HTAg,Lloyd Price,1959,31,oldies,0.588,0.449,5,-8.782,1,0.0339,0.723,0,0.0989,0.882,128.929,157733,4,219,84.34,0.433333333,0.436111111,3554,34922,88237,0,0,0,{2.7348E-05}
Quiet Village,20NOFkyiyJkASrdVnk05E7,Martin Denny,1959,23,instrumental,0.853,0.302,2,-14.321,0,0.0986,0.808,0.189,0.301,0.357,113.148,222427,4,77,90.77,0.2,0.452380952,4273,22896,65076,0,0,0,{2.7348E-05}
Battle Hymn Of The Republic,2HDygKK9QF1ppgXF3K1tgl,Mormon Tabernacle Choir,1959,31,instrumental,0.283,0.131,10,-18.331,1,0.035,0.98,0.00518,0.103,0.237,112.12,291000,4,186,72.83,-0.090909091,0.7,25484,7023,15924,0,0,0,{2.7348E-05}
Put Your Head On My Shoulder,2DpJ9T2RVRanZcYFHKOAfA,Paul Anka,1959,55,oldies,0.547,0.335,4,-9.2,0,0.0307,0.747,0,0.101,0.48,115.838,154733,3,100,106.67,0.165178571,0.410714286,40176,59924,202939,0,0,0,{2.7348E-05}
Lonely Boy,4kh2S9hRpPvoF9JkwZcYGN,Paul Anka,1959,38,oldies,0.623,0.605,0,-9.923,1,0.0306,0.352,0,0.101,0.823,106.163,151107,3,120,84.34,0.134027778,0.536805556,40176,22876,60751,0,0,0,{2.7348E-05}
Sea Of Love,4gUDdUr5yK0JGlR49zSRVt,Phil Phillips and The Twilights,1959,39,oldies,0.454,0.578,7,-5.954,1,0.028,0.781,0,0.465,0.29,127.607,141933,3,?,?,?,?,176,37220,148287,0,0,0,{2.7348E-05}
Smoke Gets In Your Eyes,1jTkRvUHQhh2v77G5KOyYW,Platters,1959,45,oldies,0.319,0.267,3,-11.091,1,0.0308,0.925,6.04E-05,0.546,0.235,113.249,157760,4,120,85.69,0.381818182,0.546969697,53630,93652,321980,0,0,0,{2.7348E-05}
Enchanted,1wGWKXMjKffv84Y0LsxvcP,Platters,1959,27,oldies,0.385,0.341,3,-9.404,1,0.0351,0.91,1.31E-06,0.119,0.256,79.079,172160,4,152,100.24,0.385714286,0.6,53630,17055,43714,0,0,0,{2.7348E-05}
Bongo Rock,7kBOsLz5BR8uY58u3Aygev,Preston Epps,1959,20,instrumental,0.356,0.997,11,-9.708,1,0.0613,0.678,0.874,0.633,0.45,166.1,127878,4,2,?,0,0,96,7516,19661,0,0,0,{2.7348E-05}
Peter Gunn Theme,1DeMOqqJ5lFegnaWTWFCQG,Ray Anthony,1959,16,jazz,0.618,0.532,7,-12.783,0,0.0309,0.574,0.868,0.348,0.895,118.837,109293,4,2,?,0,0,1219,19764,44630,0,0,0,{2.7348E-05}
Whatd I Say,5yQ9iMZXGcr5rlO4hoLsP4,Ray Charles,1959,55,soul,0.54,0.681,4,-5.44,1,0.0508,0.808,0,0.162,0.785,88.385,307053,4,528,104.64,0.384693878,0.527777778,377439,157586,472074,0,0,0,{2.7348E-05}
Sweeter Than You,4si2ZU8jVZWTuoUvkujcmw,Ricky Nelson,1959,26,oldies,0.403,0.125,10,-12.067,1,0.0306,0.845,1.37E-06,0.126,0.288,74.308,140760,4,109,86.71,0.308522727,0.62265625,28829,9254,22584,0,0,0,{2.7348E-05}
Never Be Anyone Else But You,6tKz5rRgvzJvM3Xdpj8e5X,Ricky Nelson,1959,35,oldies,0.587,0.489,0,-8.62,1,0.0369,0.189,0.00109,0.119,0.676,141.699,137787,3,1,?,0,0,28829,22724,57182,0,0,0,{2.7348E-05}
Its Late,4TAKO1uPQfnbioLdXUCUvY,Ricky Nelson,1959,32,oldies,0.63,0.764,1,-8.545,1,0.0456,0.788,0,0.0789,0.881,82.881,118840,4,1,?,0,0,28829,27837,62934,0,0,0,{2.7348E-05}
Just A Little Too Much,5mIfY39eTpWHj2gpEXvjb6,Ricky Nelson,1959,22,classic_rock,0.705,0.736,8,-11.635,1,0.0339,0.673,2.55E-06,0.251,0.968,91.634,131800,4,1,?,0,0,28829,8023,17114,0,0,0,{2.7348E-05}
Donna,5jjrPdeClupQkNkGR1sth7,Ritchie Valens,1959,51,oldies,0.463,0.224,5,-10.542,1,0.0255,0.866,0,0.116,0.389,67.47,149067,4,123,92.8,0.222222222,0.294444444,38492,62178,199681,0,0,0,{2.7348E-05}
Teen Beat,1YiBgguEK5qkWQtjVJBoHm,Sandy Nelson,1959,18,instrumental,0.469,0.75,9,-13.063,1,0.0383,0.0733,0.877,0.0638,0.6,95.406,142907,4,2,?,0,0,1409,13658,36223,0,0,0,{2.7348E-05}
Sleep Walk,1IKAg995FnS7soIAwcMStU,Santo and Johnny,1959,49,instrumental,0.532,0.225,10,-9.628,0,0.0483,0.811,0.964,0.14,0.459,189.095,144880,3,?,?,?,?,10201,31753,143705,0,0,0,{2.7348E-05}
Broken-hearted Melody,6QLXvEcvsav5TcCcUOE7qb,Sarah Vaughan,1959,21,jazz,0.422,0.489,7,-10.917,1,0.0347,0.81,0,0.235,0.841,132.356,144333,4,147,90.77,0.255494505,0.498901099,58042,7721,17148,0,0,0,{2.7348E-05}
It Was I,6G9YdwnfMNxu5wf7UidQPb,Skip and Flip,1959,8,oldies,0.683,0.939,6,-9.546,1,0.0439,0.757,0,0.107,0.96,112.923,142420,4,277,88.74,0.098185941,0.516553288,29,1810,5324,0,0,0,{2.7348E-05}
Since I Dont Have You,07tUgdBaBNfAkerwE6TxU9,Skyliners,1959,40,oldies,0.148,0.473,6,-8.245,1,0.0361,0.575,3.44E-05,0.32,0.701,76.22,158307,4,110,100.24,0.525,0.5,1742,49968,177345,0,0,0,{2.7348E-05}
Waterloo,3YXPyakTFaoVS2ffimogLR,Stonewall Jackson,1959,23,country,0.463,0.607,8,-10.714,0,0.0299,0.482,0,0.117,0.965,203.85,146933,4,179,62.34,0.0375,0.444444444,1647,13016,33451,0,0,0,{2.7348E-05}
Tragedy,7HX8vPJ5pGW7ZjSGsQym5Y,Thomas Wayne,1959,7,oldies,0.215,0.142,1,-14.35,1,0.0285,0.991,0.018,0.14,0.155,73.84,131507,4,181,90.77,0.074107143,0.3,44,2791,6888,0,0,0,{2.7348E-05}
Guitar Boogie Shuffle,6CIHxvT7MnSGsJLCoihLtV,Virtues,1959,5,instrumental,0.542,0.946,4,-7.03,1,0.0578,0.105,0.0309,0.0854,0.495,93.164,156800,4,178,97.2,0.009203297,0.575641026,139,875,1886,0,0,0,{2.7348E-05}
Kansas City,4GvyP7CnBJEV2t7L7vOkjw,Wilbert Harrison,1959,42,oldies,0.735,0.647,1,-7.673,1,0.039,0.708,0.122,0.325,0.903,114.98,150333,4,192,90.77,0.046875,0.771875,810,23691,66123,0,0,0,{2.7348E-05}
Deck Of Cards,4U3S2BgQeX25uW0fEPDSSt,Wink Martindale,1959,6,country,0.49,0.376,0,-16.06,1,0.618,0.871,4.10E-06,0.121,0.671,170.841,240880,3,575,96.18,0.194665404,0.374671717,201,2269,6167,0,0,0,{2.7348E-05}
The Village Of St. Bernadette,4rfsoxXk3XoAdQ60BdJ3Bj,Andy Williams,1960,11,oldies,0.26,0.178,8,-12.293,1,0.0293,0.941,5.59E-06,0.315,0.227,89.289,198920,3,?,?,?,?,54150,2266,5109,0,0,0,{3.34028E-05}
In My Little Corner Of The World,1NAvZNIUfC79QACBJ7qhK0,Anita Bryant,1960,8,pop,0.532,0.293,9,-11.052,0,0.0296,0.727,2.92E-06,0.143,0.419,113.421,150280,4,109,83.32,0.002083333,0.54375,235,859,34923,0,0,0,{3.34028E-05}
O Dio Mio,6kFmfcqpy1ok5wfls2yCtZ,Annette,1960,5,oldies,0.378,0.439,5,-7.935,1,0.0303,0.237,7.85E-06,0.098,0.429,115.626,171427,4,131,108.7,0.297368421,0.431578947,21211,266,587,0,0,0,{3.34028E-05}
Money,6B7sgQD9LCL02kY8QW4Xtb,Barret Strong,1960,0,soul,0.803,0.434,5,-11.792,1,0.0349,0.0878,0.0153,0.301,0.933,133.98,153547,4,?,?,?,?,?,5369,15452,0,0,0,{3.34028E-05}
White Silver Sands,6eNarOweu3dVsyzPS4Mr8Q,Bill Blacks Combo,1960,11,instrumental,0.895,0.608,0,-7.224,1,0.0391,0.558,0.14,0.0659,0.961,117.705,154427,4,2,?,0,0,79,1954,5052,0,0,0,{3.34028E-05}
Let The Little Girl Dance,05vJ7T5PZFNCyTVULUaPI6,Billy Bland,1960,37,oldies,0.585,0.527,5,-9.551,1,0.0716,0.255,0,0.361,0.964,143.418,143099,4,205,88.06,-0.069565217,0.37826087,148,3684,10661,0,0,0,{3.34028E-05}
Lets Think About Livin,1QJ8HpFmzKIdgX35yvmu7I,Bob Luman,1960,0,oldies,0.71,0.758,2,-10.321,1,0.0508,0.344,0,0.22,0.951,98.428,116573,4,?,?,?,?,1097,2595,5078,0,0,0,{3.34028E-05}
Beyond The Sea,2EIaO5knwUA3F2qnf9LV3S,Bobby Darin,1960,61,jazz,0.521,0.516,2,-7.456,0,0.0369,0.723,0,0.257,0.574,136.483,172480,4,134,99.23,0.371,0.664,39930,224508,861334,0,0,0,{3.34028E-05}
Little Bitty Girl,0ZqhPLdc7yEv6iADB7no3F,Bobby Rydell,1960,11,oldies,0.596,0.627,1,-6.117,1,0.0395,0.614,0,0.14,0.852,121.156,145360,4,193,99.23,0.028452381,0.273333333,1951,5437,11331,0,0,0,{3.34028E-05}
